"","OOB_R2","OOB_MAPE","OOB_slope","OOB_intercept","CV_R2","CV_MAPE","CV_slope","CV_intercept"
"1","0.761","2.078","1.042 (1.035~1.049)","-1.04e+14 (-1.22e+14~-8.50e+13)","0.576 (0.474~0.707)","2.508 (2.031~2.818)","1.122 (1.111~1.133)","-1.85e+14 (-2.12e+14~-1.58e+14)"
