name,value,model,product
Moran_I_statistic,-0.005867323719002727,XGB,TROPOMI
Expectation,-0.010526315789473684,XGB,TROPOMI
Variance,3.915690471683441e-5,XGB,TROPOMI
p,0.22827505050782032,XGB,TROPOMI
