name,value,model,product
Moran_I_statistic,-0.01642765870551905,RF,TROPOMI
Expectation,-0.010101010101010102,RF,TROPOMI
Variance,2.9685135870615578e-5,RF,TROPOMI
p,0.87721817209996,RF,TROPOMI
