Station_name,NO2,Type_of_station,X,Y,predicted,CV,predicted_CV,spatial_CV,predicted_spatialCV,residual,residual_CV,residual_spatialCV,model,product
Locarno,21.8531680440771,traffic,2704690,1113855,24.180952575285406,5,25.103050851633753,2,23.387046029865612,-2.327784531208305,-3.249882807556652,-1.5338779857885108,RF,TROPOMI
Lugano-Pregassona,19.8676795580111,background,2718385,1098300,15.999864637115081,2,16.257862236621694,2,15.43493994361914,3.86781492089602,3.609817321389407,4.432739614391961,RF,TROPOMI
Lugano-Università,24.51108033241,background,2717615,1096645,27.414104825978562,4,25.728760092152996,2,27.550308174792324,-2.9030244935685623,-1.217679759742996,-3.0392278423823242,RF,TROPOMI
Lustenau Wiesenrain,18.6744382022472,background,2767146,1253330,15.093128569556384,5,15.493088828617065,1,15.465818279231174,3.5813096326908145,3.181349373630134,3.208619923016025,RF,TROPOMI
Luzern-Moosstrasse,35.2345205479452,traffic,2665789,1210898,29.986905999611945,5,31.005658050692883,4,29.977582870134807,5.247614548333257,4.228862497252319,5.256937677810395,RF,TROPOMI
Magadino-Cadenazzo,15.2404432132964,background,2715500,1113200,9.947330118796263,4,10.863209013085076,2,10.688822365402833,5.2931130945001374,4.3772342002113245,4.551620847893567,RF,TROPOMI
Massongex,13.6556164383562,industry,2564941,1121275,14.796658966937501,5,15.070161321759805,5,14.981659506774575,-1.141042528581302,-1.4145448834036056,-1.3260430684183753,RF,TROPOMI
Mendrisio-A2,31.6330578512397,traffic,2719472,1081336,31.078562267559807,3,30.97572716026417,2,30.471051797965803,0.5544955836798913,0.6573306909755274,1.1620060532738954,RF,TROPOMI
Mesocco-A13,15.3698060941828,traffic,2738060,1139050,17.560669043647092,2,17.071037036747317,2,17.285884458126766,-2.1908629494642913,-1.701230942564516,-1.9160783639439654,RF,TROPOMI
Meyrin-Vaudagne,15.2978082191781,background,2494742,1120874,20.394761337754517,2,21.14415238609546,5,21.0759041548686,-5.096953118576417,-5.84634416691736,-5.7780959356905,RF,TROPOMI
Moleno-A2,30.8827397260274,traffic,2719940,1126560,23.03615840048328,2,23.287683449688917,2,22.343011404756513,7.846581325544118,7.595056276338482,8.539728321270886,RF,TROPOMI
Montana,10.1631578947368,background,2603346,1128235,12.657131785115586,3,13.106129955122485,2,14.093027404227854,-2.4939738903787863,-2.942972060385685,-3.929869509491054,RF,TROPOMI
Montreux,16.9458563535912,background,2559500,1142490,21.1873723246761,3,20.51290822864382,5,20.960368052268453,-4.241515971084901,-3.56705187505262,-4.0145116986772535,RF,TROPOMI
Morges,21.3454545454545,background,2527930,1151552,30.750421385819816,5,30.79790247769892,4,31.02634870742447,-9.404966840365315,-9.452447932244418,-9.68089416196997,RF,TROPOMI
Muttenz-Hard-A2,41.0131652661064,traffic,2615780,1265295,34.774221157279456,3,35.120387371864275,5,35.17399479615952,6.238944108826942,5.892777894242123,5.839170469946879,RF,TROPOMI
Neuchâtel,25.2290960451977,traffic,2561518,1204935,24.2314906716083,1,23.519371625207494,4,25.06858477827166,0.9976053735894013,1.7097244199902057,0.16051126692604,RF,TROPOMI
Neuhausen-Schaffhauserstrasse,28.536914600551,traffic,2688816,1282412,20.141521453856043,1,20.007157940731453,3,20.251430773714272,8.395393146694957,8.529756659819547,8.285483826836728,RF,TROPOMI
Nyon-Hôpital,15.7158774373259,background,2506900,1137640,18.432590468000182,1,18.064504502464757,5,19.32423361392555,-2.7167130306742813,-2.3486270651388566,-3.6083561765996492,RF,TROPOMI
Opfikon-Balsberg,33.6225274725275,traffic,2685351,1254830,34.64047052140466,2,32.98154870007992,3,33.233930798754486,-1.0179430488771573,0.640978772447582,0.38859667377301577,RF,TROPOMI
Opfikon-Glattpark,25.3533149171271,background,2684665,1253012,19.884570331047794,2,20.47606847321369,3,19.660878002990838,5.468744586079307,4.8772464439134104,5.6924369141362625,RF,TROPOMI
Payerne,11.5545205479452,background,2562285,1184775,14.278431641672245,1,14.826276817805796,4,14.071358924259052,-2.723911093727045,-3.271756269860596,-2.516838376313851,RF,TROPOMI
Rapperswil-Tüchelweier,20.3230555555556,traffic,2704856,1231660,20.63270632428574,2,22.29213618111796,3,19.83026901439055,-0.30965076873013686,-1.9690806255623592,0.49278654116505294,RF,TROPOMI
Reiden-A2,25.2475274725275,traffic,2639560,1232110,31.31092252194214,5,30.874524110414555,5,31.78408134058862,-6.063395049414638,-5.6269966378870535,-6.5365538680611195,RF,TROPOMI
Rigi-Seebodenalp,4.82657534246575,background,2677835,1213440,5.6614314673517905,4,7.062110059544477,4,5.862779796361623,-0.8348561248860404,-2.2355347170787265,-1.0362044538958726,RF,TROPOMI
Rothenbrunnen-A13,21.7770718232044,traffic,2751540,1181150,18.54091558751947,4,18.463296663472537,1,19.527319719728165,3.236156235684927,3.313775159731861,2.249752103476233,RF,TROPOMI
San-Vittore,13.4232044198895,traffic,2728549,1122183,12.659525725227144,3,13.338943479343163,2,14.038640700766889,0.7636786946623548,0.08426094054633637,-0.6154362808773897,RF,TROPOMI
Saxon,14.5318681318681,background,2577566,1109764,14.046362039846514,3,13.219172987857684,2,13.152939215866546,0.4855060920215859,1.3126951440104158,1.3789289160015539,RF,TROPOMI
Schupfart-Blind,8.77762039660057,background,2639304,1263441,6.613372618030605,3,6.370944079163239,5,6.8648167596705125,2.1642477785699645,2.4066763174373307,1.9128036369300574,RF,TROPOMI
Schwyz,16.3969863013699,background,2691911,1208039,16.994499196716614,3,17.366120707581867,4,16.919985797127534,-0.5975128953467141,-0.9691344062119676,-0.5229994957576345,RF,TROPOMI
Sion,20.4603305785124,traffic,2593702,1120409,18.61623914637581,2,19.434209048520867,2,18.4167104593115,1.8440914321365902,1.026121529991535,2.0436201192009023,RF,TROPOMI
Sion-Aéroport-A9,29.7285714285714,traffic,2592540,1118755,24.24995745138421,1,24.593617957297454,2,22.879867623010714,5.478613977187191,5.1349534712739455,6.848703805560685,RF,TROPOMI
Sissach-Bützenen,15.1540166204986,background,2628415,1257193,17.208368899902723,3,16.945607314738407,5,18.108184466593706,-2.0543522794041227,-1.7915906942398063,-2.954167846095105,RF,TROPOMI
Solothurn-Altwyberhüsli,15.4088154269972,background,2607067,1229160,17.188634822507023,2,17.35070185578999,5,18.686789337294204,-1.779819395509822,-1.9418864287927882,-3.2779739102970034,RF,TROPOMI
Solothurn-Werkhofstrasse,22.4402739726027,traffic,2607259,1228757,19.861581609568493,3,19.812341732763475,5,20.272314342217072,2.5786923630342073,2.6279322398392253,2.167959630385628,RF,TROPOMI
St-Gallen-Blumenbergplatz,33.0806629834254,traffic,2746011,1254720,26.505872944732168,3,26.6864932347321,3,26.68661330656962,6.57479003869323,6.394169748693297,6.394049676855779,RF,TROPOMI
St-Gallen-Stuelegg,6.50413223140496,background,2747601,1252530,5.967439817968963,5,6.227902171365241,1,7.712839256585605,0.5366924134359969,0.27623006003971895,-1.2087070251806447,RF,TROPOMI
Tänikon,11.132782369146,background,2710500,1259810,12.418035537506682,5,12.329159990296208,3,12.383658084826488,-1.2852531683606827,-1.1963776211502086,-1.250875715680488,RF,TROPOMI
Thônex-Foron,17.4019178082192,background,2505254,1116758,17.70123011826211,1,17.466273947212493,5,18.95503250687402,-0.2993123100429109,-0.0643561389932934,-1.55311469865482,RF,TROPOMI
Thun-Bälliz,20.3532544378698,background,2614380,1178750,20.203944024186306,5,19.912106709555246,1,21.321522457735533,0.1493104136834944,0.4411477283145544,-0.9682680198657323,RF,TROPOMI
Thun-Pestalozzi,14.9313186813187,background,2614075,1178160,16.337995088411255,5,16.25083598108885,1,17.328973614417244,-1.4066764070925544,-1.3195172997701512,-2.3976549330985435,RF,TROPOMI
Winterthur-Veltheim,15.7108333333333,background,2696556,1262725,18.769255102235764,3,18.58386791673604,3,18.012462169510098,-3.0584217689024644,-2.87303458340274,-2.301628836176798,RF,TROPOMI
Yverdon-les-Bains,16.6079889807163,background,2538615,1181105,20.132069415680174,4,19.81373242227487,4,20.246559479886905,-3.5240804349638744,-3.205743441558571,-3.638570499170605,RF,TROPOMI
Zug,25.4345205479452,traffic,2681625,1224641,18.65486693861814,5,18.114012913752635,3,18.837665219566226,6.77965360932706,7.320507634192566,6.596855328378975,RF,TROPOMI
Zürich-Heubeeribüel,12.6069252077562,background,2685126,1248460,17.347256072338,4,17.10535824742613,3,16.887162996537608,-4.740330864581798,-4.498433039669928,-4.280237788781408,RF,TROPOMI
Zürich-Kaserne,24.0316804407713,background,2682450,1247990,26.16565105386354,1,25.30059503914572,3,24.916070912061485,-2.1339706130922416,-1.268914598374419,-0.8843904712901853,RF,TROPOMI
Zürich-Rosengartenstrasse,44.4698630136986,traffic,2682096,1249940,34.53305170898093,2,34.464304749143075,3,34.90023283909161,9.936811304717672,10.005558264555525,9.569630174606992,RF,TROPOMI
Zürich-Schimmelstrasse,35.2633608815427,traffic,2681942,1247245,34.007596510055386,5,34.37810086921106,3,33.3515775032543,1.2557643714873166,0.8852600123316421,1.9117833782884048,RF,TROPOMI
Zürich-Stampfenbachstrasse,26.2805479452055,traffic,2683146,1249020,32.70867950961052,4,30.73591916882788,3,32.18644685234386,-6.428131564405017,-4.455371223622379,-5.905898907138361,RF,TROPOMI
