Station_name,NO2,Type_of_station,X,Y,predicted,CV,predicted_CV,spatial_CV,predicted_spatialCV,residual,residual_CV,residual_spatialCV,model,product
Aarau-Buchenhof,22.1842541436464,traffic,2646140,1248741,24.93189574735008,1,24.746163696981412,5,25.204658229763023,-2.7476416037036806,-2.5619095533350134,-3.020404086116624,SLR,spatial
Aigle,20.0332409972299,industry,2561330,1129900,20.158626084083593,3,19.84983093315409,5,20.2144725146557,-0.12538508685369365,0.18341006407580807,-0.18123151742580035,SLR,spatial
Airolo,17.5633608815427,traffic,2690021,1153641,21.685316751892636,1,22.784062892865695,4,24.00930929005953,-4.121955870349936,-5.220702011322995,-6.445948408516831,SLR,spatial
Altdorf,17.8435616438356,traffic,2690175,1193550,23.451287562305783,5,23.86962220802218,4,24.67993295256499,-5.607725918470184,-6.026060564186579,-6.83637130872939,SLR,spatial
Avully-Passeiry,10.7884297520661,background,2489281,1113355,9.234129767608724,4,8.580906239150195,5,10.441075577665146,1.5542999844573764,2.2075235129159054,0.3473541744009552,SLR,spatial
Baden-Schönaustrasse,20.2351800554017,background,2666075,1257972,19.005512542115465,3,19.024175482093167,3,18.953852778870658,1.229667513286234,1.2110045733085322,1.2813272765310408,SLR,spatial
Basel-Binningen,16.7348901098901,background,2610890,1265605,16.604088488547227,1,17.41992097017459,5,15.834489773449661,0.1308016213428722,-0.6850308602844919,0.9004003364404376,SLR,spatial
Basel-Feldbergstrasse,43.8355555555556,traffic,2611745,1268490,37.471230225863394,4,36.364739592903284,5,34.16788494300873,6.364325329692207,7.470815962652317,9.667670612546871,SLR,spatial
Basel-St-Johann,22.9736111111111,background,2610795,1268365,30.26224848006542,3,31.088443145451237,5,27.9712026802225,-7.288637368954319,-8.114832034340136,-4.9975915691114,SLR,spatial
Bern-Bollwerk,32.9679452054795,traffic,2600170,1199990,32.518483792724446,4,31.66191210664114,1,32.586557646562326,0.44946141275505624,1.3060330988383626,0.3813875589171758,SLR,spatial
Bern-Morgartenstrasse,17.8849315068493,background,2601818,1201338,22.676258639672284,1,23.412920363658397,1,23.78356439110383,-4.791327132822985,-5.527988856809099,-5.898632884254532,SLR,spatial
Bern-Wankdorf,26.7046831955923,traffic,2602040,1201565,26.237848961012663,2,26.183022952986583,1,26.851901602039533,0.46683423457963613,0.5216602426057158,-0.14721840644723372,SLR,spatial
Beromünster,7.92527777777778,background,2655840,1226780,7.047292486317085,3,6.811321925675263,5,7.3519209427410015,0.8779852914606954,1.1139558521025172,0.5733568350367788,SLR,spatial
Biel-Bienne,17.1902777777778,background,2586025,1221660,24.039341237728703,2,24.783856503150147,1,24.17648479198232,-6.8490634599509015,-7.593578725372346,-6.986207014204517,SLR,spatial
Bioggio,26.9662087912088,industry,2714170,1096525,19.424333212727674,5,17.920625080919343,2,17.26187068114585,7.541875578481125,9.045583710289456,9.704338110062949,SLR,spatial
Bodio,23.6654794520548,industry,2713360,1137370,21.905896238185726,2,22.420111888166794,2,21.57368116102386,1.7595832138690746,1.2453675638880064,2.0917982910309405,SLR,spatial
Brigerbad,17.4225274725275,industry,2636790,1127555,13.482157445261475,1,13.455131426316443,2,12.524086054027443,3.940370027266024,3.9673960462110553,4.898441418500056,SLR,spatial
Brione-sopra-Minusio,7.3158904109589,background,2706015,1115655,16.71466874385745,1,17.105707985078915,2,16.88599301269592,-9.398778332898551,-9.789817574120015,-9.57010260173702,SLR,spatial
