Station_name,NO2,Type_of_station,X,Y,predicted,CV,predicted_CV,spatial_CV,predicted_spatialCV,residual,residual_CV,residual_spatialCV,model,product
Eggerberg,8.07205479452055,background,2634047,1128450,10.814475599759392,3,10.848016166099585,2,10.269826693805179,-2.742420805238842,-2.7759613715790348,-2.1977718992846285,SLR,OMI
Erstfeld-A2,24.1405027932961,traffic,2691390,1188470,22.958013090596253,3,22.738164307994467,4,22.850682769613247,1.182489702699847,1.4023384853016339,1.2898200236828536,SLR,OMI
Fribourg-Chamblioux,34.8230769230769,traffic,2577125,1184538,29.433032825302483,5,28.77283882072549,1,29.94130130518318,5.390044097774414,6.050238102351408,4.881775617893716,SLR,OMI
Fribourg-Parc-Pérolles,13.5324022346369,background,2578181,1182941,17.81320414665319,1,17.827949397077575,1,17.77477649109993,-4.280801912016292,-4.295547162440675,-4.242374256463032,SLR,OMI
Genève-Necker,35.2967123287671,background,2499864,1118200,34.01537940779888,5,33.959116327609564,5,33.44829076627361,1.281332920968218,1.3375960011575359,1.8484215624934919,SLR,OMI
Giubiasco,19.6839335180055,industry,2720255,1114535,20.861484675080714,1,22.280420538549226,2,18.40831217387699,-1.1775511570752144,-2.5964870205437265,1.2756213441285098,SLR,OMI
Glarus-Feuerwehrstützpunkt,13.805,background,2723401,1212270,10.635856063588665,4,11.68534402292251,4,11.537580513828399,3.1691439364113343,2.119655977077489,2.267419486171601,SLR,OMI
Härkingen-A1,31.9944903581267,traffic,2628875,1240185,29.46490471003034,3,29.14550305328942,5,28.959933591771374,2.5295856480963614,2.84898730483728,3.034556766355326,SLR,OMI
Horgen-Sekundarschule,6.05,background,2687799,1234471,17.04262975919801,2,17.535134246285754,3,17.798742238711213,-10.99262975919801,-11.485134246285753,-11.748742238711213,SLR,OMI
Ittigen,17.5338192419825,background,2603050,1202815,16.74776429024028,4,16.62317029192798,1,17.204279213840493,0.7860549517422193,0.9106489500545187,0.3295400281420058,SLR,OMI
Jungfraujoch,0.270621468926554,background,2641910,1155280,-1.7011316946843251,4,-1.7793022527064797,1,-4.153410080093561,1.9717531636108792,2.0499237216330335,4.424031549020115,SLR,OMI
La-Chaux-de-Fonds,21.6700831024931,traffic,2553467,1216963,19.407764113370902,1,19.028720492688336,4,18.619179921436402,2.262318989122196,2.6413626098047622,3.0509031810566967,SLR,OMI
Langenthal,13.1436813186813,background,2626340,1228935,14.46464885756306,4,14.575552994425744,5,15.067866829074381,-1.3209675388817583,-1.4318716757444427,-1.9241855103930803,SLR,OMI
Lausanne-César-Roux,32.2245856353591,traffic,2538695,1152615,27.183396727918467,1,27.72997842855885,4,27.60356172076947,5.041188907440631,4.4946072068002465,4.621023914589628,SLR,OMI
Lausanne-Plaines-du-Loup,17.0352777777778,background,2537376,1154164,19.828835698725484,5,20.500410576491873,4,20.203820025858857,-2.793557920947684,-3.465132798714073,-3.1685422480810566,SLR,OMI
Le-Landeron,8.4606648199446,background,2571175,1210800,13.971539207685204,3,14.296736934389173,4,13.886878538998044,-5.5108743877406035,-5.836072114444573,-5.426213719053443,SLR,OMI
Le-Locle,19.4044568245125,traffic,2548581,1212842,19.528689686601762,4,20.075444814425982,4,19.757189553694293,-0.12423286208926143,-0.6709879899134812,-0.3527327291817919,SLR,OMI
Les-Giettes,3.23178082191781,background,2563267,1119297,6.4936964268492,4,6.749747723689374,5,7.775304778156516,-3.2619156049313904,-3.5179669017715645,-4.543523956238706,SLR,OMI
Locarno,21.8531680440771,traffic,2704690,1113855,25.407053761385015,1,26.243841519143785,2,23.323746664571733,-3.5538857173079137,-4.390673475066684,-1.4705786204946314,SLR,OMI
Lugano-Pregassona,19.8676795580111,background,2718385,1098300,17.600867772166268,1,18.877950550849814,2,14.847953876853865,2.2668117858448333,0.9897290071612872,5.019725681157237,SLR,OMI
Lugano-Università,24.51108033241,background,2717615,1096645,21.43207538500315,2,21.649347816534586,2,18.748475083470574,3.079004947406851,2.8617325158754134,5.762605248939426,SLR,OMI
Lustenau Wiesenrain,18.6744382022472,background,2767146,1253330,16.021072621578348,5,16.21913448686851,1,16.51310041253202,2.6533655806688508,2.4553037153786903,2.16133778971518,SLR,OMI
Luzern-Moosstrasse,35.2345205479452,traffic,2665789,1210898,26.695733356707063,1,26.908718488101986,4,26.81143861782492,8.53878719123814,8.325802059843216,8.423081930120283,SLR,OMI
Magadino-Cadenazzo,15.2404432132964,background,2715500,1113200,12.969041410612366,5,9.655974878579126,2,11.69028834847218,2.271401802684034,5.584468334717274,3.5501548648242203,SLR,OMI
Massongex,13.6556164383562,industry,2564941,1121275,16.348750537467858,2,15.7378545823528,5,16.028335402661074,-2.693134099111658,-2.0822381439966,-2.372718964304875,SLR,OMI
Meilen-Bezirksgericht,15.133333333333301,traffic,2691909,1235880,14.456475223107645,2,15.146684813017577,3,15.440463258261893,0.6768581102256555,-0.013351479684276413,-0.30712992492859215,SLR,OMI
Mendrisio-A2,31.6330578512397,traffic,2719472,1081336,39.42153083799396,1,43.110318330363235,2,36.42390476233273,-7.788472986754265,-11.477260479123537,-4.790846911093034,SLR,OMI
Mesocco-A13,15.3698060941828,traffic,2738060,1139050,22.752125006306134,3,22.686173175195073,2,22.339995859384256,-7.382318912123333,-7.316367081012272,-6.9701897652014555,SLR,OMI
Meyrin-Vaudagne,15.2978082191781,background,2494742,1120874,18.008464908156956,2,18.308128113614863,5,18.706724307708445,-2.7106566889788564,-3.0103198944367637,-3.4089160885303453,SLR,OMI
