type,name,value,min,max,model,product
CV,R2,0.6323411375461163,0.5386038766747204,0.7987590873309668,GBM,OMI
CV,RMSE,5.730660664092928,3.9043923503522744,7.06287421932404,GBM,OMI
spatialCV,R2,0.7450447537892602,0.7220053307588256,0.8015934778244977,GBM,OMI
spatialCV,RMSE,4.749229178899334,4.522923909160101,5.1020940465302465,GBM,OMI
training,R2,0.9986660957023655,NA,NA,GBM,OMI
training,RMSE,0.3460823571764537,NA,NA,GBM,OMI
CV,intercept,2.496491047483346,-0.37862043679264934,5.371602531759342,GBM,OMI
CV,slope,0.8862149256386559,0.7524233109450058,1.020006540332306,GBM,OMI
spatialCV,intercept,0.9203434774273177,-1.4820535345970107,3.322740489451646,GBM,OMI
spatialCV,slope,0.9360817892606006,0.8276647293124814,1.0444988492087197,GBM,OMI
training,intercept,-0.1330982974985801,-0.29386634649912086,0.02766975150196066,GBM,OMI
training,slope,1.0069189383882664,0.9996329290143744,1.0142049477621584,GBM,OMI
