layers,neurons,epochs,batch.size,regularization,MSE_training,MSE_CV,MAE_training,MAE_CV,R2_training,R2_CV
4,5,20,10,NA,48.05401596555481,299.0093653091991,5.2955682655285745,13.761790709042625,0.48702249888808247,0.06496326377864745
1,10,20,10,NA,25.258229705944682,38.4119492972475,3.845945439759734,4.885008506102379,0.7114632320885528,0.562190934859662
2,10,20,10,NA,36.325228863575376,56.884429035807855,4.614347030585322,5.858800552980022,0.5858773007781525,0.43921561835025913
3,10,20,10,NA,52.0561735511558,40.58946619676388,5.669200091533233,4.929286897910404,0.47858439663364616,0.5398593045605288
4,10,20,10,NA,33.34428259573352,38.83440354764097,4.512350800793099,4.983673376134983,0.6175209681545264,0.5561874131048463
1,15,20,10,NA,37.012584046347506,44.07582361640483,4.609993252797996,5.101857330768597,0.5871038944186429,0.5213286595460462
2,15,20,10,NA,28.00151330183766,40.30223259430902,4.007591868700881,4.855382493253697,0.6880473333237187,0.5387251253495591
3,15,20,10,NA,30.880639112446637,38.157372864191466,4.36816654905198,4.896721851855378,0.6470988398607045,0.5692050298124296
4,15,20,10,NA,26.086371673185518,36.831128061763124,3.890912373594727,4.765166719455301,0.7047664634243266,0.5795145184188262
1,30,20,10,NA,27.33499577484268,32.68504136371536,4.059429451457981,4.431544686955738,0.6860006797013757,0.6235917016510043
2,30,20,10,NA,22.074615105501106,30.410737536663202,3.5877497257144944,4.261712267558632,0.7575147909111656,0.6500674729984591
3,30,20,10,NA,22.788519188191785,26.88351777098461,3.5963715172960273,4.0329479815247185,0.740792814821522,0.6915948188639135
4,30,20,10,NA,20.29907007240218,30.787028178678913,3.3877883517678584,4.260176709847836,0.7688713790354665,0.6465879780537042
1,50,20,10,NA,24.671915552992314,28.948187358222405,3.7855122119494875,4.185426876540654,0.7187832255464002,0.6670364573976335
2,50,20,10,NA,20.664452264363984,27.809901822087088,3.484446058248569,4.06986891524028,0.7715958668108075,0.6799688688274765
3,50,20,10,NA,17.54169565378329,31.13547142919386,3.111219589983196,4.3304808618791535,0.7989623540444122,0.6413034892208767
4,50,20,10,NA,18.8386246846907,29.293392622995118,3.211172986296927,4.114635408062215,0.7871705132692086,0.6646144284589821
1,100,20,10,NA,21.67713288995548,29.28709563396207,3.4729280506395006,4.100065055357986,0.7564027959711668,0.663084063558645
2,100,20,10,NA,16.216257569812107,29.45360875861302,2.9957007246649554,4.192754752603092,0.8179644648006349,0.6623412630202425
3,100,20,10,NA,11.703349314815688,30.16888424505715,2.5364472643947162,4.249441709742445,0.8664989550095407,0.6579780028316096
4,100,20,10,NA,11.908583857935984,31.786138496823657,2.571002476216364,4.331336262241086,0.8640799198155433,0.6413298273047382
1,5,30,10,NA,36.994160850012065,43.60964750712338,4.745103271754443,5.077165611602492,0.5952402533311367,0.5068676799419561
2,5,30,10,NA,31.547209260854334,212.3517195989824,4.368068035433703,10.92872723195412,0.6374632502188865,0.09566296575379077
3,5,30,10,NA,44.06810068849992,136.8392932281696,5.127504349988947,8.208210331352937,0.5129556325376692,0.137738118499085
4,5,30,10,NA,30.6494634059222,45.87312770989424,4.312432743416863,5.325946557091705,0.6491416947651576,0.49370342969159675
1,10,30,10,NA,24.653471221742702,31.00507880720148,3.8050885990736476,4.337178016307572,0.7198835896522782,0.6437378911119241
2,10,30,10,NA,26.236080704958383,37.931647931219175,4.032563641811407,4.651161790549059,0.7008105220650263,0.5674847085715055
3,10,30,10,NA,24.89195056617065,33.125465347294394,3.794849803240649,4.5348141133368385,0.715633528903723,0.6195461397846143
4,10,30,10,NA,24.572443277882073,33.04711448200741,3.8220650536564764,4.38688171597472,0.7231005388618229,0.6191809681627316
1,15,30,10,NA,26.637135522135534,35.77062940782478,3.940735346529475,4.5726280078187616,0.6930413470680533,0.5930172102899447
2,15,30,10,NA,27.93061660222433,36.080975608331855,4.009847425829443,4.68495500352312,0.6787291813061532,0.584342441865832
3,15,30,10,NA,22.280767570822785,33.23963067378023,3.6903101619407304,4.507505265842964,0.7460542243090852,0.6171467091088226
4,15,30,10,NA,21.818186048543534,31.707077649596847,3.5047387243183943,4.485321070300329,0.7495776602723158,0.6356961362911995
1,30,30,10,NA,22.107429052945825,28.49017542771675,3.6023348879163115,4.151609480836998,0.7476170362379616,0.6725225301855879
