layers,neurons,epochs,batch.size,regularization,MSE_training,MSE_CV,MAE_training,MAE_CV,R2_training,R2_CV
3,50,50,5,NA,9.096155171303337,31.779056296524544,1.7790026149210223,4.038650887968321,0.8952032531200854,0.657144740149763
4,50,50,5,NA,14.82627841312233,30.935240726234188,2.606484012844208,4.222147666603925,0.8656817459677512,0.6517221943096296
1,100,50,5,NA,12.53679076555258,28.828002760013216,2.054176417512262,4.017090227973798,0.8645789005285343,0.6730145855845769
2,100,50,5,NA,8.212332318951185,31.692862438678826,1.7373560942954491,4.307790557371496,0.9066328851577966,0.6440784114844826
3,100,50,5,NA,7.229399220545884,33.866365949583134,1.723274774507015,4.49601232340253,0.9194160265700458,0.63741730993843
4,100,50,5,NA,6.970766938418624,32.01821826268063,1.636203869056995,4.335235256152032,0.9200800734116177,0.6480231085280161
1,5,20,10,NA,45.59324005521561,43.32647040355312,5.147077450712076,5.099946070863636,0.5152546772941032,0.5153595120970175
2,5,20,10,NA,44.16481697949804,52.76208066658196,5.113089588696064,5.56445205062951,0.5194366846634058,0.4449235159519021
3,5,20,10,NA,49.51706978261614,116.23721487493725,5.480246352987579,8.136251362552446,0.4639557499244345,0.2495976934035735
4,5,20,10,NA,39.95082955848122,313.18239172728244,4.728043981154571,14.651550388707262,0.554057901289027,0.03372675779692618
1,10,20,10,NA,29.482299809343626,43.35564195771504,4.104136160315648,5.143053011170724,0.6616625831902524,0.5182615797893225
2,10,20,10,NA,25.279159138367863,43.43040087898793,3.655370025423141,5.041381518469652,0.7103939986499561,0.5194789391891622
3,10,20,10,NA,26.313159882334304,40.2674568043143,3.697777729003952,4.93274861930708,0.6996603032435998,0.547111182738834
4,10,20,10,NA,27.12186071397037,37.519643319712664,3.9393805639610204,4.74202861932173,0.7023929704133393,0.573236925762121
1,15,20,10,NA,25.27225809276463,35.169560870887146,3.721787928183026,4.695866883375179,0.7107759810384291,0.6002713109190623
2,15,20,10,NA,29.067655282411884,35.295093804440434,4.111725348021781,4.491505278162142,0.664950680711707,0.5965826740495944
3,15,20,10,NA,33.10060420976954,35.70315798647769,4.350200657949905,4.558370799028752,0.623244496338143,0.5965668967421471
4,15,20,10,NA,24.756088352736413,36.20001831243127,3.557786301137469,4.548231786721166,0.7661309062739231,0.5924135758466534
1,30,20,10,NA,27.840300305067966,34.383034074238005,3.8946199758971733,4.695804500379575,0.6957649728593197,0.6095526444515592
2,30,20,10,NA,21.777747740315654,32.6660922884173,3.294733798795946,4.630990066195333,0.7600951218431851,0.6264704445688514
3,30,20,10,NA,23.18881914277893,31.75107729660712,3.5335637876233457,4.421493849026805,0.7497540054489117,0.6371803364780037
4,30,20,10,NA,20.76102211129111,31.360380197045956,3.288540348698447,4.391348778015566,0.7613601098474578,0.6415717403212566
1,50,20,10,NA,23.180980896770432,31.162853639602645,3.366810429195012,4.357024430550386,0.7359584954601865,0.6456824160666685
2,50,20,10,NA,20.42157842423116,30.810070311951296,3.2153406383142875,4.383255830261727,0.7716750690623162,0.6485994818108904
3,50,20,10,NA,21.584937998138475,30.153388974240624,3.1508382439961347,4.234577904885428,0.769372555128777,0.6606376523811839
4,50,20,10,NA,19.15009304811887,29.324843287570324,3.0251174061165,4.202060067007815,0.7820057012149945,0.663139004558691
1,100,20,10,NA,21.248914209795704,28.99405438929284,3.141771391627538,4.13977635943717,0.7628860856705093,0.667240405761188
2,100,20,10,NA,18.64739145053232,30.725453050541464,2.7652123572407095,4.285501890227785,0.7905710680505218,0.6522554742863184
3,100,20,10,NA,17.794120805244784,29.2979052844639,3.007605613925733,4.117202263312537,0.8065389972332069,0.6640388668074229
4,100,20,10,NA,16.44110838694291,27.901822291154218,2.5403089706863686,4.020897771820758,0.8409128281988977,0.6818127002389056
1,5,30,10,NA,29.147211630405636,38.66516083272721,4.1373354243417575,4.8879416522570205,0.6643379538447755,0.5666567039135867
2,5,30,10,NA,26.806681042998687,93.13840725082952,3.883794906339309,7.240241977811826,0.6917810043919846,0.28572057878551477
3,5,30,10,NA,473.36752841547974,161.72701998428474,19.66549352612553,9.456428684819842,0.0028410532234315294,0.1680271360527549
4,5,30,10,NA,36.37606332358408,101.4569279480141,4.6234844785781135,7.28528384465766,0.5823677197567856,0.2864954895417326
1,10,30,10,NA,24.17466327853163,33.80199989026333,3.4320405242618537,4.444200703941465,0.7242189681749845,0.6180801428698457
2,10,30,10,NA,23.680640179197095,34.068433626283856,3.3959677582689074,4.630279890554641,0.7343964797891038,0.6101034260296239
3,10,30,10,NA,22.89924089713949,32.432954459988835,3.4576812085527124,4.427462822705643,0.7396615208596489,0.6354762204321743
4,10,30,10,NA,19.16932762637294,31.76103093498584,2.9743960105214917,4.493634548229387,0.7817651729136721,0.6342817916823226
1,15,30,10,NA,28.029714301221833,33.90285080116474,3.922938701164875,4.534426465193534,0.6883383186893891,0.609610346805022
2,15,30,10,NA,23.3158404043005,31.332683248817883,3.363059780866771,4.43116822019892,0.7579878099150847,0.6396240338454994
3,15,30,10,NA,21.340365101729294,33.63843075700093,3.223743747928933,4.601709625250934,0.7581348236592247,0.6149150329370333
4,15,30,10,NA,21.58037670922908,32.545717337416306,3.18280439114198,4.4556268088414175,0.7549529061830105,0.6393789936131636
1,30,30,10,NA,23.52291179650231,29.173987980224478,3.489733175546367,4.122155839842167,0.7302152349808143,0.6722825082429573
2,30,30,10,NA,19.20378512123865,29.38291132509371,2.8926199279120532,4.225793666184192,0.7892151613211329,0.6631684818545557
3,30,30,10,NA,16.669457867805143,25.712806244561055,2.6356287750077163,3.943062776297639,0.8195962792244817,0.7055599056970993
4,30,30,10,NA,19.492040241660924,27.058922727519747,3.041930816206591,3.9252410056831177,0.780738493941557,0.6918723160368373
1,50,30,10,NA,21.29884500619191,30.473985399936765,3.0641659299096426,4.236342610181754,0.7655512756919909,0.65484877475341
2,50,30,10,NA,18.15810458925648,29.924225455060323,2.9617254421396897,4.244351028627622,0.8025338640399917,0.6570017483200815
3,50,30,10,NA,21.625879043324773,27.98456496635158,3.150075266353307,4.066042193029847,0.781353459459569,0.6791488650057804
4,50,30,10,NA,15.65390898187114,30.170964413761297,2.396484373394687,4.2809369041676675,0.8250563780548549,0.6569611498711584
1,100,30,10,NA,19.50847003178001,28.2025667638081,2.8962729789192565,4.120516952800291,0.783474221046355,0.6848768994467956
2,100,30,10,NA,14.105799703357956,27.52049547435844,2.5229506079853605,4.0375351725661845,0.842817883567819,0.6842231223483918
3,100,30,10,NA,11.284975557902381,29.761372387640957,2.152734750692714,4.189232001324358,0.8722679696105285,0.6596892596195271
4,100,30,10,NA,13.774912496523443,35.51061460807865,2.2752568123162185,4.603197216175334,0.8792068506698199,0.612088304812616
1,5,50,10,NA,24.163606028035655,33.745043621643944,3.2978777904282306,4.512114435385169,0.7300115023181338,0.6161833637384365
2,5,50,10,NA,25.31586836425432,39.22419701469887,3.5984449769985845,4.95697356777503,0.7096722119473127,0.5559578253715481
3,5,50,10,NA,29.46566547176926,30.699419117223705,4.038763313521753,4.323967797152862,0.6631258812548264,0.6466551251700496
4,5,50,10,NA,23.950094194880194,320.66493377786986,3.5089723668225763,14.325190304852647,0.7412446444484249,0.0323996698680459
1,10,50,10,NA,27.5225771827381,29.27457279013032,3.7254103184820218,4.1447093661954835,0.6840841672507121,0.6659381388511202
2,10,50,10,NA,23.499248387657385,30.66266013308895,3.4477233768780255,4.290022421741359,0.734493539296723,0.6536865758266833
3,10,50,10,NA,24.6038076605611,31.047420616268315,3.5293548666971772,4.215205892674477,0.7239352108616108,0.6473381708875315
4,10,50,10,NA,21.350034767132584,31.18641805951414,3.1931279139283526,4.40519326967241,0.7539497263124502,0.645798322118861
1,15,50,10,NA,21.582537324010765,29.851416282358773,3.232322852024332,4.167667053047241,0.7523043166120765,0.6602186651532517
2,15,50,10,NA,19.177084536557018,27.061602082756046,2.843276740643167,3.9755445184774523,0.7817049384542857,0.688022736203856
3,15,50,10,NA,21.850087028492453,30.441573861767733,3.17677331971535,4.223342656159687,0.7588564796414429,0.6562188785742932
4,15,50,10,NA,19.664170108411387,30.47870253462124,2.9477595997736166,4.258065195816132,0.7771626184083327,0.6538834214762087
1,30,50,10,NA,20.8681145884456,29.550512983178805,3.004362013426809,4.24398507834037,0.7617087446565721,0.6648332035578443
2,30,50,10,NA,19.42678295156184,27.38238802862041,3.0530043102467186,3.9111021308683185,0.8007928576666377,0.6886620058335714
3,30,50,10,NA,17.724349678365446,29.840295340127753,2.93756892954875,4.20592815459252,0.8252107558733829,0.6659421339405123
4,30,50,10,NA,14.980468212137636,28.985642415317084,2.515020721112112,3.987810447763214,0.8540297525968744,0.6702719113427469
1,50,50,10,NA,15.26884997673646,27.826161595334813,2.4216127709646424,3.912005628360847,0.8279219647474599,0.6863547192578113
2,50,50,10,NA,12.637511470803537,28.49734035915229,2.1151624672058476,4.059910487297516,0.8579561638444986,0.6774135163405013
3,50,50,10,NA,14.015088522790064,26.894289569563863,2.458288796834292,3.9123296739829745,0.8610709038053022,0.6913177498459482
4,50,50,10,NA,12.242824550611454,26.826150095578644,2.1639182345875576,4.027683861448072,0.8656032578073289,0.6950501519137983
1,100,50,10,NA,14.67596128127495,28.058249836216877,2.29947180200978,4.026906250039377,0.8349208906996652,0.6809283890525647
2,100,50,10,NA,11.364816709041932,27.81514776330583,2.1762105684147763,3.968844899385658,0.8744283362149862,0.6814389095376419
3,100,50,10,NA,9.229419834425034,33.354316417046164,2.1821702266008467,4.4329236839171715,0.9095013222391688,0.6416186579115575
4,100,50,10,NA,7.4975774164438125,31.985032701865606,1.7291484292933004,4.32959796509644,0.9271153701972343,0.6451657859800756
1,5,20,20,NA,47.521393439410694,56.93611868585418,5.41545681530229,5.532150047306774,0.4768393413993571,0.4353919720685542
2,5,20,20,NA,480.801526897304,63.387581812173835,19.853543461482406,6.1988877041005415,0.03735026670335097,0.38594518270122025
3,5,20,20,NA,59.29889687269147,293.6137437572067,5.843825980304929,13.761566410394435,0.42796292697978633,0.05921638972181617
4,5,20,20,NA,34.96181240484013,255.2409711457433,4.522010948175848,12.594214318511527,0.6089109625666511,0.06267032003639807
1,10,20,20,NA,38.766936261621254,47.23726390464546,4.634200331390529,5.28067229683753,0.5740152810617479,0.48613248130854325
2,10,20,20,NA,42.74148978174513,94.79020637508376,5.066487421745334,7.133222242247065,0.5152285241944174,0.284520518973871
3,10,20,20,NA,48.799441640758026,53.936840563686935,5.299936756172192,5.661457927975542,0.5157181876890633,0.430451351605963
4,10,20,20,NA,44.816315135338954,66.60950508710302,5.127603490389726,6.205855748300512,0.50395185099979,0.3663735778413997
1,15,20,20,NA,33.801316108963825,45.3607146205469,4.485626926751542,5.0721362958267235,0.61378658194208,0.5009709107228939
2,15,20,20,NA,53.34038618945175,45.610426152984935,5.659436477413268,4.977899329883169,0.45541159495084893,0.5211731871199908
3,15,20,20,NA,49.24746403074438,48.29681293286906,5.312965540940234,5.487701225257475,0.48474504722322315,0.48411137946890165
4,15,20,20,NA,39.05894429276576,49.345068545675865,4.798047030113158,5.436292092659637,0.5617935235572218,0.47174478314197904
1,30,20,20,NA,30.19420695856864,39.03291037829399,4.249808896319011,4.818200299904545,0.67428987017605,0.5571417725166875
2,30,20,20,NA,27.579516537285375,39.083672631579674,4.007700777005471,4.92031534491838,0.6900422188320956,0.5575487775509818
3,30,20,20,NA,33.145156380805,35.96255856774423,4.490942779100432,4.864342423494927,0.6207224931974125,0.5871718037685542
4,30,20,20,NA,23.577343791177412,37.501543080835624,3.676945085618611,4.713217515462487,0.737911115104427,0.5762749672668874
1,50,20,20,NA,31.310346297814274,34.89342991929084,4.182880778825334,4.7325996790775,0.6481492227210828,0.6002818748786768
2,50,20,20,NA,24.35047250826845,31.556852462908903,3.606209316346679,4.387898423271478,0.7228187143047641,0.636197914538464
3,50,20,20,NA,23.009251730582623,31.874504895158857,3.5521763737212955,4.486557035212911,0.7407677429582343,0.637605936898998
4,50,20,20,NA,22.80923647551163,32.815981390601806,3.2944558396128514,4.513151776097878,0.7390765110163157,0.622273731772017
1,100,20,20,NA,27.798267653386603,31.096201017935194,3.941042912921249,4.297264293715477,0.7004524429147119,0.6487565843500585
2,100,20,20,NA,23.50144666280838,31.882530863865945,3.459758124399557,4.359961820000386,0.7300129488055683,0.6370820972211463
3,100,20,20,NA,20.228498302816366,27.73201422636112,2.9647655872585026,4.122381471926537,0.7751848583790709,0.6859240945390166
4,100,20,20,NA,17.946631593920202,28.797928239046694,2.8058197398647082,4.119696189914668,0.7949263414687214,0.6790537744575688
1,5,30,20,NA,53.11590394763396,53.86554336581079,5.518978214379456,5.729076349442456,0.4508846635193977,0.4408376764988922
2,5,30,20,NA,50.14967319492211,49.150184991048704,5.48442983199848,5.45362961546802,0.4751136114134502,0.48784199859091537
3,5,30,20,NA,46.532941354101645,161.18341215508892,5.188367971941919,9.399989842703505,0.49089144836972787,0.15454827943834504
4,5,30,20,NA,483.6054719845918,150.37063784493643,19.922401550035357,8.608248078442491,NA,0.12984104220821321
1,10,30,20,NA,31.50356846927006,34.35680026467776,4.248354592429547,4.625009411609945,0.645455486157522,0.612006965272327
2,10,30,20,NA,24.697948194925925,47.778378210782684,3.6903529995386695,5.339821426136954,0.7306124277836364,0.49767630915446565
