term,estimate,std.error,statistic,p.value
(Intercept),2.2366450381543346,0.020507140543791914,109.06664599962619,0
OMI_NO2,0.30644053167109253,0.005706255244948859,53.70256297987226,0
traffint_500,0.6724428855232899,0.01525707207019629,44.074176383872754,0
ws_15H,-0.3707671939157981,0.005868849770899716,-63.175444659398416,0
mjdens_100,0.07790649961511245,0.0021562792201058434,36.130060934913764,1.3843608052278208e-280
mjdens_2000,0.1755319715141149,0.0036018507004373867,48.73382772162083,0
day_trans_7,-0.2796128177059347,0.007846660926012914,-35.634624758535736,3.8807268213310116e-273
traffint_0,0.13971239796933155,0.004786763378226121,29.18723716422895,5.1267092779782014e-185
