term,estimate,std.error,statistic,p.value
(Intercept),2.1963094421501186,0.017479378958284136,125.65145749124027,0
TROPOMI_NO2,0.2482885793737264,0.004930005866551775,50.362735074672116,0
traffint_500,0.6761160895667838,0.013025518815634967,51.90703718881577,0
day_trans,0.6715524013775561,0.007115417164105681,94.3799057580571,0
mjdens_100,0.07446221269928184,0.0018422736681097363,40.41864897069486,0
ws_12H,-0.3293854481451913,0.005097053921606902,-64.62271210216056,0
mjdens_2000,0.17738876870249176,0.003100672933577638,57.209764622873635,0
day_trans_7,-0.28170985008641714,0.006703117638417862,-42.02669045696611,0
traffint_0,0.139733198271359,0.004087410133461078,34.18624354024335,6.512578506676589e-252
