term,estimate,std.error,statistic,p.value
(Intercept),14.585677462337697,1.146435845692952,12.722628585921026,8.93361112068762e-35
OMI_NO2,1.91337264985602,0.21417234321656342,8.933798926228706,1.6121131943726923e-18
month_trans,6.46043098350822,0.26683806457967624,24.211054722214023,7.168505894310482e-105
mjdens_2000,1.8671868401963296,0.11398047748104218,16.38163728965682,2.4402951707826538e-54
tcc_15H,-16.935911178826895,1.4873176829911932,-11.386882152013772,1.5687996793386551e-28
mjdens_100,0.843020193756298,0.06871465155198833,12.268419830645337,1.359184956113111e-32
traffint_500,3.8209360068798897,0.4558673263749937,8.381684287978144,1.5163027685585828e-16
ws_15H,-2.192590805540607,0.22439242834635767,-9.771233466738305,1.0300246591052072e-21
traffint_0,1.2904742986069382,0.15137566427782237,8.524978600513412,4.774615406237171e-17
