eta,max_depth,min_child_weight,subsample,colsample_bytree,optimal_trees,min_RMSE,CV_R2
0.3,10,3,0.65,0.9,59,8.397769,0.6310143920732099
0.01,1,5,0.65,0.9,1000,9.1953824,0.5485888435381984
0.05,1,5,0.65,0.9,481,8.8526708,0.5778591699809452
0.1,1,5,0.65,0.9,155,8.9398038,0.5694693422750879
0.3,1,5,0.65,0.9,149,8.7656368,0.5877259087330827
0.01,3,5,0.65,0.9,1000,8.2573248,0.6325872601660173
0.05,3,5,0.65,0.9,741,7.8251593999999995,0.6704305103832603
0.1,3,5,0.65,0.9,315,7.9455956,0.6612378013569233
0.3,3,5,0.65,0.9,162,8.1688142,0.6433095631936715
0.01,5,5,0.65,0.9,999,7.9637518,0.6581207388143705
0.05,5,5,0.65,0.9,732,7.6040562,0.6883657910387164
0.1,5,5,0.65,0.9,375,7.5873074,0.6907006922464197
0.3,5,5,0.65,0.9,121,7.9652104,0.663035382923967
0.01,10,5,0.65,0.9,1000,7.7519476,0.6775313442243988
0.05,10,5,0.65,0.9,516,7.739706,0.6795469929543555
0.1,10,5,0.65,0.9,169,7.8951308,0.6670059552621991
0.3,10,5,0.65,0.9,83,8.4343418,0.6289051026551182
0.01,1,7,0.65,0.9,1000,9.1953824,0.5485888435381984
0.05,1,7,0.65,0.9,481,8.8526708,0.5778591699809452
0.1,1,7,0.65,0.9,155,8.9398038,0.5694693422750879
0.3,1,7,0.65,0.9,149,8.7656368,0.5877259087330827
0.01,3,7,0.65,0.9,1000,8.2537208,0.6329251368421464
0.05,3,7,0.65,0.9,584,7.9195098,0.662298796133294
0.1,3,7,0.65,0.9,452,7.8126758,0.672432070134268
0.3,3,7,0.65,0.9,121,8.2650156,0.635129508296892
0.01,5,7,0.65,0.9,1000,7.9439557999999995,0.6597982181395932
0.05,5,7,0.65,0.9,780,7.562436,0.6918907733951463
0.1,5,7,0.65,0.9,377,7.6429002,0.6856735679999153
0.3,5,7,0.65,0.9,56,8.09358,0.6509764242869466
0.01,10,7,0.65,0.9,1000,7.7456254,0.6780431913337377
0.05,10,7,0.65,0.9,505,7.6663326000000005,0.6853929199075319
0.1,10,7,0.65,0.9,267,7.8026916,0.6750258326391214
0.3,10,7,0.65,0.9,48,8.460032,0.625359088143005
0.01,1,1,0.8,0.9,1000,9.212011,0.5470505926449672
0.05,1,1,0.8,0.9,513,8.8021742,0.5827330661642389
0.1,1,1,0.8,0.9,281,8.7644592,0.586289875624543
0.3,1,1,0.8,0.9,82,8.87459,0.5762360209249149
0.01,3,1,0.8,0.9,1000,8.3017008,0.6286506997186903
0.05,3,1,0.8,0.9,510,7.9684202,0.6582393152711518
0.1,3,1,0.8,0.9,430,7.823754,0.6705920049308371
0.3,3,1,0.8,0.9,195,8.0393768,0.6557768361369708
0.01,5,1,0.8,0.9,1000,7.978257200000001,0.656841655183322
0.05,5,1,0.8,0.9,628,7.6255192,0.6868067104558592
0.1,5,1,0.8,0.9,363,7.7233628,0.6787456328291945
0.3,5,1,0.8,0.9,132,7.7840294,0.6764894266791164
0.01,10,1,0.8,0.9,1000,7.8073432,0.6734646578659604
0.05,10,1,0.8,0.9,683,7.7521418,0.6784793751317941
0.1,10,1,0.8,0.9,235,7.8551442,0.67034517245993
0.3,10,1,0.8,0.9,145,8.3001006,0.6391568214691881
0.01,1,3,0.8,0.9,1000,9.212011,0.5470505926449672
0.05,1,3,0.8,0.9,513,8.802174,0.5827330661642389
0.1,1,3,0.8,0.9,281,8.7644592,0.586289875624543
0.3,1,3,0.8,0.9,82,8.87459,0.5762360209249149
0.01,3,3,0.8,0.9,1000,8.2988938,0.6289153404248561
0.05,3,3,0.8,0.9,849,7.8064126,0.6721423633798845
0.1,3,3,0.8,0.9,404,7.8170436,0.6707458797802517
0.3,3,3,0.8,0.9,181,8.0509194,0.6538939032651125
0.01,5,3,0.8,0.9,1000,7.9843193999999995,0.6563702171035622
0.05,5,3,0.8,0.9,746,7.5623728,0.6916590628302504
0.1,5,3,0.8,0.9,391,7.6807204,0.6821566890216268
0.3,5,3,0.8,0.9,101,7.928336,0.6656766584074535
0.01,10,3,0.8,0.9,1000,7.786282,0.675144451104051
0.05,10,3,0.8,0.9,508,7.7299142000000005,0.679989222286824
0.1,10,3,0.8,0.9,317,7.8332483999999996,0.6721623335347743
0.3,10,3,0.8,0.9,84,8.2277586,0.643835707457707
0.01,1,5,0.8,0.9,1000,9.212011,0.5470505926449672
0.05,1,5,0.8,0.9,513,8.8021742,0.5827330661642389
0.1,1,5,0.8,0.9,281,8.7644592,0.586289875624543
0.3,1,5,0.8,0.9,82,8.87459,0.5762360209249149
0.01,3,5,0.8,0.9,1000,8.2961568,0.6291378018904038
0.05,3,5,0.8,0.9,629,7.927015,0.6619494328969192
0.1,3,5,0.8,0.9,628,7.6987176,0.6811172043851037
0.3,3,5,0.8,0.9,166,8.0876162,0.6513609495976458
0.01,5,5,0.8,0.9,1000,7.973997,0.6572458371467729
0.05,5,5,0.8,0.9,585,7.6630432,0.683639772064334
0.1,5,5,0.8,0.9,300,7.7692238,0.674720549631963
0.3,5,5,0.8,0.9,78,7.8641258,0.6684606305898348
0.01,10,5,0.8,0.9,1000,7.7827964000000005,0.6753525987203578
0.05,10,5,0.8,0.9,400,7.7505648,0.6784048402424881
0.1,10,5,0.8,0.9,314,7.8383914,0.6722675268521118
0.3,10,5,0.8,0.9,87,8.1885844,0.6475182334056334
0.01,1,7,0.8,0.9,1000,9.212011,0.5470505926449672
0.05,1,7,0.8,0.9,513,8.8021742,0.5827330661642389
0.1,1,7,0.8,0.9,281,8.7644592,0.586289875624543
0.3,1,7,0.8,0.9,82,8.87459,0.5762360209249149
0.01,3,7,0.8,0.9,1000,8.3032436,0.628510848475917
0.05,3,7,0.8,0.9,629,7.8851072,0.6653875198612486
0.1,3,7,0.8,0.9,267,7.9589272,0.6587191526109162
0.3,3,7,0.8,0.9,169,8.0676364,0.6527224477361627
0.01,5,7,0.8,0.9,1000,7.973882199999999,0.657277617854712
0.05,5,7,0.8,0.9,772,7.5983554,0.6888334610535178
0.1,5,7,0.8,0.9,388,7.6244096,0.6867218929153328
0.3,5,7,0.8,0.9,80,7.7743784,0.676811912759424
0.01,10,7,0.8,0.9,1000,7.769933,0.6763123876430969
0.05,10,7,0.8,0.9,714,7.7487569999999995,0.6787125058401362
0.1,10,7,0.8,0.9,343,7.7823080000000004,0.6761525770313136
0.3,10,7,0.8,0.9,55,8.151921,0.6504474989999957
0.01,1,1,1,0.9,1000,9.213689,0.5478393371608108
0.05,1,1,1,0.9,722,8.690502,0.5935064247920757
0.1,1,1,1,0.9,453,8.6191964,0.6001117513303356
0.3,1,1,1,0.9,112,8.8237992,0.5815718086140116
0.01,3,1,1,0.9,1000,8.3051826,0.6282971112897825
0.05,3,1,1,0.9,1000,7.8265714,0.670219603413409
0.1,3,1,1,0.9,426,7.8127797999999995,0.6713022024388617
0.3,3,1,1,0.9,282,7.854917,0.6684762491265696
0.01,5,1,1,0.9,1000,8.0166352,0.6534504108970304
0.05,5,1,1,0.9,935,7.5046232,0.6961840259655423
0.1,5,1,1,0.9,548,7.5475828,0.6930019401569661
0.3,5,1,1,0.9,85,7.9926854,0.6583531421700946
0.01,10,1,1,0.9,1000,7.9067334,0.665424773879469
0.05,10,1,1,0.9,787,7.800502600000001,0.6741890262086363
0.1,10,1,1,0.9,555,7.8684394,0.6697653289290807
0.3,10,1,1,0.9,134,8.283499800000001,0.6392046053163611
0.01,1,3,1,0.9,1000,9.2136892,0.5478393371608108
0.05,1,3,1,0.9,722,8.690502,0.5935064247920757
0.1,1,3,1,0.9,453,8.6191964,0.6001117513303356
0.3,1,3,1,0.9,112,8.8237992,0.5815718086140116
0.01,3,3,1,0.9,999,8.304722,0.628334619186971
0.05,3,3,1,0.9,904,7.8696862,0.6666457713473722
0.1,3,3,1,0.9,327,7.9135736,0.6628829629421066
0.3,3,3,1,0.9,138,8.0225772,0.6535800810993063
0.01,5,3,1,0.9,1000,8.008189,0.6541580317982617
0.05,5,3,1,0.9,983,7.52061,0.6947897023636179
0.1,5,3,1,0.9,515,7.5982384,0.6897415620049377
0.3,5,3,1,0.9,119,8.0209164,0.6578413035421201
0.01,10,3,1,0.9,1000,7.8850932,0.6668831549610638
0.05,10,3,1,0.9,676,7.8084194,0.6737523440047527
0.1,10,3,1,0.9,469,7.9161264,0.6666294226142192
0.3,10,3,1,0.9,134,8.318955800000001,0.6364999482320491
0.01,1,5,1,0.9,1000,9.2136892,0.5478393371608108
0.05,1,5,1,0.9,722,8.690502,0.5935064247920757
0.1,1,5,1,0.9,453,8.6191964,0.6001117513303356
0.3,1,5,1,0.9,112,8.8237992,0.5815718086140116
0.01,3,5,1,0.9,1000,8.3039138,0.6284191128476664
0.05,3,5,1,0.9,640,7.9580063999999995,0.6589235336426508
0.1,3,5,1,0.9,475,7.7865212,0.6736381137543803
0.3,3,5,1,0.9,142,8.075709400000001,0.6492488677584324
0.01,5,5,1,0.9,1000,8.0138544,0.6536913523214245
0.05,5,5,1,0.9,993,7.500218,0.6963120987481743
0.1,5,5,1,0.9,633,7.5448748000000005,0.6936859921447209
0.3,5,5,1,0.9,126,7.97275,0.6609939083442198
0.01,10,5,1,0.9,1000,7.8821484,0.667200484155785
0.05,10,5,1,0.9,559,7.794834,0.6747583112578925
0.1,10,5,1,0.9,288,7.867527,0.6698046559136395
0.3,10,5,1,0.9,75,8.2365074,0.6424703419460174
0.01,1,7,1,0.9,1000,9.2136892,0.5478393371608108
0.05,1,7,1,0.9,722,8.6905022,0.5935064247920757
0.1,1,7,1,0.9,453,8.6191964,0.6001117513303356
0.3,1,7,1,0.9,112,8.8237992,0.5815718086140116
0.01,3,7,1,0.9,1000,8.3051166,0.6283036044077966
0.05,3,7,1,0.9,907,7.8170726,0.6711138653166365
0.1,3,7,1,0.9,476,7.808838,0.6718376222578357
0.3,3,7,1,0.9,188,8.002584,0.6556348214383019
0.01,5,7,1,0.9,1000,8.007803599999999,0.6542063939842788
0.05,5,7,1,0.9,561,7.635884,0.6854172406439198
0.1,5,7,1,0.9,532,7.5649446,0.6921587124521829
0.3,5,7,1,0.9,151,8.0071046,0.6587307596700177
0.01,10,7,1,0.9,1000,7.8628788,0.6686995376382205
0.05,10,7,1,0.9,715,7.7452686,0.6792321752365706
0.1,10,7,1,0.9,356,7.868584,0.6696604129059504
0.3,10,7,1,0.9,70,8.1925974,0.6455194901453769
0.01,1,1,0.65,1,999,9.2135024,0.5465726603622358
0.05,1,1,0.65,1,354,8.9255636,0.5706271162360288
0.1,1,1,0.65,1,124,9.081394,0.5564496268187066
0.3,1,1,0.65,1,121,8.84679,0.5795407943525546
0.01,3,1,0.65,1,1000,8.2714034,0.6312647434389499
0.05,3,1,0.65,1,756,7.7935302,0.6727326931453447
0.1,3,1,0.65,1,267,7.9296435999999995,0.6611916178316304
0.3,3,1,0.65,1,195,8.0570152,0.6542332419976707
0.01,5,1,0.65,1,1000,8.0004522,0.6550912276824493
0.05,5,1,0.65,1,821,7.5851664,0.6898866575175706
0.1,5,1,0.65,1,430,7.6900608,0.6823638322630372
0.3,5,1,0.65,1,110,7.8966184,0.6666982162724409
0.01,10,1,0.65,1,1000,7.8835254,0.6673962648681845
0.05,10,1,0.65,1,390,7.8507302,0.670615991723559
0.1,10,1,0.65,1,303,7.9980452,0.6599905492244247
0.3,10,1,0.65,1,79,8.400082,0.6296955747844836
0.01,1,3,0.65,1,999,9.2135024,0.5465726603622358
0.05,1,3,0.65,1,354,8.9255636,0.5706271162360288
0.1,1,3,0.65,1,124,9.081394,0.5564496268187066
0.3,1,3,0.65,1,121,8.84679,0.5795407943525546
0.01,3,3,0.65,1,1000,8.2730486,0.6311168672525768
0.05,3,3,0.65,1,756,7.7881998,0.6732041962686482
0.1,3,3,0.65,1,240,8.014072800000001,0.6540654728755065
0.3,3,3,0.65,1,175,8.0963058,0.6507493582963212
0.01,5,3,0.65,1,1000,7.9964326,0.6554441976750974
0.05,5,3,0.65,1,756,7.6218734,0.6872206011630504
0.1,5,3,0.65,1,386,7.7209572,0.6796121073916375
0.3,5,3,0.65,1,124,7.9715206,0.6610901683498072
0.01,10,3,0.65,1,1000,7.8762966,0.6680355935467668
0.05,10,3,0.65,1,347,7.8491864,0.6706181162801037
0.1,10,3,0.65,1,220,7.9222332,0.6651288791904091
0.3,10,3,0.65,1,42,8.4592716,0.6247688209458568
0.01,1,5,0.65,1,999,9.2135024,0.5465726603622358
0.05,1,5,0.65,1,354,8.9255636,0.5706271162360288
0.1,1,5,0.65,1,124,9.081394,0.5564496268187066
0.3,1,5,0.65,1,121,8.84679,0.5795407943525546
0.01,3,5,0.65,1,1000,8.2756878,0.630880765603924
0.05,3,5,0.65,1,778,7.7949616,0.6726946922501953
0.1,3,5,0.65,1,527,7.7355798,0.6776118781400003
0.3,3,5,0.65,1,126,8.0587338,0.6532346077174345
0.01,5,5,0.65,1,999,7.9966934,0.6554966452748888
0.05,5,5,0.65,1,589,7.6848424,0.6822030496085963
