month,Station_name,NO2,Type_of_station,X,Y,predicted,CV,predicted_CV,spatial_CV,predicted_spatialCV,predicted_temporalCV,residual,residual_CV,residual_spatialCV,residual_temporalCV,model,product
1,Aarau-Buchenhof,30.5064516129032,traffic,2646140,1248741,28.045397392255165,1,29.611511825340695,5,29.878077629284203,28.596717103284313,2.461054220648034,0.8949397875625031,0.6283739836189959,1.909734509618886,RF,OMI
1,Aigle,29.9433333333333,industry,2561330,1129900,26.55510525629108,3,24.673714627028737,5,25.308626096048467,26.70017959671942,3.3882280770422213,5.269618706304563,4.634707237284832,3.2431537366138805,RF,OMI
1,Airolo,17.8516129032258,traffic,2690021,1153641,26.071237195796503,1,28.054351010690834,4,31.77066303727783,24.97900556019368,-8.219624292570703,-10.202738107465034,-13.919050134052032,-7.127392656967881,RF,OMI
1,Altdorf,22.8483870967742,traffic,2690175,1193550,24.660383226375078,5,30.194255727408017,4,32.764608113590924,24.136945466109573,-1.8119961296008782,-7.345868630633817,-9.916221016816724,-1.288558369335373,RF,OMI
1,Avully-Passeiry,13.8806451612903,background,2489281,1113355,13.47728010736723,4,11.05299181530493,5,10.17009718444421,13.311735663138649,0.40336505392306954,2.82765334598537,3.7105479768460903,0.5689094981516511,RF,OMI
1,Baden-Schönaustrasse,25.38,background,2666075,1257972,24.42119247623895,3,24.290023876536637,3,23.58992954833417,26.043348419889245,0.9588075237610489,1.0899761234633623,1.7900704516658301,-0.6633484198892461,RF,OMI
1,Basel-Binningen,22.2290322580645,background,2610890,1265605,25.790505387640415,1,25.618539385712573,5,26.25970281640583,24.540793722653774,-3.5614731295759157,-3.3895071276480735,-4.030670558341331,-2.3117614645892743,RF,OMI
1,Basel-Feldbergstrasse,42.1857142857143,traffic,2611745,1268490,43.71193879217674,4,33.23636569115703,5,33.91248417184951,46.36232234298509,-1.526224506462441,8.949348594557264,8.273230113864784,-4.176608057270791,RF,OMI
1,Basel-St-Johann,26.2322580645161,background,2610795,1268365,30.3945330180067,3,31.78413243892844,5,31.025148958491272,30.9903448446126,-4.162274953490602,-5.551874374412343,-4.792890893975173,-4.758086780096502,RF,OMI
1,Bern-Bollwerk,40.1,traffic,2600170,1199990,37.5392763658134,4,35.07083335343735,1,36.5664948713297,39.48305407382803,2.5607236341866013,5.0291666465626506,3.533505128670299,0.6169459261719723,RF,OMI
1,Bern-Morgartenstrasse,25.7322580645161,background,2601818,1201338,27.653666474730027,1,27.91022155738369,1,28.701567609610912,28.042979019334364,-1.9214084102139282,-2.1779634928675904,-2.969309545094813,-2.3107209548182652,RF,OMI
1,Bern-Wankdorf,33.9903225806452,traffic,2602040,1201565,33.705053199953774,2,33.84346693314825,1,34.87394046104477,35.10678810420231,0.2852693806914246,0.1468556474969489,-0.8836178803995693,-1.1164655235571104,RF,OMI
1,Beromünster,11.8032258064516,background,2655840,1226780,9.989131021504123,3,8.116352915096122,5,7.975073270503309,9.466804268055427,1.8140947849474767,3.6868728913554776,3.8281525359482913,2.3364215383961735,RF,OMI
1,Biel-Bienne,23.8645161290323,background,2586025,1221660,26.604882241317576,2,31.294773247277366,1,31.137997094090263,25.99284866396405,-2.740366112285276,-7.430257118245066,-7.2734809650579635,-2.128332534931751,RF,OMI
1,Bioggio,38.9870967741935,industry,2714170,1096525,34.58515885373996,5,30.440004850545158,2,30.70561538400558,35.40035453027492,4.401937920453541,8.547091923648345,8.281481390187924,3.586742243918586,RF,OMI
1,Bodio,28.5774193548387,industry,2713360,1137370,28.68307349666097,2,24.92126674932177,2,25.01185776779549,30.21466520859501,-0.10565414182227073,3.6561526055169296,3.5655615870432094,-1.637245853756312,RF,OMI
1,Brigerbad,31.0516129032258,industry,2636790,1127555,24.98360295617795,1,24.731940304900483,2,24.3992768612371,24.287660931206556,6.068009947047848,6.319672598325315,6.652336041988697,6.7639519720192425,RF,OMI
1,Brione-sopra-Minusio,11.8322580645161,background,2706015,1115655,14.620915603474236,1,21.78606236775421,2,20.83952719952069,12.769871415435059,-2.7886575389581356,-9.953804303238108,-9.007269135004588,-0.9376133509189586,RF,OMI
1,Bulle-Rue-de-Vevey,28.7709677419355,traffic,2570695,1162924,26.335622537569684,3,24.365307730791802,4,25.306572315692488,28.45601964053763,2.4353452043658166,4.4056600111436985,3.464395426243012,0.31494810139787077,RF,OMI
1,Bussigny,34.4193548387097,traffic,2532800,1155660,33.364277763755545,2,32.34087910630517,4,32.574483397563945,34.744263466624744,1.0550770749541556,2.0784757324045344,1.8448714411457559,-0.32490862791504327,RF,OMI
1,Camignolo,44.1870967741935,traffic,2715430,1106905,47.39544434095288,4,38.08154751931648,2,35.319307426265276,48.52051001391865,-3.208347566759379,6.105549254877019,8.867789347928223,-4.333413239725154,RF,OMI
1,Chaumont,6.33448275862069,background,2565090,1211040,7.140760584171364,1,9.71021676597005,4,10.425022988877823,6.82395464585748,-0.8062778255506737,-3.375734007349359,-4.090540230257132,-0.4894718872367898,RF,OMI
1,Chiasso,49.4,traffic,2723490,1077455,42.27017685628798,1,37.05921814135378,2,35.37012158410432,43.64750961632656,7.1298231437120165,12.340781858646217,14.02987841589568,5.75249038367344,RF,OMI
1,Chur-A13,40.3451612903226,traffic,2757725,1191375,29.27958972845245,4,25.828879385716494,1,25.704504983436358,30.27528882768449,11.06557156187015,14.516281904606107,14.640656306886243,10.06987246263811,RF,OMI
1,Chur-RhB,23.7032258064516,background,2759645,1191105,21.818435068052654,4,25.55959838523675,1,25.24030155443011,19.464089249152533,1.8847907383989444,-1.8563725787851517,-1.5370757479785127,4.239136557299066,RF,OMI
