eta,max_depth,min_child_weight,subsample,colsample_bytree,optimal_trees,min_RMSE,CV_R2
0.05,5,5,0.65,1,91,4.8947118000000005,0.7160109577281168
0.1,5,5,0.65,1,57,5.1100456,0.6927159944604918
0.3,5,5,0.65,1,36,4.8295988,0.7264951125055904
0.01,10,5,0.65,1,451,5.091326,0.6927900752184464
0.05,10,5,0.65,1,99,4.9177408,0.7117139413228248
0.1,10,5,0.65,1,49,5.14717,0.6856331924655312
0.3,10,5,0.65,1,16,4.7252208,0.7380095763537606
0.01,1,7,0.65,1,482,5.1388874,0.6826357181325541
0.05,1,7,0.65,1,120,5.0502038,0.6917077878594602
0.1,1,7,0.65,1,49,5.2368632,0.6666059034313833
0.3,1,7,0.65,1,24,5.298766,0.6631009231378552
0.01,3,7,0.65,1,428,5.0413242,0.6963258646274518
0.05,3,7,0.65,1,92,4.951047,0.706604028025778
0.1,3,7,0.65,1,49,5.0832992,0.6930405081417843
0.3,3,7,0.65,1,10,5.2165964,0.6840793054146738
0.01,5,7,0.65,1,428,5.031998,0.6977013499343521
0.05,5,7,0.65,1,91,4.9154184,0.7126639042099545
0.1,5,7,0.65,1,61,4.9568536,0.7086085411107096
0.3,5,7,0.65,1,10,5.264202,0.6808416167398956
0.01,10,7,0.65,1,428,5.0424726,0.6965559382967553
0.05,10,7,0.65,1,94,4.9110752,0.7125710607610141
0.1,10,7,0.65,1,40,5.0007364,0.7036258248297633
0.3,10,7,0.65,1,10,5.264202,0.6808416167398956
0.01,1,1,0.8,1,442,5.3597795999999995,0.6585012378235843
0.05,1,1,0.8,1,121,5.310359,0.6615587320203228
0.1,1,1,0.8,1,63,5.2464064,0.6702726864489921
0.3,1,1,0.8,1,15,5.448552,0.6427714856993482
0.01,3,1,0.8,1,508,5.293493,0.6711739031469497
0.05,3,1,0.8,1,80,5.312032,0.6715378594483437
0.1,3,1,0.8,1,63,5.3676294,0.6590763732868854
0.3,3,1,0.8,1,16,5.902453,0.608235561743136
0.01,5,1,0.8,1,526,5.367926,0.6641583747224511
0.05,5,1,0.8,1,121,5.4550688,0.6555271333839199
0.1,5,1,0.8,1,64,5.6760384,0.6306763831124199
0.3,5,1,0.8,1,12,6.1008644,0.5888478415037367
0.01,10,1,0.8,1,525,5.4164088,0.6594640990039334
0.05,10,1,0.8,1,103,5.4994364,0.650448502430806
0.1,10,1,0.8,1,50,5.586995,0.6436854091070625
0.3,10,1,0.8,1,10,6.0105992,0.6150148400924506
0.01,1,3,0.8,1,448,5.3537974,0.658944747847804
0.05,1,3,0.8,1,121,5.2946034,0.6637105378013336
0.1,1,3,0.8,1,63,5.2347424,0.6713610062717903
0.3,1,3,0.8,1,15,5.4477,0.6429301971303052
0.01,3,3,0.8,1,473,5.2228482,0.6800001513439705
0.05,3,3,0.8,1,81,5.2132728,0.6836447408370161
0.1,3,3,0.8,1,40,5.1987526,0.6841193837863083
0.3,3,3,0.8,1,19,5.400608,0.6597676186338306
0.01,5,3,0.8,1,492,5.239318,0.6799609509904806
0.05,5,3,0.8,1,130,5.3155936,0.6699928012567816
0.1,5,3,0.8,1,59,5.1922766,0.6822491097298967
0.3,5,3,0.8,1,13,5.3531826,0.6669954241052231
0.01,10,3,0.8,1,548,5.2279428,0.6810388828556124
0.05,10,3,0.8,1,92,5.291584,0.6739312631173882
0.1,10,3,0.8,1,65,5.1595218,0.6865002119688974
0.3,10,3,0.8,1,19,5.3512348,0.6678228141563918
0.01,1,5,0.8,1,451,5.318608,0.6627111264879019
0.05,1,5,0.8,1,120,5.275203,0.6646660452633688
0.1,1,5,0.8,1,81,5.142068,0.6797885454583121
0.3,1,5,0.8,1,19,5.3451598,0.6577734390498003
0.01,3,5,0.8,1,451,5.1630914,0.6838048546329536
0.05,3,5,0.8,1,91,5.1474108,0.6843922771091682
0.1,3,5,0.8,1,60,5.0480086,0.694735810979995
0.3,3,5,0.8,1,14,5.2754426,0.6615013150870745
0.01,5,5,0.8,1,459,5.146213,0.6850317850964645
0.05,5,5,0.8,1,82,5.157105,0.6843035262239878
0.1,5,5,0.8,1,55,5.0827342,0.6898337140572554
0.3,5,5,0.8,1,15,5.3645226,0.656732905036818
0.01,10,5,0.8,1,447,5.1630107999999995,0.6840742161978446
0.05,10,5,0.8,1,90,5.2312264,0.6761973206792141
0.1,10,5,0.8,1,42,5.1307946,0.6883715615838379
0.3,10,5,0.8,1,11,5.419505,0.6486705487096267
0.01,1,7,0.8,1,591,5.2449512,0.6692385817602442
0.05,1,7,0.8,1,154,5.216931,0.6723369100218873
0.1,1,7,0.8,1,63,5.2429516,0.6685581597248159
0.3,1,7,0.8,1,24,5.2768476,0.667142899298812
0.01,3,7,0.8,1,464,5.1045164,0.6883012167450535
0.05,3,7,0.8,1,92,5.19345,0.6775342315105496
0.1,3,7,0.8,1,63,4.9790466,0.6962818883854096
0.3,3,7,0.8,1,11,5.1075846,0.6915014206065121
0.01,5,7,0.8,1,392,5.171126,0.6845918845771792
0.05,5,7,0.8,1,92,5.2532228,0.6728588351613415
0.1,5,7,0.8,1,40,5.180303,0.6816040579428309
0.3,5,7,0.8,1,13,5.0104592,0.6976059716187132
0.01,10,7,0.8,1,459,5.145272,0.6849496598446327
0.05,10,7,0.8,1,82,5.268476,0.6721871691055958
0.1,10,7,0.8,1,40,5.1829414,0.6817158255743491
0.3,10,7,0.8,1,13,5.0526422,0.6931789409143644
0.01,1,1,1,1,495,5.4372184,0.6496424494522522
0.05,1,1,1,1,121,5.4146116,0.6514265145712252
0.1,1,1,1,1,73,5.3975012,0.6529931357831235
0.3,1,1,1,1,32,5.3895296,0.6619382940591476
0.01,3,1,1,1,580,5.4636882,0.6537482845332041
0.05,3,1,1,1,96,5.5597526,0.6430592824504294
0.1,3,1,1,1,53,5.4295264,0.6587850902210306
0.3,3,1,1,1,11,5.7134622,0.6297581037210742
0.01,5,1,1,1,617,5.9079732,0.6065488887696056
0.05,5,1,1,1,108,6.048275,0.5958264911995756
0.1,5,1,1,1,118,5.7402844,0.6238420807471516
0.3,5,1,1,1,19,5.640675,0.6350290503357789
0.01,10,1,1,1,832,5.9799512,0.5992292062273957
0.05,10,1,1,1,132,5.97046,0.606177668751479
0.1,10,1,1,1,189,5.8720038,0.6126304619920792
0.3,10,1,1,1,24,5.4757153999999995,0.6598949369367463
0.01,1,3,1,1,483,5.436322199999999,0.6501663554487155
0.05,1,3,1,1,130,5.4084069999999995,0.6524709001243136
0.1,1,3,1,1,71,5.3673966,0.656195264562458
0.3,1,3,1,1,31,5.3546482,0.6652066210015466
0.01,3,3,1,1,503,5.24624,0.679042885714585
0.05,3,3,1,1,108,5.249953,0.6786133742983853
0.1,3,3,1,1,55,5.3009404,0.6741650526718779
0.3,3,3,1,1,16,5.3814034,0.6635429542257215
0.01,5,3,1,1,828,5.2381022,0.6779530288667623
0.05,5,3,1,1,138,5.4291082,0.6607494344087624
0.1,5,3,1,1,89,5.4356912,0.6604194819445063
0.3,5,3,1,1,22,5.3237974,0.6726472709348867
0.01,10,3,1,1,467,5.293373,0.6745988334373773
0.05,10,3,1,1,111,5.4934754,0.655007532716116
0.1,10,3,1,1,51,5.4238408,0.6622141870871355
0.3,10,3,1,1,24,5.4307162,0.6618443749103144
0.01,1,5,1,1,531,5.4074288,0.6523809827564926
0.05,1,5,1,1,130,5.3893684,0.6535874945504914
0.1,1,5,1,1,50,5.3894074,0.6532441791174878
0.3,1,5,1,1,30,5.348046,0.6652530293403337
0.01,3,5,1,1,506,5.1983606,0.6784506132212527
0.05,3,5,1,1,105,5.2226922,0.6760110850377454
0.1,3,5,1,1,63,5.08898,0.6895859107408904
0.3,3,5,1,1,19,5.3402946,0.6667364371427799
0.01,5,5,1,1,500,5.2065638,0.6795877412139364
0.05,5,5,1,1,118,5.1378506,0.6853859961614828
0.1,5,5,1,1,55,5.1849448,0.6795228457060077
0.3,5,5,1,1,25,5.203813,0.6833888224925968
0.01,10,5,1,1,468,5.2268684,0.6775771940770998
0.05,10,5,1,1,149,5.2261232,0.6752617396789031
0.1,10,5,1,1,67,5.241073,0.6708217824317783
0.3,10,5,1,1,19,5.2163848,0.679890102803755
0.01,1,7,1,1,823,5.2800474,0.664319822512228
0.05,1,7,1,1,136,5.3003684,0.6620318497087112
0.1,1,7,1,1,75,5.2697332,0.6647259397356965
0.3,1,7,1,1,30,5.3357572,0.6646242848134909
0.01,3,7,1,1,648,5.2472128,0.6720474346562189
0.05,3,7,1,1,107,5.3191872,0.6640776908360893
0.1,3,7,1,1,65,5.333000800000001,0.6635728926154945
0.3,3,7,1,1,18,5.2095814,0.6807808122779071
0.01,5,7,1,1,428,5.3618704,0.6596923321084607
0.05,5,7,1,1,89,5.3289458000000005,0.6622723156799347
0.1,5,7,1,1,83,5.420377,0.6520174464690974
0.3,5,7,1,1,17,5.5223908,0.6467302278305116
0.01,10,7,1,1,437,5.3378828,0.6615625808384072
0.05,10,7,1,1,89,5.316188,0.6632730908158108
0.1,10,7,1,1,83,5.4420958,0.6536167234009048
0.3,10,7,1,1,19,5.3997682000000005,0.6600972646492593
