eta,max_depth,min_child_weight,subsample,colsample_bytree,optimal_trees,min_RMSE,CV_R2
0.05,3,5,0.8,0.8,95,6.3504026,0.690480581032985
0.1,3,5,0.8,0.8,52,6.19458,0.7048475721295986
0.3,3,5,0.8,0.8,16,6.8056114,0.6466392541086651
0.01,5,5,0.8,0.8,544,6.158064,0.708824487344397
0.05,5,5,0.8,0.8,94,6.3336944,0.6921837697368287
0.1,5,5,0.8,0.8,55,6.2873086,0.6979691214928088
0.3,5,5,0.8,0.8,19,6.791028799999999,0.649685213985255
0.01,10,5,0.8,0.8,470,6.2323388,0.7049414576574046
0.05,10,5,0.8,0.8,125,6.3419396,0.6937840589325659
0.1,10,5,0.8,0.8,69,6.4074596,0.6876853293095693
0.3,10,5,0.8,0.8,15,6.8119938,0.6526294689951383
0.01,1,7,0.8,0.8,852,6.5630116,0.6696008183867315
0.05,1,7,0.8,0.8,186,6.4585042,0.6795868552873333
0.1,1,7,0.8,0.8,87,6.5422616,0.6713673623297528
0.3,1,7,0.8,0.8,26,6.6189694,0.663212791986385
0.01,3,7,0.8,0.8,481,6.1964802,0.7040789724145301
0.05,3,7,0.8,0.8,136,6.3683296,0.6895758082556774
0.1,3,7,0.8,0.8,60,6.1762912,0.7077150430544535
0.3,3,7,0.8,0.8,14,6.8156522,0.6451235182260622
0.01,5,7,0.8,0.8,495,6.1783764,0.7066387330069459
0.05,5,7,0.8,0.8,98,6.2903118,0.6971747907339205
0.1,5,7,0.8,0.8,48,6.2199818,0.7033568599633695
0.3,5,7,0.8,0.8,12,7.0460264,0.622881081088832
0.01,10,7,0.8,0.8,470,6.2235312,0.705463197648132
0.05,10,7,0.8,0.8,103,6.3112454,0.6959427951645681
0.1,10,7,0.8,0.8,42,6.339063,0.6937660089966383
0.3,10,7,0.8,0.8,11,6.7716314,0.653762977851366
0.01,1,1,1,0.8,951,6.5265128,0.6730663960891229
0.05,1,1,1,0.8,185,6.5550128,0.6701889803825042
0.1,1,1,1,0.8,103,6.5420686,0.6706458637097892
0.3,1,1,1,0.8,27,6.5954364,0.667030119669458
0.01,3,1,1,0.8,461,6.3113886,0.6935553945223532
0.05,3,1,1,0.8,107,6.2997998,0.6939603582545945
0.1,3,1,1,0.8,42,6.2955354,0.6944661276978843
0.3,3,1,1,0.8,30,6.3849994,0.6918988417375042
0.01,5,1,1,0.8,467,6.2908908,0.6971444962189142
0.05,5,1,1,0.8,122,6.2846022,0.6962543310597904
0.1,5,1,1,0.8,47,6.34124,0.6937339814702751
0.3,5,1,1,0.8,32,6.683696,0.6649667484265867
0.01,10,1,1,0.8,840,6.5532,0.6767131765562613
0.05,10,1,1,0.8,235,6.5329628,0.6781801166145955
0.1,10,1,1,0.8,56,6.5638658,0.6768124312644167
0.3,10,1,1,0.8,35,6.8946442,0.6453689189750207
0.01,1,3,1,0.8,951,6.5265128,0.6730663960891229
0.05,1,3,1,0.8,185,6.5550128,0.6701889803825042
0.1,1,3,1,0.8,103,6.5420688,0.6706458637097892
0.3,1,3,1,0.8,27,6.5954364,0.667030119669458
0.01,3,3,1,0.8,572,6.2327328,0.701536381985256
0.05,3,3,1,0.8,108,6.3318506,0.6905150508955077
0.1,3,3,1,0.8,50,6.2630387999999995,0.6978903197638932
0.3,3,3,1,0.8,36,6.3960976,0.6887107560368618
0.01,5,3,1,0.8,502,6.2440468,0.7009617277261762
0.05,5,3,1,0.8,119,6.2344186,0.7014765348109674
0.1,5,3,1,0.8,47,6.3668078,0.6885352968227036
0.3,5,3,1,0.8,15,6.485213,0.6826843573236346
0.01,10,3,1,0.8,538,6.497055,0.6811931013993792
0.05,10,3,1,0.8,198,6.456569,0.6846431257511314
0.1,10,3,1,0.8,137,6.476427,0.6824396541326948
0.3,10,3,1,0.8,29,6.8139192,0.656851367671037
0.01,1,5,1,0.8,951,6.5265128,0.6730663960891229
0.05,1,5,1,0.8,185,6.5550128,0.6701889803825042
0.1,1,5,1,0.8,103,6.5420686,0.6706458637097892
0.3,1,5,1,0.8,27,6.5954364,0.667030119669458
0.01,3,5,1,0.8,489,6.2621894,0.6983705121236533
0.05,3,5,1,0.8,112,6.237349200000001,0.6999131138970559
0.1,3,5,1,0.8,96,6.2919802,0.6974580818217097
0.3,3,5,1,0.8,16,6.5175322,0.6764878638817448
0.01,5,5,1,0.8,442,6.291311,0.6968127097072901
0.05,5,5,1,0.8,159,6.2393328,0.7020845826135516
0.1,5,5,1,0.8,48,6.3418209999999995,0.6929298195078604
0.3,5,5,1,0.8,24,6.4456624,0.6821079936591183
0.01,10,5,1,0.8,482,6.4236826,0.6878788644138255
0.05,10,5,1,0.8,200,6.3337212,0.6961804955466069
0.1,10,5,1,0.8,77,6.3534277999999995,0.6944932887574342
0.3,10,5,1,0.8,31,6.6434834,0.6660915338775164
0.01,1,7,1,0.8,951,6.5265128,0.6730663960891229
0.05,1,7,1,0.8,185,6.5550128,0.6701889803825042
0.1,1,7,1,0.8,103,6.5420688,0.6706458637097892
0.3,1,7,1,0.8,27,6.5954364,0.667030119669458
0.01,3,7,1,0.8,507,6.2788802,0.6971967422677319
0.05,3,7,1,0.8,117,6.2585328,0.6986973087134345
0.1,3,7,1,0.8,55,6.3379396,0.6902676674302148
0.3,3,7,1,0.8,25,6.4749396,0.6825158772950857
0.01,5,7,1,0.8,480,6.2593134,0.6993411244113783
0.05,5,7,1,0.8,144,6.2207418,0.703726523580744
0.1,5,7,1,0.8,57,6.4397072,0.683507392957492
0.3,5,7,1,0.8,17,6.4255178,0.6886374614935049
0.01,10,7,1,0.8,490,6.3672542,0.6933797373603836
0.05,10,7,1,0.8,112,6.352512,0.6941327905641721
0.1,10,7,1,0.8,50,6.4251344,0.6873701251715026
0.3,10,7,1,0.8,34,6.4253268,0.6888347461686753
0.01,1,1,0.65,0.9,730,6.5927498,0.6684871006247929
0.05,1,1,0.65,0.9,163,6.538369,0.6718362015153461
0.1,1,1,0.65,0.9,78,6.5538359999999996,0.6711812566252824
0.3,1,1,0.65,0.9,36,6.6716688,0.659982092952135
0.01,3,1,0.65,0.9,473,6.2606798,0.6974515412750889
0.05,3,1,0.65,0.9,78,6.4097524,0.6852091509040658
0.1,3,1,0.65,0.9,48,6.4245478,0.681954287960281
0.3,3,1,0.65,0.9,16,6.5442176000000005,0.6707717971729434
0.01,5,1,0.65,0.9,502,6.1997186,0.7044480158678583
0.05,5,1,0.65,0.9,100,6.251674,0.6993157396244588
0.1,5,1,0.65,0.9,52,6.3784752,0.6868320776461773
0.3,5,1,0.65,0.9,18,6.4253062,0.6873718421791207
0.01,10,1,0.65,0.9,619,6.291034,0.6989628068136299
0.05,10,1,0.65,0.9,141,6.3042086,0.6972479330441368
0.1,10,1,0.65,0.9,103,6.5458902,0.6765729529356349
0.3,10,1,0.65,0.9,18,6.8747562,0.6515338831935014
0.01,1,3,0.65,0.9,730,6.5927498,0.6684871006247929
0.05,1,3,0.65,0.9,163,6.5383692,0.6718362015153461
0.1,1,3,0.65,0.9,78,6.5538359999999996,0.6711812566252824
0.3,1,3,0.65,0.9,36,6.6716688,0.659982092952135
0.01,3,3,0.65,0.9,473,6.250021,0.6984283992708642
0.05,3,3,0.65,0.9,82,6.3595162,0.6893985386844125
0.1,3,3,0.65,0.9,45,6.423034400000001,0.6809774025531586
0.3,3,3,0.65,0.9,14,6.6957182,0.6563415445273046
0.01,5,3,0.65,0.9,473,6.1965752,0.7050174369855046
0.05,5,3,0.65,0.9,104,6.1654354,0.7068144632244451
0.1,5,3,0.65,0.9,49,6.3476812,0.6908719849511868
0.3,5,3,0.65,0.9,14,6.6588358,0.6630717862405188
0.01,10,3,0.65,0.9,594,6.2255046,0.7039024990516511
0.05,10,3,0.65,0.9,99,6.270884,0.6992075776325412
0.1,10,3,0.65,0.9,67,6.4759006,0.6819539415536072
0.3,10,3,0.65,0.9,18,6.5620254000000005,0.6768439087033624
0.01,1,5,0.65,0.9,730,6.5927498,0.6684871006247929
0.05,1,5,0.65,0.9,163,6.5383692,0.6718362015153461
0.1,1,5,0.65,0.9,78,6.5538359999999996,0.6711812566252824
0.3,1,5,0.65,0.9,36,6.6716688,0.659982092952135
0.01,3,5,0.65,0.9,420,6.2732126,0.6972573127177057
0.05,3,5,0.65,0.9,82,6.30772,0.6942594841445792
0.1,3,5,0.65,0.9,53,6.4157546,0.6822857407831037
0.3,3,5,0.65,0.9,16,6.7003516,0.6561970744865702
0.01,5,5,0.65,0.9,495,6.181487,0.7063417093776703
0.05,5,5,0.65,0.9,120,6.2138288,0.7028815885021666
0.1,5,5,0.65,0.9,70,6.2570036,0.7001648087508082
0.3,5,5,0.65,0.9,15,6.4902116,0.6795702661226916
0.01,10,5,0.65,0.9,480,6.1984304,0.7065596329716788
0.05,10,5,0.65,0.9,100,6.2753508,0.6981543758941028
0.1,10,5,0.65,0.9,78,6.3730164,0.6906040050944667
0.3,10,5,0.65,0.9,14,6.601259,0.6723639189351367
0.01,1,7,0.65,0.9,670,6.616801,0.6691311938887097
0.05,1,7,0.65,0.9,163,6.5334622,0.672330660703877
0.1,1,7,0.65,0.9,78,6.5538359999999996,0.6711812566252824
0.3,1,7,0.65,0.9,48,6.5991198,0.6687550279528046
0.01,3,7,0.65,0.9,474,6.2568772,0.6981099191637489
0.05,3,7,0.65,0.9,91,6.2781092,0.695733002455244
0.1,3,7,0.65,0.9,42,6.388495,0.6865087224585161
0.3,3,7,0.65,0.9,15,6.6619888,0.6634376747632901
0.01,5,7,0.65,0.9,429,6.160713,0.7088122904086825
0.05,5,7,0.65,0.9,92,6.251688,0.6996358179130858
0.1,5,7,0.65,0.9,38,6.3320542,0.6939247050150695
0.3,5,7,0.65,0.9,15,6.6605392,0.6662163225405155
0.01,10,7,0.65,0.9,472,6.1678758,0.7095462491739372
0.05,10,7,0.65,0.9,102,6.219102,0.7031237053669691
0.1,10,7,0.65,0.9,56,6.3470562,0.6914765831294182
0.3,10,7,0.65,0.9,13,6.6910044,0.6652657942648748
0.01,1,1,0.8,0.9,873,6.5536812,0.6702308089139023
0.05,1,1,0.8,0.9,186,6.4572482,0.6794378378999373
0.1,1,1,0.8,0.9,75,6.6125214,0.6651690588493467
0.3,1,1,0.8,0.9,28,6.8281936000000005,0.6415301322675725
0.01,3,1,0.8,0.9,495,6.2261952,0.7013098234565885
0.05,3,1,0.8,0.9,104,6.3355879999999996,0.6913436538653064
0.1,3,1,0.8,0.9,38,6.2999398,0.694588505834913
0.3,3,1,0.8,0.9,15,6.465322,0.6795061759081844
0.01,5,1,0.8,0.9,510,6.2314964,0.7020910759587231
0.05,5,1,0.8,0.9,104,6.333511,0.6929651292436185
0.1,5,1,0.8,0.9,50,6.2329338,0.7019100181290604
0.3,5,1,0.8,0.9,15,6.6254398,0.6685091008488533
0.01,10,1,0.8,0.9,659,6.3955858,0.6905447056060585
0.05,10,1,0.8,0.9,161,6.4461654,0.6863669397445007
0.1,10,1,0.8,0.9,59,6.5109766,0.6803013629773939
0.3,10,1,0.8,0.9,30,6.7876166,0.6548631779668728
0.01,1,3,0.8,0.9,873,6.553681,0.6702308089139023
0.05,1,3,0.8,0.9,186,6.4572478,0.6794378378999373
0.1,1,3,0.8,0.9,75,6.6125214,0.6651690588493467
0.3,1,3,0.8,0.9,28,6.8281936000000005,0.6415301322675725
0.01,3,3,0.8,0.9,495,6.223249,0.7016927845894557
0.05,3,3,0.8,0.9,136,6.2715966,0.6975600243620613
0.1,3,3,0.8,0.9,53,6.3107142000000005,0.6918732110514572
0.3,3,3,0.8,0.9,16,6.4302578,0.6837956876691262
0.01,5,3,0.8,0.9,480,6.2252368,0.7024562032808622
0.05,5,3,0.8,0.9,114,6.2374148,0.7028036871989416
0.1,5,3,0.8,0.9,53,6.1392508,0.7098723422387787
0.3,5,3,0.8,0.9,14,6.5478982,0.6736124855263957
0.01,10,3,0.8,0.9,602,6.3154712,0.696837300368489
0.05,10,3,0.8,0.9,102,6.4248374,0.6875005272918431
0.1,10,3,0.8,0.9,68,6.4007024,0.6885289631363655
0.3,10,3,0.8,0.9,15,6.485041,0.6828217549941193
0.01,1,5,0.8,0.9,873,6.553681,0.6702308089139023
0.05,1,5,0.8,0.9,186,6.4572478,0.6794378378999373
0.1,1,5,0.8,0.9,75,6.6125214,0.6651690588493467
0.3,1,5,0.8,0.9,28,6.8281936000000005,0.6415301322675725
0.01,3,5,0.8,0.9,510,6.2195278,0.7020643013000816
0.05,3,5,0.8,0.9,99,6.3050674,0.6935877298382657
0.1,3,5,0.8,0.9,58,6.340158,0.6911407804206534
0.3,3,5,0.8,0.9,18,6.3264542,0.6940463344438803
0.01,5,5,0.8,0.9,495,6.228074,0.7026284848409015
0.05,5,5,0.8,0.9,96,6.222175,0.7032882043634092
0.1,5,5,0.8,0.9,55,6.2117714,0.7033771115932842
0.3,5,5,0.8,0.9,13,6.741983,0.6551180813211391
0.01,10,5,0.8,0.9,494,6.2928184,0.6992869740276129
0.05,10,5,0.8,0.9,104,6.3721476,0.6919927679614708
0.1,10,5,0.8,0.9,61,6.4138576,0.6874360203061632
0.3,10,5,0.8,0.9,12,6.5581618,0.6777452015600394
0.01,1,7,0.8,0.9,873,6.5537054,0.6702282572417644
0.05,1,7,0.8,0.9,191,6.4536794,0.6796728676645675
0.1,1,7,0.8,0.9,75,6.6125214,0.6651690588493467
0.3,1,7,0.8,0.9,29,6.810035,0.6437297521332821
0.01,3,7,0.8,0.9,510,6.2009266,0.704016919287282
0.05,3,7,0.8,0.9,131,6.2688011999999995,0.6977911319522454
0.1,3,7,0.8,0.9,45,6.3074248,0.6939684939197059
0.3,3,7,0.8,0.9,15,6.543807,0.6721792069047416
0.01,5,7,0.8,0.9,508,6.2234408000000006,0.7030905074965593
0.05,5,7,0.8,0.9,93,6.2464632,0.7016788613638603
0.1,5,7,0.8,0.9,45,6.3144748,0.6950094178521539
0.3,5,7,0.8,0.9,13,6.7433572,0.6545684183781711
0.01,10,7,0.8,0.9,466,6.279542,0.7004706070787469
0.05,10,7,0.8,0.9,100,6.2659970000000005,0.7019680924848317
0.1,10,7,0.8,0.9,47,6.3602476,0.6911156827622108
0.3,10,7,0.8,0.9,16,6.7165188,0.6610077149594857
0.01,1,1,1,0.9,999,6.5328962,0.6718809167443892
0.05,1,1,1,0.9,211,6.5322188,0.6718201293038221
0.1,1,1,1,0.9,103,6.5414738,0.6710170181365891
0.3,1,1,1,0.9,48,6.5401014,0.6711460498167698
0.01,3,1,1,0.9,508,6.2423076,0.7003724347201655
0.05,3,1,1,0.9,87,6.285138,0.6958386588274176
0.1,3,1,1,0.9,51,6.2594684,0.6982851631573584
0.3,3,1,1,0.9,22,6.3413462,0.6924904910869474
0.01,5,1,1,0.9,477,6.3548371999999995,0.6917382546612927
0.05,5,1,1,0.9,112,6.3089266,0.6955664008645365
0.1,5,1,1,0.9,60,6.231562,0.7015982153782137
0.3,5,1,1,0.9,47,6.3685172,0.6934384918844242
0.01,10,1,1,0.9,652,6.7174196,0.6625361373136108
0.05,10,1,1,0.9,122,6.6177298,0.6719411052695113
0.1,10,1,1,0.9,106,6.573278,0.6748261871467347
0.3,10,1,1,0.9,69,6.8191388,0.6518271351708329
0.01,1,3,1,0.9,999,6.5328964,0.6718809167443892
0.05,1,3,1,0.9,211,6.5322188,0.6718201293038221
0.1,1,3,1,0.9,103,6.5414738,0.6710170181365891
0.3,1,3,1,0.9,43,6.535132399999999,0.6703935783348998
0.01,3,3,1,0.9,528,6.247967,0.6997437344712002
0.05,3,3,1,0.9,116,6.2361142,0.7002436591952669
0.1,3,3,1,0.9,59,6.260983,0.6977877992254686
0.3,3,3,1,0.9,21,6.3654112000000005,0.6889950230773342
0.01,5,3,1,0.9,451,6.3266284,0.6934595638022758
0.05,5,3,1,0.9,104,6.2327736,0.7015868189971513
0.1,5,3,1,0.9,53,6.3509814,0.6908172016344843
0.3,5,3,1,0.9,13,6.3841658,0.6894779696585122
0.01,10,3,1,0.9,578,6.6070054,0.6716145426143213
0.05,10,3,1,0.9,104,6.5442008,0.6771839214516536
0.1,10,3,1,0.9,48,6.5114098,0.67986278167457
0.3,10,3,1,0.9,39,6.6472242,0.6662841341268722
0.01,1,5,1,0.9,999,6.5328962,0.6718809167443892
0.05,1,5,1,0.9,211,6.5322188,0.6718201293038221
0.1,1,5,1,0.9,103,6.5414738,0.6710170181365891
0.3,1,5,1,0.9,43,6.5351326,0.6703935783348998
0.01,3,5,1,0.9,545,6.2340996,0.7016240683244828
0.05,3,5,1,0.9,111,6.2259204,0.7015551805481498
0.1,3,5,1,0.9,59,6.2850458,0.6960461012381831
0.3,3,5,1,0.9,19,6.2892942,0.6967410889601098
0.01,5,5,1,0.9,685,6.3231208,0.6945625321800796
0.05,5,5,1,0.9,95,6.2674816,0.6990674478206449
0.1,5,5,1,0.9,78,6.2977354,0.6969813040169667
0.3,5,5,1,0.9,19,6.4055194,0.6904791974787824
0.01,10,5,1,0.9,771,6.4866324,0.6829505944698777
0.05,10,5,1,0.9,106,6.3507204,0.6946738064364638
0.1,10,5,1,0.9,75,6.3211528,0.697140787861732
0.3,10,5,1,0.9,26,6.479737399999999,0.682619547724195
0.01,1,7,1,0.9,999,6.5328964,0.6718809167443892
0.05,1,7,1,0.9,211,6.5322188,0.6718201293038221
0.1,1,7,1,0.9,103,6.5414738,0.6710170181365891
0.3,1,7,1,0.9,43,6.5294862,0.6710556774280599
0.01,3,7,1,0.9,565,6.2352419999999995,0.7014279050242012
0.05,3,7,1,0.9,113,6.2238392,0.7019092014832923
0.1,3,7,1,0.9,56,6.2491202,0.7000006966366008
0.3,3,7,1,0.9,16,6.424532,0.6820654152879302
0.01,5,7,1,0.9,518,6.3581836,0.6913068441883383
0.05,5,7,1,0.9,118,6.2602058000000005,0.6999995211041012
0.1,5,7,1,0.9,132,6.2167294,0.7048491224441363
0.3,5,7,1,0.9,24,6.279792,0.7005719921708425
0.01,10,7,1,0.9,476,6.4705542,0.6841163480941157
0.05,10,7,1,0.9,89,6.3477765999999995,0.6960135455865402
0.1,10,7,1,0.9,82,6.3122956,0.6977922790305555
0.3,10,7,1,0.9,35,6.4801136,0.6834769902406203
0.01,1,1,0.65,1,694,6.59394,0.6704065699523281
0.05,1,1,0.65,1,144,6.6121248,0.6664670949439079
0.1,1,1,0.65,1,80,6.5771254,0.6671570485590667
0.3,1,1,0.65,1,25,6.6482608,0.6611052731550509
0.01,3,1,0.65,1,438,6.2805884,0.6964282079127516
0.05,3,1,0.65,1,91,6.3610872,0.6885750032176775
0.1,3,1,0.65,1,36,6.367149,0.6894774237696705
0.3,3,1,0.65,1,15,6.526039,0.6742472461709577
0.01,5,1,0.65,1,472,6.2622532,0.6995840353794185
0.05,5,1,0.65,1,92,6.3206774,0.6947597224472521
0.1,5,1,0.65,1,62,6.2547024,0.6996919559206197
0.3,5,1,0.65,1,16,6.6341342,0.66804869832111
0.01,10,1,0.65,1,589,6.3842381999999995,0.6917337882668864
0.05,10,1,0.65,1,238,6.4831956,0.6828579124669559
0.1,10,1,0.65,1,93,6.4816066,0.6838312656486808
0.3,10,1,0.65,1,26,6.818109,0.6536805077806719
0.01,1,3,0.65,1,694,6.5939402000000005,0.6704065699523281
0.05,1,3,0.65,1,144,6.6121248,0.6664670949439079
0.1,1,3,0.65,1,80,6.5771256,0.6671570485590667
0.3,1,3,0.65,1,25,6.6482608,0.6611052731550509
0.01,3,3,0.65,1,433,6.2823324000000005,0.6960937417735885
0.05,3,3,0.65,1,91,6.3489974,0.6899414009443817
0.1,3,3,0.65,1,49,6.3789352,0.6867833317071907
0.3,3,3,0.65,1,16,6.5010822,0.6786653507514806
0.01,5,3,0.65,1,456,6.2063656,0.7048032718525142
0.05,5,3,0.65,1,148,6.3516943999999995,0.691643000156787
0.1,5,3,0.65,1,50,6.2760596,0.6971034036427555
0.3,5,3,0.65,1,16,6.5721716,0.6724987413132406
0.01,10,3,0.65,1,491,6.321452,0.6965607289342213
0.05,10,3,0.65,1,145,6.4353908,0.6856214764786219
0.1,10,3,0.65,1,54,6.3573684,0.6908006521331466
0.3,10,3,0.65,1,16,6.6785818,0.6654649653465281
0.01,1,5,0.65,1,694,6.59394,0.6704065699523281
0.05,1,5,0.65,1,144,6.6121248,0.6664670949439079
0.1,1,5,0.65,1,80,6.5771256,0.6671570485590667
0.3,1,5,0.65,1,25,6.6587564,0.6604700796897034
0.01,3,5,0.65,1,438,6.2761736,0.6967705110357589
0.05,3,5,0.65,1,81,6.2817768,0.6971464709044758
0.1,3,5,0.65,1,52,6.3833918,0.6873499141562585
0.3,3,5,0.65,1,12,6.3646368,0.689879177004273
0.01,5,5,0.65,1,430,6.2195504,0.7040370502129872
0.05,5,5,0.65,1,126,6.3091105999999995,0.6956817514670239
0.1,5,5,0.65,1,62,6.320184,0.6950015474122028
0.3,5,5,0.65,1,10,6.810733399999999,0.6484572995050828
0.01,10,5,0.65,1,456,6.2572832,0.7024411216711869
0.05,10,5,0.65,1,107,6.5195134,0.6770009337367598
