name,value,model,product
Moran_I_statistic,-0.015192758127042981,XGB,OMI
Expectation,-0.010526315789473684,XGB,OMI
Variance,3.843929000260449e-5,XGB,OMI
p,0.7741725554510073,XGB,OMI
