name,value,model,product
Moran_I_statistic,-0.01965859461111245,LGB,OMI
Expectation,-0.010526315789473684,LGB,OMI
Variance,3.931503105760859e-5,LGB,OMI
p,0.9273678475207738,LGB,OMI
