name,value,model,product
Moran_I_statistic,-0.009850924847278744,NN,TROPOMI
Expectation,-0.010101010101010102,NN,TROPOMI
Variance,3.533299679761073e-5,NN,TROPOMI
p,0.4832204695047648,NN,TROPOMI
