name,value,model,product
Moran_I_statistic,-0.007827751836737297,GWR,TROPOMI
Expectation,-0.010526315789473684,GWR,TROPOMI
Variance,3.9209798762219856e-5,GWR,TROPOMI
p,0.3332492884464956,GWR,TROPOMI
