name,value,model,product
Moran_I_statistic,-0.009905304753615006,GBM,TROPOMI
Expectation,-0.010101010101010102,GBM,TROPOMI
Variance,3.0278527671854396e-5,GBM,TROPOMI
p,0.4858142000950208,GBM,TROPOMI
