name,value,model,product
Moran_I_statistic,-0.013635917915268239,LGB,TROPOMI
Expectation,-0.010526315789473684,LGB,TROPOMI
Variance,3.942147207282587e-5,LGB,TROPOMI
p,0.6897937723190124,LGB,TROPOMI
