name,value,model,product
Moran_I_statistic,-0.0067997250973922205,SLR,OMI
Expectation,-0.010101010101010102,SLR,OMI
Variance,3.6384956844069414e-5,SLR,OMI
p,0.29208777669245833,SLR,OMI
