name,value,model,product
Moran_I_statistic,-0.007953027700549353,SLR,TROPOMI
Expectation,-0.010101010101010102,SLR,TROPOMI
Variance,3.636069442475652e-5,SLR,TROPOMI
p,0.36083903317931254,SLR,TROPOMI
