name,value,model,product
Moran_I_statistic,-0.015192758127042981,GBM,OMI
Expectation,-0.010526315789473684,GBM,OMI
Variance,3.843929000260449e-5,GBM,OMI
p,0.7741725554510073,GBM,OMI
