name,value,model,product
Moran_I_statistic,-0.003937853472866757,SLMER,TROPOMI
Expectation,-0.010526315789473684,SLMER,TROPOMI
Variance,3.931573469292852e-5,SLMER,TROPOMI
p,0.14668589584914102,SLMER,TROPOMI
