name,value,model,product
Moran_I_statistic,-0.014556904945932059,LGB,OMI
Expectation,-0.010526315789473684,LGB,OMI
Variance,3.9591745958583065e-5,LGB,OMI
p,0.7390987649466202,LGB,OMI
