name,value,model,product
Moran_I_statistic,-0.013074995629805157,RF,TROPOMI
Expectation,-0.010526315789473684,RF,TROPOMI
Variance,3.9702068575105345e-5,RF,TROPOMI
p,0.6570741023714215,RF,TROPOMI
