name,value,model,product
Moran_I_statistic,-0.013658430793547671,GBM,TROPOMI
Expectation,-0.010101010101010102,GBM,TROPOMI
Variance,2.9386968675793027e-5,GBM,TROPOMI
p,0.7441627766824943,GBM,TROPOMI
