name,value,model,product
Moran_I_statistic,-0.00692339355184597,SLMER,OMI
Expectation,-0.010101010101010102,SLMER,OMI
Variance,3.614223647362614e-5,SLMER,OMI
p,0.29855549100924583,SLMER,OMI
