name,value,model,product
Moran_I_statistic,-0.010297911384748329,NN,TROPOMI
Expectation,-0.010526315789473684,NN,TROPOMI
Variance,3.7952304165791314e-5,NN,TROPOMI
p,0.48521245836982085,NN,TROPOMI
