name,value,model,product
Moran_I_statistic,-0.0039003349965229884,SLR,OMI
Expectation,-0.010526315789473684,SLR,OMI
Variance,3.934882874152998e-5,SLR,OMI
p,0.14541726092643012,SLR,OMI
