layers,neurons,epochs,batch.size,regularization,regularization_factor,garson_selection,dropout_rate,MSE_training,MSE_CV,MAE_training,MAE_CV,R2_training,R2_CV
2,5,25,10,NA,0.001,NA,0,31.540555514523138,119.06394050593325,4.287719805097498,7.136099699127572,0.636672311729918,0.21418602594649294
3,5,25,10,NA,0.001,NA,0,36.86438492642066,211.30774552970476,4.614601436431511,10.610484659537908,0.5802063917456941,0.08760459998456324
4,5,25,10,NA,0.001,NA,0,31.67657787012549,132.50580456289399,4.180999966514264,8.305991387308485,0.6434415062945745,0.22552120600129114
1,10,25,10,NA,0.001,NA,0,29.392387953261764,38.95106946437475,4.172958207854138,4.9366034106726255,0.6612596471720568,0.559488822155166
2,10,25,10,NA,0.001,NA,0,29.11018779578109,38.16295924540652,4.0108279378749625,4.890361641312479,0.664657668087311,0.5758556104487481
3,10,25,10,NA,0.001,NA,0,27.803997407570385,80.66491311316254,4.037501901971318,7.12440847984405,0.6805250743424048,0.28490872117658833
4,10,25,10,NA,0.001,NA,0,33.27349278334988,35.681833735679334,4.455859996640487,4.617969366095768,0.6179028599899549,0.5864537958599351
1,20,25,10,NA,0.001,NA,0,24.33908998036166,34.91438213116464,3.375785311875991,4.642028066012123,0.719330534192066,0.6015842375262227
2,20,25,10,NA,0.001,NA,0,25.11302150129932,35.65768774810436,3.5575145935396213,4.681615980079493,0.7148501748951162,0.5925527981076973
3,20,25,10,NA,0.001,NA,0,20.52990950791221,32.23942752311981,3.111642113348859,4.510413798822428,0.76747700209444,0.6345327155007683
4,20,25,10,NA,0.001,NA,0,21.257438110514148,33.90143608228466,3.2744675129269134,4.4843498332883795,0.7557848727290495,0.6159744339294754
1,30,25,10,NA,0.001,NA,0,21.812637146252026,30.891402076131577,3.4709811678649474,4.352693427434473,0.7474652997014913,0.6421056248337745
2,30,25,10,NA,0.001,NA,0,19.572096455229868,32.83276095480911,3.0695969993181493,4.353957051814507,0.7781696735845176,0.6310426399680924
3,30,25,10,NA,0.001,NA,0,19.092455855435233,35.00069911341472,2.947239941611132,4.553001961738506,0.8073312604011147,0.6063658736119751
4,30,25,10,NA,0.001,NA,0,20.675673956945335,33.97119574429979,3.2661791058230367,4.5015826812643125,0.7651491994908958,0.6135082638140138
1,50,25,10,NA,0.001,NA,0,20.089770598759806,33.40710927915311,3.015049378262493,4.541730750155798,0.7698064947054974,0.6237823455569379
2,50,25,10,NA,0.001,NA,0,21.192909705107024,31.526958686234952,3.0248250872525757,4.289933965045003,0.7902936503024393,0.6381047744379311
3,50,25,10,NA,0.001,NA,0,20.374580469623808,31.77560253996538,2.923723902282428,4.327286502288611,0.782930329191002,0.6393783241524089
4,50,25,10,NA,0.001,NA,0,18.825599889234304,27.098677690320358,2.704092312717059,4.018729029335645,0.7922307002965044,0.6875059835242817
1,100,25,10,NA,0.001,NA,0,19.498944522340995,29.20696991228129,3.0598126706463633,4.108947640352558,0.7817074416976261,0.6638931748627998
2,100,25,10,NA,0.001,NA,0,18.13129801018581,30.243826234415348,2.8712865663702734,4.162070853193794,0.7893528836687601,0.6527495757894863
3,100,25,10,NA,0.001,NA,0,14.08615231164438,30.119305691371295,2.7512128863429437,4.138207198193891,0.8513539318948813,0.6537960453910455
4,100,25,10,NA,0.001,NA,0,14.953622168498605,34.17500769953235,2.5387313212826506,4.578011902172547,0.8507762866023689,0.610386501659442
1,5,50,10,NA,0.001,NA,0,24.879814087538907,37.762574621673885,3.6923769983083137,4.844399750137572,0.7117564861862526,0.5719394089399145
2,5,50,10,NA,0.001,NA,0,28.64703185791704,129.09778321676592,3.916049067353185,7.770592348832081,0.6726235487917223,0.19528644797680947
3,5,50,10,NA,0.001,NA,0,31.701220183141867,157.79263219104,4.345786025717514,8.991231966730108,0.6382620063038169,0.17388088311576722
4,5,50,10,NA,0.001,NA,0,24.346721438585565,37.55353001888559,3.5849545022626454,4.8155315565333066,0.7171195420291884,0.5702751211512087
1,10,50,10,NA,0.001,NA,0,22.51903070846088,33.92872796704384,3.2449053540148114,4.613471956056689,0.7392148391047192,0.6126005000155714
2,10,50,10,NA,0.001,NA,0,22.30396353880074,32.14996494761567,3.0773956458550358,4.38749508555754,0.7505340439739744,0.6285956213031528
3,10,50,10,NA,0.001,NA,0,21.82649202420051,31.03695862414292,3.139265350990955,4.371971196261134,0.7469132202315376,0.639684457109843
4,10,50,10,NA,0.001,NA,0,20.8912140716095,30.263484911693322,2.98564196716781,4.219613888236952,0.7576049615805963,0.6501250107065991
1,20,50,10,NA,0.001,NA,0,19.696741493520058,31.996068511523852,2.936907388047475,4.4250342209872535,0.7725882472733792,0.6393979845140604
2,20,50,10,NA,0.001,NA,0,18.567367028169638,33.27360315031541,2.8024965768298356,4.560618756208875,0.7939686871846294,0.6195419934559909
3,20,50,10,NA,0.001,NA,0,18.337688060865567,33.295827608457806,2.6795363707850406,4.443528208884731,0.7918101551422069,0.6215718387492161
4,20,50,10,NA,0.001,NA,0,15.972839080084544,35.20977311048461,2.617154775784012,4.4970987166326495,0.8328805443363864,0.612752903091213
1,30,50,10,NA,0.001,NA,0,17.596355645562202,29.19533579827108,2.7031067772942263,4.16782157631247,0.8031642786949932,0.6663461681296785
2,30,50,10,NA,0.001,NA,0,16.80543263246636,29.797910988605686,2.6394161639964477,4.100577179579572,0.8056961209821526,0.6584562728582903
3,30,50,10,NA,0.001,NA,0,16.05008628356513,29.986159682062688,2.470885504679942,4.087138108022001,0.8219882461424097,0.6579568804676498
4,30,50,10,NA,0.001,NA,0,14.93920669646673,32.500583755896926,2.2526642046863823,4.219556281876792,0.8423546885696501,0.6394847502405314
1,50,50,10,NA,0.001,NA,0,17.54013066243811,29.924792659670192,2.6188225564397465,4.1471420106799215,0.8027225286510289,0.6594743605504011
2,50,50,10,NA,0.001,NA,0,12.790257805789897,31.35438484321138,1.9959579118140613,4.357203253267423,0.8575570840455476,0.6430684132980937
3,50,50,10,NA,0.001,NA,0,13.935115111298964,32.482848404667436,2.1529421691809794,4.400163425313961,0.8464355167144932,0.6389521137925129
4,50,50,10,NA,0.001,NA,0,11.922579079629816,31.60326107390598,1.990564821020334,4.236102117284995,0.8763477080489838,0.6415526945891487
1,100,50,10,NA,0.001,NA,0,15.54427653089441,33.13404095380805,2.53032832712537,4.284407090010611,0.820021164042631,0.6323051602895859
2,100,50,10,NA,0.001,NA,0,9.848360258276001,33.51907062935537,2.0944089248803426,4.414646531265464,0.8880755774598218,0.6195710152564479
3,100,50,10,NA,0.001,NA,0,10.902314293248356,35.265334004622964,2.1301948629805234,4.561051894762479,0.9008141879830025,0.6063415270105659
4,100,50,10,NA,0.001,NA,0,19.565060122173158,36.08490305990006,3.3295042025891566,4.5530411386862575,0.8983483382523612,0.5954896181485684
1,5,25,20,NA,0.001,NA,0,499.22138190489466,53.82492210213469,20.331494573459942,5.7113533658354,0.05472786504675414,0.457741535593669
2,5,25,20,NA,0.001,NA,0,497.9332372198169,55.25604443368361,20.311044080294337,5.7667242176793945,0.08521734060760962,0.44027060668161017
3,5,25,20,NA,0.001,NA,0,49.042637776681595,205.27625817269382,5.444632780635809,11.473994256358598,0.49098155711174596,0.1443845493835438
4,5,25,20,NA,0.001,NA,0,282.5021112505435,330.52289855599207,14.887090079720835,15.009182499094397,0.44758507502175693,0.04602581379269794
1,10,25,20,NA,0.001,NA,0,32.253165439642046,47.541989251296776,4.262957458681873,5.420180446746659,0.6339344424138739,0.49220388455830555
2,10,25,20,NA,0.001,NA,0,34.97325813366419,158.38644658139197,4.566939044753913,9.848319180599773,0.6077756150375949,0.19699400434669057
3,10,25,20,NA,0.001,NA,0,39.70424510231991,47.08235531049869,4.793948825408015,5.27742676392504,0.5507758395920556,0.4865773208121402
4,10,25,20,NA,0.001,NA,0,253.17581846880174,42.98465502117369,13.913165028240822,5.134516066516339,0.48268067899200046,0.5276151947719264
1,20,25,20,NA,0.001,NA,0,24.72340900187504,40.34080600317231,3.7364374903520075,4.991378598353833,0.7154110645187054,0.5422613716730962
2,20,25,20,NA,0.001,NA,0,29.693872931372756,39.7128940449391,4.345865020402241,4.907152261914772,0.6587431892491163,0.5519561538095386
3,20,25,20,NA,0.001,NA,0,37.185817833864135,34.62929041363803,4.7657384913483165,4.551759409589164,0.5752777838545071,0.5997254221716427
4,20,25,20,NA,0.001,NA,0,23.000663204607097,38.18393521870658,3.447623464043152,4.883844282951459,0.7462099666316783,0.5732652855821334
1,30,25,20,NA,0.001,NA,0,28.39438626975985,36.66592443231123,3.969656293977223,4.725866998165177,0.6773612377205109,0.5882049470269903
2,30,25,20,NA,0.001,NA,0,26.253475695503187,33.875976344061705,3.996922067588343,4.407600962612352,0.7014617824621845,0.6105746016997978
3,30,25,20,NA,0.001,NA,0,25.911494120841787,35.858325505446366,3.8296727503215067,4.847774009575824,0.7040323817182838,0.5884412625422218
4,30,25,20,NA,0.001,NA,0,23.18880857731018,34.822986559800704,3.345420736989331,4.591822686338871,0.7418931748993999,0.6052121876796639
1,50,25,20,NA,0.001,NA,0,25.056815770591882,33.40743615236772,3.813216371317728,4.549287918913338,0.7169846381777597,0.6155377797072654
2,50,25,20,NA,0.001,NA,0,20.69086050771778,31.611561978542138,3.253085979114493,4.455764891126084,0.7601381531697543,0.6380467726308502
3,50,25,20,NA,0.001,NA,0,21.359624540031337,34.52629040798759,3.236197215736834,4.449559569267116,0.7523349753596099,0.6008462501088206
4,50,25,20,NA,0.001,NA,0,20.37084495086761,35.55286191437747,3.175748117598738,4.74960593812638,0.7653880545296701,0.6126018362565179
1,100,25,20,NA,0.001,NA,0,20.721148578936273,37.43078495760799,3.081448441517504,4.754309947519677,0.7722505426155986,0.579666887210361
2,100,25,20,NA,0.001,NA,0,21.204264355301866,33.94906800384339,3.0577468257435223,4.446182120891649,0.7693531930298474,0.6140806069755428
3,100,25,20,NA,0.001,NA,0,19.755271754181024,35.660462121854465,2.9030727506847382,4.623490625041924,0.7750805004794395,0.6021587352646298
4,100,25,20,NA,0.001,NA,0,17.91162711042792,37.56397088879728,2.5860112488800957,4.611670863162288,0.816680975503699,0.592377097809739
1,5,50,20,NA,0.001,NA,0,33.15456784316885,45.1248673518739,4.530516406804605,5.32800709210954,0.6193619394755943,0.5032173361528272
2,5,50,20,NA,0.001,NA,0,44.44815262365744,129.1002959412758,5.1755045961514154,8.029585733823035,0.5212921944491645,0.22757852084951669
3,5,50,20,NA,0.001,NA,0,24.361161834402886,243.5024441876961,3.6409094001178723,12.232755789797222,0.7193349927920264,0.09384731337182921
4,5,50,20,NA,0.001,NA,0,30.06845945214674,116.73362046256501,4.1372415734017745,7.278154330198153,0.6547238012034332,0.19616772831118126
1,10,50,20,NA,0.001,NA,0,33.679587780298796,34.450721990699265,4.37855564917879,4.529976377771407,0.6100704813665919,0.609021911610012
2,10,50,20,NA,0.001,NA,0,28.96625839043795,130.48671354725926,4.04526178677081,8.253914456898324,0.664548030647558,0.20038329554873796
3,10,50,20,NA,0.001,NA,0,22.76974020937765,34.67777934077023,3.1858745363795067,4.567203338079701,0.7398961386876155,0.608348435470059
4,10,50,20,NA,0.001,NA,0,24.576249537293453,59.31806171299277,3.702455959085588,5.885301052758187,0.7168667925249096,0.447117226557946
1,20,50,20,NA,0.001,NA,0,23.581687177863316,33.10500772667269,3.405483657825419,4.599690462228344,0.7371879881955317,0.6201370390581361
2,20,50,20,NA,0.001,NA,0,22.583447083602852,34.27004155234436,3.3424928745628955,4.531432224261816,0.744343190593874,0.6040073292587109
3,20,50,20,NA,0.001,NA,0,20.08200478269629,33.18680065688563,3.03372675202686,4.588635647049957,0.7794248926568519,0.6169785531913495
4,20,50,20,NA,0.001,NA,0,20.569144068552717,31.3512406690381,3.030671328992879,4.387168331097084,0.7633541940579868,0.6357717997359409
1,30,50,20,NA,0.001,NA,0,21.697353020399802,28.02572233548181,3.115674702015256,4.134314975460589,0.7518424720605449,0.676189759344665
2,30,50,20,NA,0.001,NA,0,21.688922358347845,30.113617061625703,3.0707709335710387,4.122575117315017,0.7657637559463321,0.6540127266849685
3,30,50,20,NA,0.001,NA,0,20.372045882484937,40.58853641650393,3.030988402415255,4.767163327503047,0.7705061861240518,0.5590565134562658
4,30,50,20,NA,0.001,NA,0,19.833526014897274,33.50270085260308,2.774105782073043,4.473204889686096,0.7812726790229217,0.6429924413091649
1,50,50,20,NA,0.001,NA,0,20.900491964273886,32.10918512276343,3.2057558080466078,4.426651282580786,0.7677747345213473,0.6327801058099303
2,50,50,20,NA,0.001,NA,0,18.57721209106372,33.430549327914264,2.7575803453387047,4.210941862800877,0.787142748991237,0.61671545703494135
3,50,50,20,NA,0.001,NA,0,15.754230235673901,29.020132266446588,2.276999425033164,4.063337210584113,0.8270572296472297,0.6789499232071753
4,50,50,20,NA,0.001,NA,0,14.426654167015133,39.149461143654385,2.259487528096969,4.74635671557505,0.8393494711374487,0.5768028265613018
1,100,50,20,NA,0.001,NA,0,18.047744597336983,28.12834975365662,2.6347159450286735,3.9923100902276234,0.8012274336746835,0.6780534070031056
2,100,50,20,NA,0.001,NA,0,14.280087175307875,30.65920534430122,2.2306652902719994,4.421893279604199,0.8490045850807195,0.6602036636363485
3,100,50,20,NA,0.001,NA,0,14.508131327943952,32.67557421127263,2.4265525244349417,4.2039890596526766,0.8914369769015177,0.6443980027341072
4,100,50,20,NA,0.001,NA,0,12.0689013795683,41.13852089326808,1.989735273928483,4.922684861582299,0.868933701733849,0.5738474861350544
1,5,25,3,1,0.001,NA,0,33.535280532665,32.37257481816221,4.375117568746605,4.505669653732858,0.614743999711234,0.6263094444283596
2,5,25,3,1,0.001,NA,0,32.12629067720308,110.85269395724279,4.3710091196976615,6.812211175905231,0.6270048192376008,0.2521583868129819
