x,y
2719675,1253097
2719775,1253097
2719875,1253097
2719975,1253097
2720075,1253097
2720175,1253097
2720275,1253097
2720375,1253097
2720475,1253097
2720575,1253097
2666475,1252997
2666575,1252997
2666675,1252997
2666775,1252997
2666875,1252997
2666975,1252997
2667075,1252997
2667175,1252997
2667275,1252997
2667375,1252997
2667475,1252997
2667575,1252997
2667675,1252997
2667775,1252997
2667875,1252997
2667975,1252997
2668075,1252997
2668175,1252997
2668275,1252997
2668375,1252997
2668475,1252997
2668575,1252997
2668675,1252997
2668775,1252997
2668875,1252997
2668975,1252997
2669075,1252997
2669175,1252997
2669275,1252997
2669375,1252997
2669475,1252997
2669575,1252997
2669675,1252997
2669775,1252997
2669875,1252997
2669975,1252997
2670075,1252997
2670175,1252997
2670275,1252997
2670375,1252997
2670475,1252997
2670575,1252997
2670675,1252997
2670775,1252997
2670875,1252997
2670975,1252997
2671075,1252997
2671175,1252997
2671275,1252997
2671375,1252997
2671475,1252997
2671575,1252997
2671675,1252997
2671775,1252997
2671875,1252997
2671975,1252997
2672075,1252997
2672175,1252997
2672275,1252997
2672375,1252997
2672475,1252997
2672575,1252997
2672675,1252997
2672775,1252997
2672875,1252997
2672975,1252997
2673075,1252997
2673175,1252997
2673275,1252997
2673375,1252997
2673475,1252997
2673575,1252997
2673675,1252997
2673775,1252997
2673875,1252997
2673975,1252997
2674075,1252997
2674175,1252997
2674275,1252997
2674375,1252997
2674475,1252997
2674575,1252997
2674675,1252997
2674775,1252997
2674875,1252997
2674975,1252997
2675075,1252997
2675175,1252997
2675275,1252997
2675375,1252997
2675475,1252997
2675575,1252997
2675675,1252997
2675775,1252997
2675875,1252997
2675975,1252997
2676075,1252997
2676175,1252997
2676275,1252997
2676375,1252997
2676475,1252997
2676575,1252997
2676675,1252997
2676775,1252997
2676875,1252997
2676975,1252997
2677075,1252997
2677175,1252997
2677275,1252997
2677375,1252997
2677475,1252997
2677575,1252997
2677675,1252997
2677775,1252997
2677875,1252997
2677975,1252997
2678075,1252997
2678175,1252997
2678275,1252997
2678375,1252997
2678475,1252997
2678575,1252997
2678675,1252997
2678775,1252997
2678875,1252997
2678975,1252997
2679075,1252997
2679175,1252997
2679275,1252997
2679375,1252997
2679475,1252997
2679575,1252997
2679675,1252997
2679775,1252997
2679875,1252997
2679975,1252997
2680075,1252997
2680175,1252997
2680275,1252997
2680375,1252997
2680475,1252997
2680575,1252997
2680675,1252997
2680775,1252997
2680875,1252997
2680975,1252997
2681075,1252997
2681175,1252997
2681275,1252997
2681375,1252997
2681475,1252997
2681575,1252997
2681675,1252997
2681775,1252997
2681875,1252997
2681975,1252997
2682075,1252997
2682175,1252997
2682275,1252997
2682375,1252997
2682475,1252997
2682575,1252997
2682675,1252997
2682775,1252997
2682875,1252997
2682975,1252997
2683075,1252997
2683175,1252997
2683275,1252997
2683375,1252997
2683475,1252997
2683575,1252997
2683675,1252997
2683775,1252997
2683875,1252997
2683975,1252997
2684075,1252997
2684175,1252997
2684275,1252997
2684375,1252997
2684475,1252997
2684575,1252997
2684675,1252997
2684775,1252997
2684875,1252997
2684975,1252997
2685075,1252997
2685175,1252997
2685275,1252997
2685375,1252997
2685475,1252997
2685575,1252997
2685675,1252997
2685775,1252997
2685875,1252997
2685975,1252997
2686075,1252997
2686175,1252997
2686275,1252997
2686375,1252997
2686475,1252997
2686575,1252997
2686675,1252997
2686775,1252997
2686875,1252997
2686975,1252997
2687075,1252997
2687175,1252997
2687275,1252997
2687375,1252997
2687475,1252997
2687575,1252997
2687675,1252997
2687775,1252997
2687875,1252997
2687975,1252997
2688075,1252997
2688175,1252997
2688275,1252997
2688375,1252997
2688475,1252997
2688575,1252997
2688675,1252997
2688775,1252997
2688875,1252997
2688975,1252997
2689075,1252997
2689175,1252997
2689275,1252997
2689375,1252997
2689475,1252997
2689575,1252997
2689675,1252997
2689775,1252997
2689875,1252997
2689975,1252997
2690075,1252997
2690175,1252997
2690275,1252997
2690375,1252997
2690475,1252997
2690575,1252997
2690675,1252997
2690775,1252997
2690875,1252997
2690975,1252997
2691075,1252997
2691175,1252997
2691275,1252997
2691375,1252997
2691475,1252997
2691575,1252997
2691675,1252997
2691775,1252997
2691875,1252997
2691975,1252997
2692075,1252997
2692175,1252997
2692275,1252997
2692375,1252997
2692475,1252997
2692575,1252997
2692675,1252997
2692775,1252997
2692875,1252997
2692975,1252997
2693075,1252997
2693175,1252997
2693275,1252997
2693375,1252997
2693475,1252997
2693575,1252997
2693675,1252997
2693775,1252997
2693875,1252997
2693975,1252997
2694075,1252997
2694175,1252997
2694275,1252997
2694375,1252997
2694475,1252997
2694575,1252997
2694675,1252997
2694775,1252997
2694875,1252997
2694975,1252997
2695075,1252997
2695175,1252997
2695275,1252997
2695375,1252997
2695475,1252997
2695575,1252997
2695675,1252997
2695775,1252997
2695875,1252997
2695975,1252997
2696075,1252997
2696175,1252997
2696275,1252997
2696375,1252997
2696475,1252997
2696575,1252997
2696675,1252997
2696775,1252997
2696875,1252997
2696975,1252997
2697075,1252997
2697175,1252997
2697275,1252997
2697375,1252997
2697475,1252997
2697575,1252997
2697675,1252997
2697775,1252997
2697875,1252997
2697975,1252997
2698075,1252997
2698175,1252997
2698275,1252997
2698375,1252997
2698475,1252997
2698575,1252997
2698675,1252997
2698775,1252997
2698875,1252997
2698975,1252997
2699075,1252997
2699175,1252997
2699275,1252997
2699375,1252997
2699475,1252997
2699575,1252997
2699675,1252997
2699775,1252997
2699875,1252997
2699975,1252997
2700075,1252997
2700175,1252997
2700275,1252997
2700375,1252997
2700475,1252997
2700575,1252997
2700675,1252997
2700775,1252997
2700875,1252997
2700975,1252997
2701075,1252997
2701175,1252997
2701275,1252997
2701375,1252997
2701475,1252997
2701575,1252997
2701675,1252997
2701775,1252997
2701875,1252997
2701975,1252997
2702075,1252997
2702175,1252997
2702275,1252997
2702375,1252997
2702475,1252997
2702575,1252997
2702675,1252997
2702775,1252997
2702875,1252997
2702975,1252997
2703075,1252997
2703175,1252997
2703275,1252997
2703375,1252997
2703475,1252997
2703575,1252997
2703675,1252997
2703775,1252997
2703875,1252997
2703975,1252997
2704075,1252997
2704175,1252997
2704275,1252997
2704375,1252997
2704475,1252997
2704575,1252997
2704675,1252997
2704775,1252997
2704875,1252997
2704975,1252997
2705075,1252997
2705175,1252997
2705275,1252997
2705375,1252997
2705475,1252997
2705575,1252997
2705675,1252997
2705775,1252997
2705875,1252997
2705975,1252997
2706075,1252997
2706175,1252997
2706275,1252997
2706375,1252997
2706475,1252997
2706575,1252997
2706675,1252997
2706775,1252997
2706875,1252997
2706975,1252997
2707075,1252997
2707175,1252997
2707275,1252997
2707375,1252997
2707475,1252997
2707575,1252997
2707675,1252997
2707775,1252997
2707875,1252997
2707975,1252997
2708075,1252997
2708175,1252997
2708275,1252997
2708375,1252997
2708475,1252997
2708575,1252997
2708675,1252997
2708775,1252997
2708875,1252997
2708975,1252997
2709075,1252997
2709175,1252997
2709275,1252997
2709375,1252997
2709475,1252997
2709575,1252997
2709675,1252997
2709775,1252997
2709875,1252997
2709975,1252997
2710075,1252997
2710175,1252997
2710275,1252997
2710375,1252997
2710475,1252997
2710575,1252997
2710675,1252997
2710775,1252997
2710875,1252997
2710975,1252997
2711075,1252997
2711175,1252997
2711275,1252997
2711375,1252997
2711475,1252997
2711575,1252997
2711675,1252997
2711775,1252997
2711875,1252997
2711975,1252997
2712075,1252997
2712175,1252997
2712275,1252997
2712375,1252997
2712475,1252997
2712575,1252997
2712675,1252997
2712775,1252997
2712875,1252997
2712975,1252997
2713075,1252997
2713175,1252997
2713275,1252997
2713375,1252997
2713475,1252997
2713575,1252997
2713675,1252997
2713775,1252997
2713875,1252997
2713975,1252997
2714075,1252997
2714175,1252997
2714275,1252997
2714375,1252997
2714475,1252997
2714575,1252997
2714675,1252997
2714775,1252997
2714875,1252997
2714975,1252997
2715075,1252997
2715175,1252997
2715275,1252997
2715375,1252997
2715475,1252997
2715575,1252997
2715675,1252997
2715775,1252997
2715875,1252997
2715975,1252997
2716075,1252997
2716175,1252997
2716275,1252997
2716375,1252997
2716475,1252997
2716575,1252997
2716675,1252997
2716775,1252997
2716875,1252997
2716975,1252997
2717075,1252997
2717175,1252997
2717275,1252997
2717375,1252997
2717475,1252997
2717575,1252997
2717675,1252997
2717775,1252997
2717875,1252997
2717975,1252997
2718075,1252997
2718175,1252997
2718275,1252997
2718375,1252997
2718475,1252997
2718575,1252997
2718675,1252997
2718775,1252997
2718875,1252997
2718975,1252997
2719075,1252997
2719175,1252997
2719275,1252997
2719375,1252997
2719475,1252997
2719575,1252997
2719675,1252997
2719775,1252997
2719875,1252997
2719975,1252997
2720075,1252997
2720175,1252997
2720275,1252997
2720375,1252997
2720475,1252997
2720575,1252997
2666475,1252897
2666575,1252897
2666675,1252897
2666775,1252897
2666875,1252897
2666975,1252897
2667075,1252897
2667175,1252897
2667275,1252897
2667375,1252897
2667475,1252897
2667575,1252897
2667675,1252897
2667775,1252897
2667875,1252897
2667975,1252897
2668075,1252897
2668175,1252897
2668275,1252897
2668375,1252897
2668475,1252897
2668575,1252897
2668675,1252897
2668775,1252897
2668875,1252897
2668975,1252897
2669075,1252897
2669175,1252897
2669275,1252897
2669375,1252897
2669475,1252897
2669575,1252897
2669675,1252897
2669775,1252897
2669875,1252897
2669975,1252897
2670075,1252897
2670175,1252897
2670275,1252897
2670375,1252897
2670475,1252897
2670575,1252897
2670675,1252897
2670775,1252897
2670875,1252897
2670975,1252897
2671075,1252897
2671175,1252897
2671275,1252897
2671375,1252897
2671475,1252897
2671575,1252897
2671675,1252897
2671775,1252897
2671875,1252897
2671975,1252897
2672075,1252897
2672175,1252897
2672275,1252897
2672375,1252897
2672475,1252897
2672575,1252897
2672675,1252897
2672775,1252897
2672875,1252897
2672975,1252897
2673075,1252897
2673175,1252897
2673275,1252897
2673375,1252897
2673475,1252897
2673575,1252897
2673675,1252897
2673775,1252897
2673875,1252897
2673975,1252897
2674075,1252897
2674175,1252897
2674275,1252897
2674375,1252897
2674475,1252897
2674575,1252897
2674675,1252897
2674775,1252897
2674875,1252897
2674975,1252897
2675075,1252897
2675175,1252897
2675275,1252897
2675375,1252897
2675475,1252897
2675575,1252897
2675675,1252897
2675775,1252897
2675875,1252897
2675975,1252897
2676075,1252897
2676175,1252897
2676275,1252897
2676375,1252897
2676475,1252897
2676575,1252897
2676675,1252897
2676775,1252897
2676875,1252897
2676975,1252897
2677075,1252897
2677175,1252897
2677275,1252897
2677375,1252897
2677475,1252897
2677575,1252897
2677675,1252897
2677775,1252897
2677875,1252897
2677975,1252897
2678075,1252897
2678175,1252897
2678275,1252897
2678375,1252897
2678475,1252897
2678575,1252897
2678675,1252897
2678775,1252897
2678875,1252897
2678975,1252897
2679075,1252897
2679175,1252897
2679275,1252897
2679375,1252897
2679475,1252897
2679575,1252897
2679675,1252897
2679775,1252897
2679875,1252897
2679975,1252897
2680075,1252897
2680175,1252897
2680275,1252897
2680375,1252897
2680475,1252897
2680575,1252897
2680675,1252897
2680775,1252897
2680875,1252897
2680975,1252897
2681075,1252897
2681175,1252897
2681275,1252897
2681375,1252897
2681475,1252897
2681575,1252897
2681675,1252897
2681775,1252897
2681875,1252897
2681975,1252897
2682075,1252897
2682175,1252897
2682275,1252897
2682375,1252897
2682475,1252897
2682575,1252897
2682675,1252897
2682775,1252897
2682875,1252897
2682975,1252897
2683075,1252897
2683175,1252897
2683275,1252897
2683375,1252897
2683475,1252897
2683575,1252897
2683675,1252897
2683775,1252897
2683875,1252897
2683975,1252897
2684075,1252897
2684175,1252897
2684275,1252897
2684375,1252897
2684475,1252897
2684575,1252897
2684675,1252897
2684775,1252897
2684875,1252897
2684975,1252897
2685075,1252897
2685175,1252897
2685275,1252897
2685375,1252897
2685475,1252897
2685575,1252897
2685675,1252897
2685775,1252897
2685875,1252897
2685975,1252897
2686075,1252897
2686175,1252897
2686275,1252897
2686375,1252897
2686475,1252897
2686575,1252897
2686675,1252897
2686775,1252897
2686875,1252897
2686975,1252897
2687075,1252897
2687175,1252897
2687275,1252897
2687375,1252897
2687475,1252897
2687575,1252897
2687675,1252897
2687775,1252897
2687875,1252897
2687975,1252897
2688075,1252897
2688175,1252897
2688275,1252897
2688375,1252897
2688475,1252897
2688575,1252897
2688675,1252897
2688775,1252897
2688875,1252897
2688975,1252897
2689075,1252897
2689175,1252897
2689275,1252897
2689375,1252897
2689475,1252897
2689575,1252897
2689675,1252897
2689775,1252897
2689875,1252897
2689975,1252897
2690075,1252897
2690175,1252897
2690275,1252897
2690375,1252897
2690475,1252897
2690575,1252897
2690675,1252897
2690775,1252897
2690875,1252897
2690975,1252897
2691075,1252897
2691175,1252897
2691275,1252897
2691375,1252897
2691475,1252897
2691575,1252897
2691675,1252897
2691775,1252897
2691875,1252897
2691975,1252897
2692075,1252897
2692175,1252897
2692275,1252897
2692375,1252897
2692475,1252897
2692575,1252897
2692675,1252897
2692775,1252897
2692875,1252897
2692975,1252897
2693075,1252897
2693175,1252897
2693275,1252897
2693375,1252897
2693475,1252897
2693575,1252897
2693675,1252897
2693775,1252897
2693875,1252897
2693975,1252897
2694075,1252897
2694175,1252897
2694275,1252897
2694375,1252897
2694475,1252897
2694575,1252897
2694675,1252897
2694775,1252897
2694875,1252897
2694975,1252897
2695075,1252897
2695175,1252897
2695275,1252897
2695375,1252897
2695475,1252897
2695575,1252897
2695675,1252897
2695775,1252897
2695875,1252897
2695975,1252897
2696075,1252897
2696175,1252897
2696275,1252897
2696375,1252897
2696475,1252897
2696575,1252897
2696675,1252897
2696775,1252897
2696875,1252897
2696975,1252897
2697075,1252897
2697175,1252897
2697275,1252897
2697375,1252897
2697475,1252897
2697575,1252897
2697675,1252897
2697775,1252897
2697875,1252897
2697975,1252897
2698075,1252897
2698175,1252897
2698275,1252897
2698375,1252897
2698475,1252897
2698575,1252897
2698675,1252897
2698775,1252897
2698875,1252897
2698975,1252897
2699075,1252897
2699175,1252897
2699275,1252897
2699375,1252897
2699475,1252897
2699575,1252897
2699675,1252897
2699775,1252897
2699875,1252897
2699975,1252897
2700075,1252897
2700175,1252897
2700275,1252897
2700375,1252897
2700475,1252897
2700575,1252897
2700675,1252897
2700775,1252897
2700875,1252897
2700975,1252897
2701075,1252897
2701175,1252897
2701275,1252897
2701375,1252897
2701475,1252897
2701575,1252897
2701675,1252897
2701775,1252897
2701875,1252897
2701975,1252897
2702075,1252897
2702175,1252897
2702275,1252897
2702375,1252897
2702475,1252897
2702575,1252897
2702675,1252897
2702775,1252897
2702875,1252897
2702975,1252897
2703075,1252897
2703175,1252897
2703275,1252897
2703375,1252897
2703475,1252897
2703575,1252897
2703675,1252897
2703775,1252897
2703875,1252897
2703975,1252897
2704075,1252897
2704175,1252897
2704275,1252897
2704375,1252897
2704475,1252897
2704575,1252897
2704675,1252897
2704775,1252897
2704875,1252897
2704975,1252897
2705075,1252897
2705175,1252897
2705275,1252897
2705375,1252897
2705475,1252897
2705575,1252897
2705675,1252897
2705775,1252897
2705875,1252897
2705975,1252897
2706075,1252897
2706175,1252897
2706275,1252897
2706375,1252897
2706475,1252897
2706575,1252897
2706675,1252897
2706775,1252897
2706875,1252897
2706975,1252897
2707075,1252897
2707175,1252897
2707275,1252897
2707375,1252897
2707475,1252897
2707575,1252897
2707675,1252897
2707775,1252897
2707875,1252897
2707975,1252897
2708075,1252897
2708175,1252897
2708275,1252897
2708375,1252897
2708475,1252897
2708575,1252897
2708675,1252897
2708775,1252897
2708875,1252897
2708975,1252897
2709075,1252897
2709175,1252897
2709275,1252897
2709375,1252897
2709475,1252897
2709575,1252897
2709675,1252897
2709775,1252897
2709875,1252897
2709975,1252897
2710075,1252897
2710175,1252897
2710275,1252897
2710375,1252897
2710475,1252897
2710575,1252897
2710675,1252897
2710775,1252897
2710875,1252897
2710975,1252897
2711075,1252897
2711175,1252897
2711275,1252897
2711375,1252897
2711475,1252897
2711575,1252897
2711675,1252897
2711775,1252897
2711875,1252897
2711975,1252897
2712075,1252897
2712175,1252897
2712275,1252897
2712375,1252897
2712475,1252897
2712575,1252897
2712675,1252897
2712775,1252897
2712875,1252897
2712975,1252897
2713075,1252897
2713175,1252897
2713275,1252897
2713375,1252897
2713475,1252897
2713575,1252897
2713675,1252897
2713775,1252897
2713875,1252897
2713975,1252897
2714075,1252897
2714175,1252897
2714275,1252897
2714375,1252897
2714475,1252897
2714575,1252897
2714675,1252897
2714775,1252897
2714875,1252897
2714975,1252897
2715075,1252897
2715175,1252897
2715275,1252897
2715375,1252897
2715475,1252897
2715575,1252897
2715675,1252897
2715775,1252897
2715875,1252897
2715975,1252897
2716075,1252897
2716175,1252897
2716275,1252897
2716375,1252897
2716475,1252897
2716575,1252897
2716675,1252897
2716775,1252897
2716875,1252897
2716975,1252897
2717075,1252897
2717175,1252897
2717275,1252897
2717375,1252897
2717475,1252897
2717575,1252897
2717675,1252897
2717775,1252897
2717875,1252897
2717975,1252897
2718075,1252897
2718175,1252897
2718275,1252897
2718375,1252897
2718475,1252897
2718575,1252897
2718675,1252897
2718775,1252897
2718875,1252897
2718975,1252897
2719075,1252897
2719175,1252897
2719275,1252897
2719375,1252897
2719475,1252897
2719575,1252897
2719675,1252897
2719775,1252897
2719875,1252897
2719975,1252897
2720075,1252897
2720175,1252897
2720275,1252897
2720375,1252897
2720475,1252897
2720575,1252897
2666475,1252797
2666575,1252797
2666675,1252797
2666775,1252797
2666875,1252797
2666975,1252797
2667075,1252797
2667175,1252797
2667275,1252797
2667375,1252797
2667475,1252797
2667575,1252797
2667675,1252797
2667775,1252797
2667875,1252797
2667975,1252797
2668075,1252797
2668175,1252797
2668275,1252797
2668375,1252797
2668475,1252797
2668575,1252797
2668675,1252797
2668775,1252797
2668875,1252797
2668975,1252797
2669075,1252797
2669175,1252797
2669275,1252797
2669375,1252797
2669475,1252797
2669575,1252797
2669675,1252797
2669775,1252797
2669875,1252797
2669975,1252797
2670075,1252797
2670175,1252797
2670275,1252797
2670375,1252797
2670475,1252797
2670575,1252797
2670675,1252797
2670775,1252797
2670875,1252797
2670975,1252797
2671075,1252797
2671175,1252797
2671275,1252797
2671375,1252797
2671475,1252797
2671575,1252797
2671675,1252797
2671775,1252797
2671875,1252797
2671975,1252797
2672075,1252797
2672175,1252797
2672275,1252797
2672375,1252797
2672475,1252797
2672575,1252797
2672675,1252797
2672775,1252797
2672875,1252797
2672975,1252797
2673075,1252797
2673175,1252797
2673275,1252797
2673375,1252797
2673475,1252797
2673575,1252797
2673675,1252797
2673775,1252797
2673875,1252797
2673975,1252797
2674075,1252797
2674175,1252797
2674275,1252797
2674375,1252797
2674475,1252797
2674575,1252797
2674675,1252797
2674775,1252797
2674875,1252797
2674975,1252797
2675075,1252797
2675175,1252797
2675275,1252797
2675375,1252797
2675475,1252797
2675575,1252797
2675675,1252797
2675775,1252797
2675875,1252797
2675975,1252797
2676075,1252797
2676175,1252797
2676275,1252797
2676375,1252797
2676475,1252797
2676575,1252797
2676675,1252797
2676775,1252797
2676875,1252797
2676975,1252797
2677075,1252797
2677175,1252797
2677275,1252797
2677375,1252797
2677475,1252797
2677575,1252797
2677675,1252797
2677775,1252797
2677875,1252797
2677975,1252797
2678075,1252797
2678175,1252797
2678275,1252797
2678375,1252797
2678475,1252797
2678575,1252797
2678675,1252797
2678775,1252797
2678875,1252797
2678975,1252797
2679075,1252797
2679175,1252797
2679275,1252797
2679375,1252797
2679475,1252797
2679575,1252797
2679675,1252797
2679775,1252797
2679875,1252797
2679975,1252797
2680075,1252797
2680175,1252797
2680275,1252797
2680375,1252797
2680475,1252797
2680575,1252797
2680675,1252797
2680775,1252797
2680875,1252797
2680975,1252797
2681075,1252797
2681175,1252797
2681275,1252797
2681375,1252797
2681475,1252797
2681575,1252797
2681675,1252797
2681775,1252797
2681875,1252797
2681975,1252797
2682075,1252797
2682175,1252797
2682275,1252797
2682375,1252797
2682475,1252797
2682575,1252797
2682675,1252797
2682775,1252797
2682875,1252797
2682975,1252797
2683075,1252797
2683175,1252797
2683275,1252797
2683375,1252797
2683475,1252797
2683575,1252797
2683675,1252797
2683775,1252797
2683875,1252797
2683975,1252797
2684075,1252797
2684175,1252797
2684275,1252797
2684375,1252797
2684475,1252797
2684575,1252797
2684675,1252797
2684775,1252797
2684875,1252797
2684975,1252797
2685075,1252797
2685175,1252797
2685275,1252797
2685375,1252797
2685475,1252797
2685575,1252797
2685675,1252797
2685775,1252797
2685875,1252797
2685975,1252797
2686075,1252797
2686175,1252797
2686275,1252797
2686375,1252797
2686475,1252797
2686575,1252797
2686675,1252797
2686775,1252797
2686875,1252797
2686975,1252797
2687075,1252797
2687175,1252797
2687275,1252797
2687375,1252797
2687475,1252797
2687575,1252797
2687675,1252797
2687775,1252797
2687875,1252797
2687975,1252797
2688075,1252797
2688175,1252797
2688275,1252797
2688375,1252797
2688475,1252797
2688575,1252797
2688675,1252797
2688775,1252797
2688875,1252797
2688975,1252797
2689075,1252797
2689175,1252797
2689275,1252797
2689375,1252797
2689475,1252797
2689575,1252797
2689675,1252797
2689775,1252797
2689875,1252797
2689975,1252797
2690075,1252797
2690175,1252797
2690275,1252797
2690375,1252797
2690475,1252797
2690575,1252797
2690675,1252797
2690775,1252797
2690875,1252797
2690975,1252797
2691075,1252797
2691175,1252797
2691275,1252797
2691375,1252797
2691475,1252797
2691575,1252797
2691675,1252797
2691775,1252797
2691875,1252797
2691975,1252797
2692075,1252797
2692175,1252797
2692275,1252797
2692375,1252797
2692475,1252797
2692575,1252797
2692675,1252797
2692775,1252797
2692875,1252797
2692975,1252797
2693075,1252797
2693175,1252797
2693275,1252797
2693375,1252797
2693475,1252797
2693575,1252797
2693675,1252797
2693775,1252797
2693875,1252797
2693975,1252797
2694075,1252797
2694175,1252797
2694275,1252797
2694375,1252797
2694475,1252797
2694575,1252797
2694675,1252797
2694775,1252797
2694875,1252797
2694975,1252797
2695075,1252797
2695175,1252797
2695275,1252797
2695375,1252797
2695475,1252797
2695575,1252797
2695675,1252797
2695775,1252797
2695875,1252797
2695975,1252797
2696075,1252797
2696175,1252797
2696275,1252797
2696375,1252797
2696475,1252797
2696575,1252797
2696675,1252797
2696775,1252797
2696875,1252797
2696975,1252797
2697075,1252797
2697175,1252797
2697275,1252797
2697375,1252797
2697475,1252797
2697575,1252797
2697675,1252797
2697775,1252797
2697875,1252797
2697975,1252797
2698075,1252797
2698175,1252797
2698275,1252797
2698375,1252797
2698475,1252797
2698575,1252797
2698675,1252797
2698775,1252797
2698875,1252797
2698975,1252797
2699075,1252797
2699175,1252797
2699275,1252797
2699375,1252797
2699475,1252797
2699575,1252797
2699675,1252797
2699775,1252797
2699875,1252797
2699975,1252797
2700075,1252797
2700175,1252797
2700275,1252797
2700375,1252797
2700475,1252797
2700575,1252797
2700675,1252797
2700775,1252797
2700875,1252797
2700975,1252797
2701075,1252797
2701175,1252797
2701275,1252797
2701375,1252797
2701475,1252797
2701575,1252797
2701675,1252797
2701775,1252797
2701875,1252797
2701975,1252797
2702075,1252797
2702175,1252797
2702275,1252797
2702375,1252797
2702475,1252797
2702575,1252797
2702675,1252797
2702775,1252797
2702875,1252797
2702975,1252797
2703075,1252797
2703175,1252797
2703275,1252797
2703375,1252797
2703475,1252797
2703575,1252797
2703675,1252797
2703775,1252797
2703875,1252797
2703975,1252797
2704075,1252797
2704175,1252797
2704275,1252797
2704375,1252797
2704475,1252797
2704575,1252797
2704675,1252797
2704775,1252797
2704875,1252797
2704975,1252797
2705075,1252797
2705175,1252797
2705275,1252797
2705375,1252797
2705475,1252797
2705575,1252797
2705675,1252797
2705775,1252797
2705875,1252797
2705975,1252797
2706075,1252797
2706175,1252797
2706275,1252797
2706375,1252797
2706475,1252797
2706575,1252797
2706675,1252797
2706775,1252797
2706875,1252797
2706975,1252797
2707075,1252797
2707175,1252797
2707275,1252797
2707375,1252797
2707475,1252797
2707575,1252797
2707675,1252797
2707775,1252797
2707875,1252797
2707975,1252797
2708075,1252797
2708175,1252797
2708275,1252797
2708375,1252797
2708475,1252797
2708575,1252797
2708675,1252797
2708775,1252797
2708875,1252797
2708975,1252797
2709075,1252797
2709175,1252797
2709275,1252797
2709375,1252797
2709475,1252797
2709575,1252797
2709675,1252797
2709775,1252797
2709875,1252797
2709975,1252797
2710075,1252797
2710175,1252797
2710275,1252797
2710375,1252797
2710475,1252797
2710575,1252797
2710675,1252797
2710775,1252797
2710875,1252797
2710975,1252797
2711075,1252797
2711175,1252797
2711275,1252797
2711375,1252797
2711475,1252797
2711575,1252797
2711675,1252797
2711775,1252797
2711875,1252797
2711975,1252797
2712075,1252797
2712175,1252797
2712275,1252797
2712375,1252797
2712475,1252797
2712575,1252797
2712675,1252797
2712775,1252797
2712875,1252797
2712975,1252797
2713075,1252797
2713175,1252797
2713275,1252797
2713375,1252797
2713475,1252797
2713575,1252797
2713675,1252797
2713775,1252797
2713875,1252797
2713975,1252797
2714075,1252797
2714175,1252797
2714275,1252797
2714375,1252797
2714475,1252797
2714575,1252797
2714675,1252797
2714775,1252797
2714875,1252797
2714975,1252797
2715075,1252797
2715175,1252797
2715275,1252797
2715375,1252797
2715475,1252797
2715575,1252797
2715675,1252797
2715775,1252797
2715875,1252797
2715975,1252797
2716075,1252797
2716175,1252797
2716275,1252797
2716375,1252797
2716475,1252797
2716575,1252797
2716675,1252797
2716775,1252797
2716875,1252797
2716975,1252797
2717075,1252797
2717175,1252797
2717275,1252797
2717375,1252797
2717475,1252797
2717575,1252797
2717675,1252797
2717775,1252797
2717875,1252797
2717975,1252797
2718075,1252797
2718175,1252797
2718275,1252797
2718375,1252797
2718475,1252797
2718575,1252797
2718675,1252797
2718775,1252797
2718875,1252797
2718975,1252797
2719075,1252797
2719175,1252797
2719275,1252797
2719375,1252797
2719475,1252797
2719575,1252797
2719675,1252797
2719775,1252797
2719875,1252797
2719975,1252797
2720075,1252797
2720175,1252797
2720275,1252797
2720375,1252797
2720475,1252797
2720575,1252797
2666475,1252697
2666575,1252697
2666675,1252697
2666775,1252697
2666875,1252697
2666975,1252697
2667075,1252697
2667175,1252697
2667275,1252697
2667375,1252697
2667475,1252697
2667575,1252697
2667675,1252697
2667775,1252697
2667875,1252697
2667975,1252697
2668075,1252697
2668175,1252697
2668275,1252697
2668375,1252697
2668475,1252697
2668575,1252697
2668675,1252697
2668775,1252697
2668875,1252697
2668975,1252697
2669075,1252697
2669175,1252697
2669275,1252697
2669375,1252697
2669475,1252697
2669575,1252697
2669675,1252697
2669775,1252697
2669875,1252697
2669975,1252697
2670075,1252697
2670175,1252697
2670275,1252697
2670375,1252697
2670475,1252697
2670575,1252697
2670675,1252697
2670775,1252697
2670875,1252697
2670975,1252697
2671075,1252697
2671175,1252697
2671275,1252697
2671375,1252697
2671475,1252697
2671575,1252697
2671675,1252697
2671775,1252697
2671875,1252697
2671975,1252697
2672075,1252697
2672175,1252697
2672275,1252697
2672375,1252697
2672475,1252697
2672575,1252697
2672675,1252697
2672775,1252697
2672875,1252697
2672975,1252697
2673075,1252697
2673175,1252697
2673275,1252697
2673375,1252697
2673475,1252697
2673575,1252697
2673675,1252697
2673775,1252697
2673875,1252697
2673975,1252697
2674075,1252697
2674175,1252697
2674275,1252697
2674375,1252697
2674475,1252697
2674575,1252697
2674675,1252697
2674775,1252697
2674875,1252697
2674975,1252697
2675075,1252697
2675175,1252697
2675275,1252697
2675375,1252697
2675475,1252697
2675575,1252697
2675675,1252697
2675775,1252697
2675875,1252697
2675975,1252697
2676075,1252697
2676175,1252697
2676275,1252697
2676375,1252697
2676475,1252697
2676575,1252697
2676675,1252697
2676775,1252697
2676875,1252697
2676975,1252697
2677075,1252697
2677175,1252697
2677275,1252697
2677375,1252697
2677475,1252697
2677575,1252697
2677675,1252697
