term,estimate,std.error,statistic,p.value
(Intercept),4.807566382986957,1.6555171307565717,2.903966557440513,0.0046461474444553005
traffint_500,2.6911637820353405,1.3091201189892665,2.055704242108134,0.04274093770594685
mjdens_200,1.1002472334931208,0.200504903605842,5.487383169720461,3.7970082469989196e-7
mjdens_2000,1.4265530579619352,0.32276618111655375,4.419772396931493,2.779387312976122e-5
traffint_0,1.3794845814129597,0.4106114569648646,3.3595861927715283,0.001150947035894371
TROPOMI_NO2,1.9455799528481126,0.6505782846449734,2.9905393382593974,0.0036013461507804906
lc_IND_percent_1000,5815.377370027936,2157.8076922101372,2.6950396882085115,0.008413823855216308
