term,estimate,std.error,statistic,p.value
(Intercept),4.097003331845973,1.6391367323100425,2.499488450894544,0.014292540879599242
OMI_NO2,2.5618261157510296,0.6634707667780531,3.8612494235303996,2.1491984787684823e-4
traffint_500,3.150946991675761,1.2568200749678584,2.5070788209333323,0.014009685680055575
mjdens_100,0.9567890320346103,0.19040478047082737,5.025026313250594,2.619934517436841e-6
mjdens_2000,1.6086147848701593,0.3107145133569934,5.1771472387643245,1.40941331134394e-6
traffint_0,1.4109533725057575,0.41238328253463497,3.4214611315803163,9.467226634994852e-4
ws_15H,-2.3777005034411527,0.7867755831646343,-3.0220822230875135,0.0032874204661817344
lc_IND_percent_1000,5159.513836153598,2109.234411952324,2.4461547786800573,0.016428724351497594
