type,name,value,min,max,model,product
CV,R2,0.5182749535870164,0.48967761463703985,0.5787203480132042,NN,TROPOMI
CV,RMSE,9.723046716083257,8.615636084012456,11.259140623613524,NN,TROPOMI
spatialCV,R2,0.5450100990168067,0.4343838771509477,0.6468697757425266,NN,TROPOMI
spatialCV,RMSE,9.455686130179878,8.208667616130167,11.610590448338202,NN,TROPOMI
temporalCV,R2,0.653673895447372,0.4631370839494373,0.8128146001901463,NN,TROPOMI
temporalCV,RMSE,8.246014726301627,4.422233207405427,12.841411923279445,NN,TROPOMI
training,R2,0.7782739055286659,NA,NA,NN,TROPOMI
training,RMSE,6.895694182453718,NA,NA,NN,TROPOMI
CV,intercept,3.483577936810982,3.283779334782171,3.683376538839793,NN,TROPOMI
CV,slope,0.9278046247894464,0.918345525752195,0.9372637238266978,NN,TROPOMI
spatialCV,intercept,3.2780337471249523,3.085752027311583,3.4703154669383216,NN,TROPOMI
spatialCV,slope,0.9387977598511065,0.9297269850495612,0.9478685346526518,NN,TROPOMI
temporalCV,intercept,3.244361835016306,3.087117424467677,3.4016062455649347,NN,TROPOMI
temporalCV,slope,0.9164239977705683,0.9093700501080088,0.9234779454331278,NN,TROPOMI
training,intercept,0.7385149444309069,0.6082102990943762,0.8688195897674377,NN,TROPOMI
training,slope,1.0887283183156224,1.0825831267629764,1.0948735098682685,NN,TROPOMI
