layers,neurons,epochs,batch.size,regularization,selection,MSE_training,MSE_CV,MAE_training,MAE_CV,R2_training,R2_CV
3,5,25,10,2,0,32.669770386014584,107.9310782375946,3.8220380198907646,7.2383752841057225,0.8044539967258805,0.3771839688325962
4,5,25,10,2,0,459.479946248951,59.07078212963828,18.14779722628859,5.749809754009311,NA,0.5745576630168503
1,10,25,10,2,0,29.630862969513792,49.169803347630975,3.614092475079634,5.215443093835056,0.7801490184870693,0.6419892524663507
2,10,25,10,2,0,25.284789174583537,49.2401554013686,3.305550899269431,5.16495834808534,0.8347944572030727,0.649129722274001
3,10,25,10,2,0,21.766521513237155,52.69428425318502,3.002566126928542,5.341597124487967,0.84604267698818,0.6244849526082071
4,10,25,10,2,0,25.444620577011307,53.14491455615078,3.3386217141259715,5.264840607119224,0.8178688266580074,0.6280178287225013
1,20,25,10,2,0,26.261665513686918,50.78460395469547,3.4035170599059588,5.146248975084615,0.8345111828749545,0.6382235919798207
2,20,25,10,2,0,24.01123091771019,62.40834950196014,3.1657131363161253,5.834121188306662,0.8495313114253094,0.5830690539108656
3,20,25,10,2,0,18.973082717276665,54.449679440511076,2.8776806646558115,5.441850401535278,0.857738953710692,0.6155860215696246
4,20,25,10,2,0,19.392212697458646,54.54421261827289,2.8941673164113704,5.32646835561072,0.8529464825636858,0.6212920672957124
1,50,25,10,2,0,21.045215958550582,50.27282099966521,2.9661797629609157,5.23342702843967,0.8549668206886372,0.6447462078536323
2,50,25,10,2,0,16.155630835929365,55.11392523331692,2.573056125575613,5.6237563815274125,0.8938743586389446,0.6125725306686397
3,50,25,10,2,0,16.453561038187953,59.54059160743462,2.652901696129277,5.724804505640927,0.9069280143603295,0.5765039896314317
4,50,25,10,2,0,27.968447222903528,55.37501890653758,3.814165958756847,5.408339339278527,0.8895091585191318,0.6195459437508236
1,100,25,10,2,0,18.07212790729085,50.32651614897984,2.7766249378708565,5.284270855900154,0.8790147092432617,0.6432957650513931
2,100,25,10,2,0,12.954764421125624,54.49598345014123,2.3417885940401075,5.4697103256982595,0.9074336220544644,0.6083265330290626
3,100,25,10,2,0,13.856727100746603,54.60088583508907,2.7761499853676175,5.542441241925925,0.9127311946234626,0.6180213555454412
4,100,25,10,2,0,12.754344429340438,55.84524898226572,2.421781841905581,5.435161952150432,0.9050816184908366,0.6083373696404412
1,200,25,10,2,0,17.012914966596238,54.85381094181832,2.9648979985660073,5.421664202882774,0.8824398981935405,0.6151219934924105
2,200,25,10,2,0,16.335651096923485,60.21256060321,2.730480656039029,5.7032606838480016,0.9121719854184588,0.5782937404799534
3,200,25,10,2,0,11.779946456249924,57.59589164694798,2.298128974331544,5.5856720466306395,0.9118454165483785,0.5921382042995962
4,200,25,10,2,0,10.298380980757669,64.29784705248217,2.170063900606165,5.9507026836049715,0.9218021481819687,0.5563148005139751
1,5,50,10,2,0,27.57945501512522,52.1963567873741,3.578317778233418,5.4014431232091775,0.7922527824978309,0.630987215108918
2,5,50,10,2,0,23.088854438296945,123.51882149017275,3.082169477296186,7.804212134087183,0.8291854988269668,0.3205273877376939
3,5,50,10,2,0,22.1910311740405,59.50927229833248,3.043440126941566,5.632174621240318,0.8354420614263901,0.5885642709382555
4,5,50,10,2,0,26.387559149729565,57.4390273544418,3.3824735722023327,5.61065178938444,0.8120598012792498,0.5996838578451388
1,10,50,10,2,0,23.299691503758844,52.31957997339208,3.177251724967204,5.269752790394566,0.8243240714900076,0.6461326146824654
2,10,50,10,2,0,22.851126277469383,56.82083252143388,3.113040520832647,5.514476700223409,0.8337200063042396,0.5986723776739562
3,10,50,10,2,0,18.08301791837373,61.623222145225824,2.9052299400984416,5.7407653293724055,0.8923762004294278,0.5757226863331035
4,10,50,10,2,0,17.19421153919115,58.576170577631956,2.724948056493899,5.676208069486312,0.8909107633859857,0.5931104558259207
1,20,50,10,2,0,18.482360560167184,57.43729878051051,2.8434653605572513,5.6602883764818195,0.8688617250116905,0.6148233870038151
2,20,50,10,2,0,14.210448220946807,57.15530039691584,2.4934899727434825,5.609170695424405,0.8954800963184523,0.6053293729696072
3,20,50,10,2,0,14.35682417869697,59.74970816908779,2.487051838673567,5.713658496877938,0.8921374414114722,0.5983093259938921
4,20,50,10,2,0,12.195271828559472,62.56312793113547,2.376816352937093,5.824575320749363,0.9080034645269203,0.5834517681291643
1,50,50,10,2,0,14.364992746538379,58.68806197285838,2.413203506069487,5.783565145625926,0.8963121629859673,0.6005411179891916
2,50,50,10,2,0,10.589439172031359,53.79236046285254,2.1254397960982025,5.435198227049492,0.9213750061869805,0.620281901326584
3,50,50,10,2,0,18.899979516052774,58.70303882916138,3.110752109120973,5.56809709095936,0.9246950884589515,0.5904226338227222
4,50,50,10,2,0,10.421329475545239,55.5607183101923,2.28718406224371,5.440754361466408,0.9251171348848565,0.6098954118846984
1,100,50,10,2,0,13.55939464615834,54.09459689773201,2.6631331332159784,5.471255970492571,0.9049152161328602,0.63092556737479
2,100,50,10,2,0,8.825900746887493,56.074634844446756,2.120537323128393,5.535759323987201,0.9378687243507375,0.5933274616691693
3,100,50,10,2,0,14.111832956394121,59.57487852855189,2.4889090982113236,5.593544989921644,0.9304434454241943,0.5843631178605417
4,100,50,10,2,0,11.335799722328856,61.661515875141426,2.1288925972196937,5.734683990555473,0.9202685316688061,0.577131466017301
1,200,50,10,2,0,13.968397255183927,53.7089335767465,2.4399843930140674,5.478564532965061,0.91876356510204,0.6209467334685107
2,200,50,10,2,0,8.618650535067319,63.25989491738627,1.9289618102506152,5.771638425620958,0.9350953824305043,0.5606460030081436
3,200,50,10,2,0,8.99803093206545,55.02275540669609,1.9944101596186217,5.435860895680121,0.93443304144214,0.6108001979099338
4,200,50,10,2,0,9.732701852324249,55.058626957615004,2.19443034974964,5.372737412323682,0.9355982198243118,0.6157007753566667
1,5,25,20,2,0,37.17581234341005,56.16245741117885,4.300066409909265,5.481445290557998,0.7262782488140458,0.5986785916238792
2,5,25,20,2,0,30.57681704739706,58.47883917480609,3.8206649355198676,5.617663293125488,0.7741193003308813,0.5879371582239512
3,5,25,20,2,0,38.42459313534791,55.59106169822159,4.315464449825891,5.447018337431454,0.7371290467742939,0.6010122546864456
4,5,25,20,2,0,38.59441476676003,55.03149548174147,4.2871690205961235,5.460483823899726,0.7114432747474452,0.6065858264597331
1,10,25,20,2,0,33.10190867283671,53.300898387932186,3.9643268648144168,5.453242009282751,0.7548003057127803,0.6279833847668344
2,10,25,20,2,0,33.78478897739488,56.40871397586015,3.9940263800360407,5.586874406653058,0.7600236502326299,0.611008739292272
3,10,25,20,2,0,29.98698953585287,57.62066298388876,3.7691496272718825,5.547328798055777,0.7741490091967371,0.6142806813106545
4,10,25,20,2,0,29.22804495375069,52.69416464651654,3.5242074996695187,5.391405656565819,0.7869071512556906,0.6224075171559008
1,20,25,20,2,0,33.428920668890136,47.63906485445289,3.900979487985248,5.091819458286777,0.7973282382870993,0.6545203389431142
2,20,25,20,2,0,23.484838808036542,51.76662202722592,3.235522661259366,5.332576072317183,0.8283021225271717,0.6274848939048703
3,20,25,20,2,0,24.331232638647048,54.801577642779826,3.2372620698205012,5.325421013089006,0.8300145838507537,0.6253492340975254
4,20,25,20,2,0,27.88129559815637,52.7099843343486,3.543600107553366,5.261205654156896,0.8363996526646643,0.628041929631185
1,50,25,20,2,0,23.990977874152488,53.290505384521225,3.187058805706892,5.361356166280184,0.8411917377984158,0.6181410998674323
2,50,25,20,2,0,24.852838321025793,57.15602009285279,3.3961889217190495,5.488428118130796,0.864129410272195,0.6151307629495024
3,50,25,20,2,0,18.009345884796055,55.83533205170802,2.772736534929199,5.5636769631393195,0.8930453760873218,0.6099884099277685
4,50,25,20,2,0,21.514481739937853,56.83099691767216,3.0817526368620736,5.492454643888132,0.8803337107450551,0.613252422931005
1,100,25,20,2,0,24.19591904442376,51.63965174774344,3.212962133601343,5.304413300737632,0.8531637456555328,0.643052097887528
2,100,25,20,2,0,13.381450928460763,53.70531708712519,2.3875554633559024,5.336290607875497,0.8993010319659898,0.6280899740087406
3,100,25,20,2,0,19.53274953036451,55.502439767039576,3.0821836684214037,5.422483195669735,0.8937223804838552,0.610859662715844
4,100,25,20,2,0,16.804314742226573,52.48140346778707,2.727839909713289,5.404904237037543,0.8875564758709562,0.6250827488596318
1,200,25,20,2,0,25.31457336672154,49.23731849546766,3.5100702570739086,5.212399949919867,0.8630126840173405,0.645545939039149
2,200,25,20,2,0,13.578985919489279,55.48893026159322,2.3562444159026352,5.568961571475763,0.9085806231981323,0.6007470500704214
3,200,25,20,2,0,12.064328054165983,56.4861893794417,2.373149077034164,5.540880336635528,0.9125544969439754,0.604593585102162
4,200,25,20,2,0,18.840424831602537,57.2059923355964,2.926165772154969,5.559594582394342,0.9035798967596993,0.598077464153509
1,5,50,20,2,0,30.67827913323386,52.386892889998826,3.743784630065489,5.294705218421694,0.771815935111858,0.6240738530625791
2,5,50,20,2,0,22.155663306608005,55.746387934342906,3.142866129330987,5.452775289788342,0.8317720243380216,0.6106552340412701
3,5,50,20,2,0,27.704968202810743,54.552124030598826,3.471410348229591,5.337730830115835,0.7911413100314523,0.6151529544824906
4,5,50,20,2,0,31.237229279319504,54.08170244778819,3.9630065716838923,5.2330603034102054,0.7782972407050861,0.6207381274992987
1,10,50,20,2,0,27.59566838271849,54.658038784586125,3.535652997465568,5.556388518117818,0.800306433146094,0.6141969453763986
2,10,50,20,2,0,25.73602497031902,53.52831785081062,3.339800743299945,5.364509989871709,0.8147301456988832,0.622519027159263
3,10,50,20,2,0,26.910611899966902,53.98686312818343,3.395524381719135,5.275638541516965,0.83204883821027,0.6240060133507814
4,10,50,20,2,0,22.03635477746729,52.27524672046832,3.068608666599518,5.185336706614499,0.8475493913110151,0.6306753363240725
1,20,50,20,2,0,21.70530419486471,54.88370310932853,3.0693411065374177,5.44524968084552,0.844243323673742,0.6219436127420541
2,20,50,20,2,0,19.846326904424647,58.79666159897025,2.8674103762523493,5.796538624547414,0.8753732683929158,0.5943131807833828
3,20,50,20,2,0,13.602364798806587,56.27328578032929,2.5825098830483073,5.664959394877888,0.8984682330910805,0.6123927355890281
4,20,50,20,2,0,20.435245268621262,57.427467107311436,2.9520768310157353,5.629891717276253,0.875224442685365,0.6037054018516065
1,50,50,20,2,0,20.139354708111064,56.161295324608204,3.0148013505089954,5.646402319625768,0.8813921085297567,0.6108011434857838
2,50,50,20,2,0,13.52933780699166,51.44116894078064,2.2735963179606786,5.307058944403216,0.9052384395814825,0.6408243592580032
3,50,50,20,2,0,12.246264858805839,52.67181105399152,2.2098375376971924,5.353525280351897,0.9164099067652549,0.6165039069873829
4,50,50,20,2,0,12.026518397904978,58.65059376944804,2.27127036991165,5.641778603100878,0.9114661439612288,0.5836657355616767
1,100,50,20,2,0,16.677648757590365,53.008581745889586,2.633391657864966,5.330520433552064,0.8889415813602051,0.633504325378046
2,100,50,20,2,0,16.774654489072347,56.97382518297187,3.1014894222570373,5.609518630748324,0.918096169789659,0.5979958156626188
3,100,50,20,2,0,10.213247026582808,58.32574411234526,2.111022498901196,5.531771257801527,0.9244139825125662,0.58704966652623225
4,100,50,20,2,0,20.819550872647252,54.345022976131766,3.302246600443283,5.394846470526407,0.9252695962557281,0.6106507831150921
1,200,50,20,2,0,15.061694210878667,51.382137311806304,2.46393158294902,5.340296042436552,0.9055168234861763,0.6414737576980544
2,200,50,20,2,0,10.480268243087014,52.778296680685855,2.03947993973219,5.366969951295716,0.9235391131827216,0.6251107590896736
3,200,50,20,2,0,15.302550429454167,51.98163457724104,2.723975558370879,5.30307146198055,0.9268883501365951,0.6309168336766999
4,200,50,20,2,0,16.32212896219275,54.73052346702879,2.8905602239027948,5.4420386746156115,0.9245905182586053,0.6116041347154628
1,5,25,100,2,0,80.0418867387169,82.57251568547832,6.400248958803056,6.659402970954043,0.45333456475827705,0.4220810342613015
2,5,25,100,2,0,538.4328248653322,71.78444826165006,20.16958577481073,6.203972417761812,0.014483543493323084,0.49269254266478285
3,5,25,100,2,0,516.0374997166741,80.22896601057408,19.61325387682149,6.53175331881431,0.033062085616650465,0.4394165104764438
4,5,25,100,2,0,82.23185625699809,186.86184140267594,6.550777958464912,9.812490765493738,0.42726952065461743,0.13205624094717033
1,10,25,100,2,0,53.315251288782186,74.9968200559311,5.17127344779909,6.28894183724615,0.6353949886200162,0.4961219143106734
2,10,25,100,2,0,54.889907917144285,77.01212711928821,5.25441801104338,6.387853816209335,0.6215540261002348,0.48414968436137124
3,10,25,100,2,0,62.24411529424982,76.66729540135056,5.60544319822304,6.38313699960799,0.5722661658975831,0.4809646093098404
4,10,25,100,2,0,44.75845552592902,71.37036201128846,4.791125443731961,6.197968354705248,0.693016869638109,0.48897006357081707
1,20,25,100,2,0,50.04017985559256,67.23801908682826,5.030054986684714,6.024814369092367,0.6452453256425906,0.5269074101255738
2,20,25,100,2,0,52.72632345264191,66.36623772678224,5.111853236144434,5.994885752908974,0.6544923117038918,0.5353448413611256
3,20,25,100,2,0,39.748068150675635,59.209456874575764,4.4493891102156296,5.6206286468348905,0.7275325604066925,0.5841307006898919
4,20,25,100,2,0,33.7363206827995,62.872585359760286,4.099170302867905,5.791304690446693,0.7479214289112984,0.5528540115442223
1,50,25,100,2,0,40.323319415572286,55.69529967192525,4.375010201806887,5.465063801556805,0.7286613928006671,0.6035308016200172
2,50,25,100,2,0,35.61866397310686,52.96455074430765,4.021467064186013,5.387150572529146,0.7715368099976627,0.6205367744391669
3,50,25,100,2,0,24.19025440496817,50.79218698347062,3.4268129048294997,5.283513705095911,0.8164577272319666,0.6349236234035139
4,50,25,100,2,0,23.999186591161557,58.01725215898827,3.2599376859621687,5.615541170009472,0.8218739100692386,0.5975917688693003
1,100,25,100,2,0,32.365040962861364,53.80564117587256,3.885021709379092,5.382914248688459,0.77351317912617,0.6188414293865475
2,100,25,100,2,0,22.848890905952214,50.6733599190276,3.13608013571,5.281018179921154,0.8459045051137014,0.6325466672900647
3,100,25,100,2,0,17.343251687083637,56.221067309098366,2.764103846943053,5.417965442561995,0.8694451096784546,0.594957804182236
4,100,25,100,2,0,18.779851905457768,57.64361993372685,2.9414147405003686,5.637367231096665,0.8585663784691171,0.5911329846404324
1,200,25,100,2,0,33.036780737084236,53.34176990266855,3.934353999731496,5.352956619417248,0.8029249256847,0.6239467611727176
2,200,25,100,2,0,19.393687656340834,58.243610784170905,2.8585229270248806,5.808669397756496,0.8771565776719326,0.5872638978313478
3,200,25,100,2,0,13.981571664557196,54.16700419498885,2.452205831393812,5.451685362840476,0.8956784097459188,0.6225264631833619
4,200,25,100,2,0,13.925829921470324,50.361094361177194,2.379372655608097,5.187978094339765,0.9091910487799301,0.634199575262652
1,5,50,100,2,0,55.08163034071892,166.78502543758918,5.25210140564054,8.976181979443604,0.6221159316499246,0.21310249677387158
2,5,50,100,2,0,44.18165663011264,60.182203291768595,4.7382362035799135,5.734855024144954,0.6879700471217485,0.575451963270039
3,5,50,100,2,0,47.912471067108626,62.65446890371878,4.88424860203786,5.792180080327285,0.6565618432035862,0.5560372121124003
4,5,50,100,2,0,59.088122064588745,63.855592091667006,5.446006764915274,5.839052828662894,0.5863475389008281,0.5555474500823016
1,10,50,100,2,0,39.47160269035184,61.91996307123434,4.393090218759922,5.774997685281256,0.7338209683726431,0.5619387346888091
2,10,50,100,2,0,39.502671198882865,56.85326562673339,4.317042261451615,5.537960139448467,0.7145466521138574,0.5881834377322188
3,10,50,100,2,0,34.57804888346018,55.54487039413514,4.0699192359236935,5.574045883576783,0.7616126008151983,0.6048084945764601
4,10,50,100,2,0,29.709511745710127,58.68989518053335,3.6664525953769513,5.72031743024154,0.7853168074138787,0.5871544372241602
1,20,50,100,2,0,32.73369231025465,53.56519181143937,3.9549372318584903,5.424943228069131,0.7611113210398882,0.6169150573203189
2,20,50,100,2,0,30.88551806997124,49.3137886941756,3.6857794644351016,5.241295479397449,0.7787337475900652,0.6451563216484278
3,20,50,100,2,0,22.625306122926663,55.0530919167059,3.158232659052955,5.458088802148533,0.8316406830303017,0.6195553856803923
4,20,50,100,2,0,21.8200224563274,52.99700683691317,3.040721488274909,5.288635767194856,0.840594341451081,0.6287704809746487
1,50,50,100,2,0,24.04429760599257,51.48015250562782,3.281887324283666,5.403570103998114,0.8222317489702491,0.6315193305053024
2,50,50,100,2,0,18.488289254059755,54.673787911261215,2.8006273818222405,5.446744077884512,0.8695170700044281,0.6149121592278403
3,50,50,100,2,0,14.964148413230955,54.259868655736376,2.4719412684785116,5.471754610409804,0.8940757494968061,0.6185270177713498
4,50,50,100,2,0,14.54192140762626,60.076732083155655,2.4928306008923955,5.870515343784623,0.8903560814000455,0.5940029248679146
1,100,50,100,2,0,25.59733454652689,49.940746274732234,3.3295161217013787,5.156354469276405,0.837789068858877,0.6464155659659483
2,100,50,100,2,0,17.486029169084464,56.284351740267965,2.6564870449162243,5.540686421552663,0.8862914404850717,0.5958355130931974
3,100,50,100,2,0,12.919807699766404,60.116907316392115,2.241814781233062,5.644784797894374,0.9092052352172829,0.5903658351203839
4,100,50,100,2,0,11.749029238508948,60.00866717945182,2.154885119998668,5.656115622653491,0.9231495189875211,0.577313140648126
1,200,50,100,2,0,20.24045136765833,51.217396168554814,2.8875257556940652,5.28625004813779,0.8591005598523812,0.6351465697228765
2,200,50,100,2,0,12.604209886658419,53.293587985761604,2.2128875461212445,5.378682704671203,0.9167294112496692,0.6157230093817706
3,200,50,100,2,0,9.07721136476247,58.153590589050125,1.9923378504759062,5.645598415673767,0.9315315730579585,0.5868345846187839
4,200,50,100,2,0,12.714991724416338,57.629565489692226,2.3217698490746383,5.589408266110742,0.9237266473161976,0.5917398537621765
1,5,25,3,NA,1,31.531052595327818,52.247883794216655,3.844596474006286,5.355679383342901,0.771140451676273,0.6360087157090429
2,5,25,3,NA,1,28.42755519129062,118.6710923530311,3.4723410452564605,7.541379825942973,0.7883025904695399,0.360061073668245
3,5,25,3,NA,1,28.478205579771505,54.949877136874015,3.544800378571175,5.3532701731770445,0.788561917187908,0.6133364193192689
4,5,25,3,NA,1,28.538884636141823,108.6986960849216,3.6081390769082167,7.249277085711087,0.7967506757355262,0.38380956596091176
1,10,25,3,NA,1,26.855660053848897,54.385916999002426,3.4997529865756083,5.536565216001099,0.8327960403498917,0.6138780677877737
2,10,25,3,NA,1,22.206695628839675,62.25908747235452,3.05927877761979,5.8128046688349375,0.8407254309595441,0.5778079911566874
3,10,25,3,NA,1,19.56322438160794,55.926897602544635,2.942293879955076,5.539403192490651,0.8545685252786901,0.6046103848954126
4,10,25,3,NA,1,29.00772738205913,61.65129873476736,3.6341059684445,5.819745909712898,0.8333938552497235,0.5684615103702394
1,20,25,3,NA,1,23.414345578093396,61.64457109271971,3.2457387691554866,5.893074355946589,0.8384220633870875,0.5840431606251054
2,20,25,3,NA,1,18.931702501220418,57.65143880087644,2.9594299815483,5.5462034527289505,0.8569260575466705,0.6038796632106315
3,20,25,3,NA,1,19.355112261925093,54.37363075720018,2.9121527482595284,5.523243492639531,0.8747465465234451,0.6161659450332648
4,20,25,3,NA,1,19.154892892643463,57.38157157428432,3.143405419702811,5.519233290964726,0.8599000208469729,0.6003720092778986
1,50,25,3,NA,1,17.45098246337818,54.736523558762336,2.8555243178916045,5.448360617553415,0.8687678799447838,0.6250351547620391
2,50,25,3,NA,1,14.67039394979083,57.00936632403749,2.561048760324744,5.562250816898314,0.8912219930130622,0.597105899097754
3,50,25,3,NA,1,13.453887959295262,65.7161054383879,2.46534480228169,5.80988417893711,0.9043025551604605,0.5673376752489429
4,50,25,3,NA,1,18.025604390811747,59.85425209041749,2.858768968527024,5.762056158197702,0.8813984077249271,0.5815825236230769
1,100,25,3,NA,1,20.091556258874697,58.83013860629024,2.9682461474126582,5.7301827134893015,0.882272417640396,0.5974641348645944
2,100,25,3,NA,1,15.201927912520688,63.456043698055396,2.7128266536813417,5.918892015783539,0.8893334137011584,0.5729550062593829
3,100,25,3,NA,1,15.590086688896422,54.58430867201437,2.625052477042436,5.301109440675384,0.8944557566389029,0.609599980663525
4,100,25,3,NA,1,13.589055440126488,65.01742252972436,2.4868350964035124,5.857403608037818,0.9032112947897233,0.553364923063744
1,200,25,3,NA,1,16.12038235811371,59.31730374802949,2.5961771102826234,5.715108907839347,0.8935367310357386,0.5983334678018803
2,200,25,3,NA,1,16.887094607999686,62.78478765037658,2.733681784872655,5.871540330897461,0.8961960599067977,0.5627369155665902
3,200,25,3,NA,1,13.840589383468128,61.409496121635634,2.540431013243074,5.780222047928104,0.9010663895893865,0.5743656233464572
4,200,25,3,NA,1,14.548505531599176,54.24908094533823,2.5116565862199067,5.404108468794684,0.9046500314224413,0.6092315514998822
1,5,50,3,NA,1,31.000395124681756,58.83207322468625,3.5911348126987215,5.737026720432315,0.8020804052468135,0.5991366634699179
2,5,50,3,NA,1,28.675148112501542,62.63146674604742,3.7232137585099325,5.845960327338777,0.815321791931917,0.5837197338320774
3,5,50,3,NA,1,29.4209358186687,57.14340870800371,3.69165895013524,5.5964246295258055,0.7804391015801777,0.6038372873637518
4,5,50,3,NA,1,22.13384066916759,63.96813507521067,3.19663994410615,5.930183770547916,0.8510231142968552,0.5553603336878974
1,10,50,3,NA,1,18.180795661167434,55.82435269714562,2.858155118733747,5.579611985338793,0.8643838310474825,0.6042628268648682
2,10,50,3,NA,1,14.891756151088012,64.26472081352995,2.5635648549547523,5.973631065857229,0.8904182866138577,0.5723536333521053
3,10,50,3,NA,1,19.991016223088906,62.38389293080428,2.7595666083828463,5.812045233032219,0.8598644245439019,0.5834032006292866
4,10,50,3,NA,1,16.580989179594333,68.38220776458988,2.7137484343574823,6.136985865162076,0.8763217923826603,0.541926158993015
1,20,50,3,NA,1,16.468839360387854,64.79249128990905,2.6446344338155523,6.083274094884304,0.8818705650884723,0.5700127310998825
2,20,50,3,NA,1,19.61893991301325,71.72737743583829,3.0981098729542502,6.2443069510381415,0.8997522805527416,0.5413727873800392
3,20,50,3,NA,1,13.911883331940855,63.14265690088472,2.4199918059506267,6.017700843320907,0.9029428861562577,0.5684341625407736
4,20,50,3,NA,1,12.112149631667984,64.29924570960317,2.333228683963131,5.9317958901364936,0.9104460016944227,0.5565250482901805
1,50,50,3,NA,1,17.800423970786042,61.067690383172604,2.744223826018309,5.762231476661246,0.8976952145392658,0.5951206878211591
2,50,50,3,NA,1,16.59690117201302,60.85147599863295,2.7305863733582942,5.850363917463245,0.9057930780936305,0.5792197020525499
3,50,50,3,NA,1,10.703070042603711,58.56618208829939,2.2737545760442326,5.6803825443482525,0.9212372610018348,0.595441835019871
4,50,50,3,NA,1,17.84606895306358,55.58985034944996,2.8658959033208546,5.4584629942776965,0.914152253506288,0.6154087766158755
1,100,50,3,NA,1,11.683557071611597,59.09878325431252,2.3836496889384584,5.807285686552954,0.9136495110266665,0.587112620685774
2,100,50,3,NA,1,11.118962751498227,59.718830542606796,2.1502033440220356,5.596655620880524,0.9190291472498323,0.5810327417604111
3,100,50,3,NA,1,10.271225206822407,53.78647966842295,2.121251468150647,5.3714995423710334,0.922153844550273,0.6171169941332317
4,100,50,3,NA,1,11.524370337062221,57.38234900078958,2.1966814186040855,5.713210209718267,0.9261672864292803,0.5916527799988035
1,200,50,3,NA,1,11.663205534014475,53.14278117856636,2.307858660215924,5.505021781287101,0.9114167801362991,0.6170289916062157
2,200,50,3,NA,1,11.568553553932727,57.79893099247893,2.1795494143515395,5.534643353876723,0.9269738153611727,0.5966305202880429
3,200,50,3,NA,1,12.127096824962893,56.9588220755213,2.3816034850484615,5.48014291747794,0.9219070704154941,0.595063695309883
4,200,50,3,NA,1,12.27939326706531,57.063902144346336,2.300060143894922,5.444176933642073,0.9126629791109977,0.602253128222221
1,5,25,5,NA,1,32.18592388139526,51.22737870497189,3.843779050602368,5.27528021174973,0.78399602681302,0.6263103622414053
2,5,25,5,NA,1,27.161678074289636,57.22444394756561,3.4681734054140936,5.530910255225582,0.8128666370795983,0.5978476163622065
3,5,25,5,NA,1,24.0816661037955,115.72385352789475,3.2022786183963343,7.259040396774464,0.8198363255023925,0.37744388665793055
4,5,25,5,NA,1,31.14112433218033,52.96896473592088,3.770787487733493,5.3111236175411225,0.7660263636591158,0.621625598196091
1,10,25,5,NA,1,24.386088148381205,57.986089699143,3.234997756336949,5.607930280874291,0.8200339038219081,0.5987100506952161
2,10,25,5,NA,1,25.528897499660378,59.70160725316286,3.2286290226950207,5.717423799858647,0.8165519254886587,0.5881216087064458
3,10,25,5,NA,1,24.849061456119458,53.70880674145237,3.2498987390753777,5.39416003306382,0.8125621405541413,0.6173714998354286
4,10,25,5,NA,1,30.10704934302603,58.21822127357726,3.6728844595884,5.554228947351794,0.8056215453304126,0.5922692173965582
1,20,25,5,NA,1,27.252142425910808,52.848345787832805,3.380320419342162,5.349000747837087,0.8188236610826359,0.625452595998661
2,20,25,5,NA,1,21.19416338650797,60.02504267260746,2.945268029366378,5.557184119979145,0.8475716857124066,0.5946421688406837
3,20,25,5,NA,1,18.37576512447023,57.9120859429348,2.7994819608546164,5.511758520877074,0.8614912507369034,0.5978859877766675
4,20,25,5,NA,1,20.909068371583803,62.39365332069591,2.984299777997846,5.870160801142797,0.8530643256734697,0.5795383247547182
1,50,25,5,NA,1,22.858388472225737,59.553461738183515,3.168973690062648,5.7145153857274,0.8591996055162593,0.610315662207005
2,50,25,5,NA,1,14.882803625555102,55.4077809571181,2.6211984897255207,5.530644305906385,0.8910230565452284,0.615539970977998
3,50,25,5,NA,1,15.240972073774435,66.1643997730639,2.8295721374165743,5.833526055353451,0.9089938863407934,0.5698898185149214
4,50,25,5,NA,1,13.466345051712047,60.28673620323926,2.442983275982804,5.686058501553512,0.9006199800304753,0.5784674993760772
1,100,25,5,NA,1,18.674409320917086,62.09301774043429,2.9275858310393312,5.975314355789503,0.8760583543027496,0.5800062173107619
2,100,25,5,NA,1,17.56171808968381,57.32593799553524,2.84786810946469,5.6835864402295,0.9029846947572648,0.6099590596194298
3,100,25,5,NA,1,18.9781286703364,61.4103019113007,3.2040899486946746,5.788068779605383,0.8975691611471571,0.5680432831679315
4,100,25,5,NA,1,17.037791595564187,58.44703742397035,2.769418651993061,5.622947596554473,0.9099632860694815,0.5948202171396604
1,200,25,5,NA,1,14.185727573036292,55.81671180882019,2.530880848589316,5.541594656126096,0.8933755768863182,0.6067507385486488
2,200,25,5,NA,1,13.551050737501694,62.7200993954624,2.455854047175982,5.833390988923913,0.899584891868629,0.5619283417947626
3,200,25,5,NA,1,17.85190434173224,63.32883908429413,2.867171710152493,5.7701160953770945,0.9112031855094461,0.5662808349484234
4,200,25,5,NA,1,21.95146402996807,51.22048576938947,3.3253255707319123,5.266669912370342,0.898222383118446,0.631303710434026
1,5,50,5,NA,1,24.320136043949322,59.6436899942834,3.3151081239153775,5.899411459328875,0.8201863303868312,0.59119373405231
2,5,50,5,NA,1,20.958446966229403,60.73021491563317,3.0467645801091416,5.774797820108824,0.8450465700623963,0.5839904883639939
3,5,50,5,NA,1,24.73752528326656,103.93003688573916,3.1986054813947025,7.197281703237377,0.817797245352722,0.3775192444184302
4,5,50,5,NA,1,23.04185940438812,62.00634243292965,3.246999232618182,5.777929874626869,0.844316501446881,0.5771131102383683
1,10,50,5,NA,1,21.337386739735884,59.10968234146905,3.0683171022729026,5.764225231549075,0.8493579861344687,0.6040996068210254
2,10,50,5,NA,1,18.848656152272522,57.78597493756363,2.7907295786496014,5.642810948030054,0.8709272193903845,0.5864631776720994
3,10,50,5,NA,1,20.874099653095175,63.502431278236784,3.060582724993478,5.906395141620881,0.871239171414305,0.5741029784073621
4,10,50,5,NA,1,20.11396199733501,64.84862935990532,2.976899308508248,5.980407796498404,0.8688883839102222,0.5690973104030163
