layers,neurons,epochs,batch.size,regularization,regularization_factor,garson_selection,dropout_rate,MSE_training,MSE_CV,MAE_training,MAE_CV,R2_training,R2_CV
2,50,50,5,NA,0.001,NA,0,9.647470720348595,61.49094651507734,1.9983583080600198,5.735953486305288,0.9289067647302071,0.578483066778359
3,50,50,5,NA,0.001,NA,0,11.68826290334274,58.03618535302376,2.232697448144958,5.411020528152603,0.9180617870683366,0.5927089888175875
4,50,50,5,NA,0.001,NA,0,16.98122564881342,57.666891656879265,2.733932397924616,5.478078636825773,0.9103967897889909,0.5986384361842501
1,100,50,5,NA,0.001,NA,0,11.445223796468804,59.62711624428131,2.360118515290772,5.863327955496508,0.9143823592222634,0.5885723092208095
2,100,50,5,NA,0.001,NA,0,9.178411421211537,57.05434374835938,1.9820733590414514,5.547241145576928,0.9338374524702614,0.5951683523840078
3,100,50,5,NA,0.001,NA,0,10.093288332361169,59.06480302216405,2.110895246771177,5.745105793209022,0.9260004405485628,0.5895509299076286
4,100,50,5,NA,0.001,NA,0,11.954202095937182,55.93020835433235,2.269685586094636,5.441984322298551,0.9158967953676471,0.6062386785952517
1,200,50,5,NA,0.001,NA,0,10.537916596010442,52.97868204861926,2.0860584728118354,5.517441460763472,0.9297039450486759,0.6263321017019267
2,200,50,5,NA,0.001,NA,0,11.084849396711542,59.798114191997605,2.2275322352417537,5.512512726004755,0.9347277754475276,0.5764446814955
3,200,50,5,NA,0.001,NA,0,8.707150938106526,52.33250702764265,1.9291563847719566,5.347911596990624,0.9341562832530436,0.6223641086977671
4,200,50,5,NA,0.001,NA,0,8.636796245598624,55.9618749960781,1.9034244172694499,5.538075406046438,0.936869910909908,0.6030808608313365
1,5,25,10,NA,0.001,NA,0,33.16724363972069,53.422215661353974,4.006315476533878,5.327217586956137,0.75939213725367,0.6166112561910675
2,5,25,10,NA,0.001,NA,0,34.8588012143699,50.165272912387735,4.092119580168858,5.124200722913116,0.743732991012449,0.6421008489368918
3,5,25,10,NA,0.001,NA,0,29.142245688066374,131.07256527548088,3.5819838287650008,7.951307520460662,0.7807916480192292,0.3305613740860146
4,5,25,10,NA,0.001,NA,0,31.5989791468619,53.414420641295564,3.7820558318090773,5.380737711510343,0.7631313161068688,0.6222062456231692
1,10,25,10,NA,0.001,NA,0,26.047937020619518,49.331637610760765,3.573030781361412,5.096338378761866,0.8023394102732888,0.6442747626183564
2,10,25,10,NA,0.001,NA,0,30.295375440531213,52.12713728330891,3.671257827258242,5.1569552346682075,0.7815177031051375,0.6280133365230565
3,10,25,10,NA,0.001,NA,0,25.128113179674173,54.90552190101614,3.378615981605223,5.464220057148023,0.8110619341350104,0.6147658011595991
4,10,25,10,NA,0.001,NA,0,26.118470273855728,51.07259463002101,3.4058329960206217,5.15672026346956,0.80523347229806,0.6451478664503059
1,50,25,10,NA,0.001,NA,0,20.94881115102185,49.723224870521825,2.9884143856499237,5.223960631222275,0.8596234999459745,0.6452427503157079
2,50,25,10,NA,0.001,NA,0,18.08788513382329,55.63546656347877,2.8669673756364205,5.46791679176956,0.8920375959305327,0.6062973252726114
3,50,25,10,NA,0.001,NA,0,23.27971931210598,55.00377149637305,3.376708815176672,5.421809084556659,0.8907113581331257,0.6257953301902572
4,50,25,10,NA,0.001,NA,0,15.48484984735608,58.732787814946384,2.6482431469003496,5.705541308687517,0.9149841059183647,0.5944814076880809
1,100,25,10,NA,0.001,NA,0,16.693729326703338,54.427598102601756,2.792829328230217,5.418441092069074,0.87350976994225,0.6369318164490333
2,100,25,10,NA,0.001,NA,0,15.244646913971375,56.41913732159434,2.8582186318807543,5.532468372000429,0.9069463992579122,0.6016950675081453
3,100,25,10,NA,0.001,NA,0,13.173980005326726,57.99205007955561,2.552164691112433,5.616385585831785,0.9074358049275376,0.5957032356564822
4,100,25,10,NA,0.001,NA,0,13.205774452438813,63.180385581877005,2.6222142658328114,5.678778146006174,0.9087583455607336,0.5649719977612672
1,200,25,10,NA,0.001,NA,0,22.277803808616284,57.27263146875,3.2244502328153635,5.628101191647503,0.8865548425386649,0.6100923149566152
2,200,25,10,NA,0.001,NA,0,14.11027978513146,60.98458218563732,2.640357811619895,5.834665955900879,0.8991876088706845,0.5786245856947049
3,200,25,10,NA,0.001,NA,0,11.72079217167528,60.085758314331166,2.2597204739581773,5.6558608770717385,0.9208283113200144,0.5732271414386603
4,200,25,10,NA,0.001,NA,0,13.957737631399919,50.407137566871945,2.7112283029854756,5.327956702408146,0.9066870063404499,0.6434212378378559
1,5,50,10,NA,0.001,NA,0,27.859708332594963,51.89398177566854,3.689258289939201,5.31715295271649,0.7893166231075225,0.6287889693327985
2,5,50,10,NA,0.001,NA,0,21.85835418275167,56.256887265583416,3.1010067646698434,5.4279458199558945,0.8356947038298576,0.6055847357286805
3,5,50,10,NA,0.001,NA,0,21.479118168826144,55.478512162231254,3.071074700938194,5.564836665216003,0.8399085370364595,0.6127214358182006
4,5,50,10,NA,0.001,NA,0,26.61227794294367,125.45508749105308,3.4982918662132256,7.864733199645746,0.8001854790970578,0.3310542215499922
1,10,50,10,NA,0.001,NA,0,24.93527006357196,55.96729793483403,3.357775878606373,5.5410970219591595,0.8202738900244018,0.616248656327165
2,10,50,10,NA,0.001,NA,0,23.904723111841207,56.04009581816702,3.232515344275313,5.496997962741578,0.8626970945581462,0.6141587020012834
3,10,50,10,NA,0.001,NA,0,17.991728005368163,57.02836114037055,2.7750862928316082,5.476154617413461,0.8712961597417872,0.6171563052381263
4,10,50,10,NA,0.001,NA,0,19.216300310152143,58.22512533865836,2.7951597485903044,5.487718911652357,0.868295810991452,0.60138958659255
1,50,50,10,NA,0.001,NA,0,14.881371438037235,56.56361056485339,2.498481312619997,5.609411904621549,0.8895129539998007,0.6152783594134488
2,50,50,10,NA,0.001,NA,0,12.676651029594904,54.112718639214165,2.336778211052595,5.434925436971903,0.9226306040277097,0.617763511166875
3,50,50,10,NA,0.001,NA,0,13.138351192399039,61.5715577950633,2.4721527820501543,5.647542529590383,0.9276694037751372,0.5709164279527595
4,50,50,10,NA,0.001,NA,0,11.328807379236482,56.71416747316231,2.1684804962923185,5.52791024888093,0.9203445632491484,0.5982833853433972
1,100,50,10,NA,0.001,NA,0,12.82981646806305,56.84467815469461,2.363082447297243,5.673296524381049,0.9032800104160459,0.6100665179851087
2,100,50,10,NA,0.001,NA,0,9.48022897994998,61.830410799892896,2.0787778783928936,5.7498518197253965,0.93008657285609,0.5694400641686845
3,100,50,10,NA,0.001,NA,0,8.311649157713578,57.16225635086764,2.0720234302112797,5.601980017516314,0.9410999806431822,0.5920804438729728
4,100,50,10,NA,0.001,NA,0,8.034521994694362,58.86838853438604,1.9961217882476108,5.569636260167582,0.9427589054069447,0.5881889185762681
1,200,50,10,NA,0.001,NA,0,14.019993303175376,56.586599886282805,2.453769286027836,5.688237962882446,0.9201860341664463,0.6119890529401875
2,200,50,10,NA,0.001,NA,0,8.12223226574826,53.613768092758455,1.8654895022776286,5.490841526420906,0.9388029106850507,0.61591212316222
3,200,50,10,NA,0.001,NA,0,8.060205411542666,55.4321482174711,1.808437097894404,5.411688692612284,0.9403955598896437,0.6096971669802033
4,200,50,10,NA,0.001,NA,0,8.65912577486037,51.8279589013108,1.924369619699878,5.272499158146983,0.9389281476041774,0.6198337468231244
1,5,25,20,NA,0.001,NA,0,52.34839004612073,58.55537068482653,5.167627026640788,5.599642457592745,0.6353644413344339,0.5888120726343278
2,5,25,20,NA,0.001,NA,0,41.13751464455807,56.45069402478642,4.472588478660789,5.436336244046714,0.7062418115408012,0.6043964795702442
3,5,25,20,NA,0.001,NA,0,36.88969933850403,118.45531484821154,4.146715380636912,7.5149336524003845,0.7567160364533083,0.34824157990548715
4,5,25,20,NA,0.001,NA,0,37.24681914125137,54.84683723468299,4.322029006531186,5.45056859583055,0.7254379056983085,0.6127759222230518
1,10,25,20,NA,0.001,NA,0,34.277677935247816,47.739703024911925,4.009489593436309,5.044690369903447,0.7643400639578788,0.6442390254604067
2,10,25,20,NA,0.001,NA,0,36.803434630934944,50.285410184188954,4.146739012932303,5.2224213247303695,0.7798220733385178,0.6427769081201377
3,10,25,20,NA,0.001,NA,0,31.47964889120425,51.20185331395032,3.772313837199522,5.215754668996014,0.7784632249116585,0.6359326873714801
4,10,25,20,NA,0.001,NA,0,29.690898278773172,57.16640895572852,3.608020757083524,5.534610385909387,0.783934017338872,0.606764458675563
1,50,25,20,NA,0.001,NA,0,27.331847263312998,52.07032825537165,3.4335679598794253,5.328745494960134,0.8235684721355275,0.6256835955724446
2,50,25,20,NA,0.001,NA,0,17.3117710686499,56.28534658138394,2.717388422304161,5.39929203362067,0.8746377883270874,0.6091624955519264
3,50,25,20,NA,0.001,NA,0,24.581212464024972,59.43047064335537,3.4415841306672244,5.651572687096366,0.8637857501317733,0.5867751804848204
4,50,25,20,NA,0.001,NA,0,31.273947809565716,60.68278090188093,4.131508381109199,5.842126255088596,0.8931824888027944,0.5828335423306314
1,100,25,20,NA,0.001,NA,0,20.85170497143385,52.29612527048316,3.003210965689951,5.317643280210851,0.8604232611549943,0.6290754462248576
2,100,25,20,NA,0.001,NA,0,30.740364687205364,56.68927065416823,4.0725118643595035,5.590797248192847,0.8826322258073017,0.604614776166406
3,100,25,20,NA,0.001,NA,0,12.14376301630158,58.06223066730173,2.3251001747116904,5.525205880618377,0.9094908482134799,0.5937899167175724
4,100,25,20,NA,0.001,NA,0,13.303720389058283,64.99796366124188,2.3861856958910868,5.881707618860273,0.9050132600652107,0.5598235357310419
1,200,25,20,NA,0.001,NA,0,18.75255829579638,51.76296667951443,2.8637238500152926,5.271928086546196,0.8685559559744352,0.6324007806418765
2,200,25,20,NA,0.001,NA,0,13.320817420984675,59.3732069468403,2.5120692383555028,5.780135541000738,0.9063339875309754,0.5947826625857874
3,200,25,20,NA,0.001,NA,0,12.203307828611797,53.92741816952957,2.4661334649776276,5.431382787934418,0.9092008415332906,0.6125249658809484
4,200,25,20,NA,0.001,NA,0,22.614923697636492,51.10013759331887,3.5676653247378503,5.19092607032067,0.9012815072237346,0.6311386058607606
1,5,50,20,NA,0.001,NA,0,30.07685391664762,53.10345667756655,3.731770252522817,5.409257857006335,0.7883706426766672,0.6217802048002216
2,5,50,20,NA,0.001,NA,0,28.928688852135306,55.08534404550765,3.5122392895712444,5.518116033902813,0.8021489929074498,0.611335807314831
3,5,50,20,NA,0.001,NA,0,31.435436639209506,55.59046573200128,3.663224925803775,5.466943380734365,0.7769762927284632,0.6093114381398366
4,5,50,20,NA,0.001,NA,0,30.417637511177087,51.88356032069845,3.7064623879119343,5.2488085608198265,0.7769052516028375,0.632570133378644
1,10,50,20,NA,0.001,NA,0,31.64441350423989,54.09851109500019,3.7316736912035577,5.430181996486398,0.7662783085821101,0.6193924397267926
2,10,50,20,NA,0.001,NA,0,23.925650567437625,54.00299340486249,3.189200408285342,5.276782075752038,0.8227135721449234,0.6218226724678182
3,10,50,20,NA,0.001,NA,0,27.896693682447008,58.28931850434612,3.3774545161467597,5.710925951111494,0.8192961092953763,0.5965840778241831
4,10,50,20,NA,0.001,NA,0,35.68471839576312,62.248792047497716,4.06677669816224,5.800029938991718,0.8030210352267874,0.5767969719280108
1,50,50,20,NA,0.001,NA,0,18.1858043109473,51.652907577981544,2.758156635772884,5.391040638272294,0.8749042755580597,0.6393594196253145
2,50,50,20,NA,0.001,NA,0,14.189217389206371,56.25176248396007,2.4016335815739196,5.557718711541746,0.904009669252539,0.6101561223727375
3,50,50,20,NA,0.001,NA,0,10.906742868408148,55.26906685160736,2.158929889858682,5.342033542454561,0.9225350943769861,0.6103373732148025
4,50,50,20,NA,0.001,NA,0,15.948241310051035,59.89157860738941,2.703976142340322,5.592285372448739,0.9108024163968653,0.5920956554261384
1,100,50,20,NA,0.001,NA,0,15.412581389502753,54.06784824842432,2.623730195192567,5.49599305619619,0.8844438268562672,0.6331672262430013
2,100,50,20,NA,0.001,NA,0,10.895792012589839,52.79882075258486,2.090757498547317,5.461899586540894,0.9242979552383359,0.6218576704512234
3,100,50,20,NA,0.001,NA,0,12.068808452433046,60.28085872822285,2.2506333312414415,5.550534150852728,0.9205264917601549,0.5719312381330734
4,100,50,20,NA,0.001,NA,0,11.864978612782942,52.70855145295753,2.547082943212164,5.306070535912676,0.9308785004123542,0.6292085220807302
1,200,50,20,NA,0.001,NA,0,15.236051057074084,56.14599173907153,2.5733175611687167,5.637434359224301,0.9025339209994856,0.6168434714398268
2,200,50,20,NA,0.001,NA,0,8.011323101427857,60.52470097481966,1.8350387905245793,5.689559732772332,0.9403625957859877,0.5724633725243284
3,200,50,20,NA,0.001,NA,0,11.408216691187407,53.78234290601487,2.2796979264170862,5.434593429197129,0.9258047406589084,0.6116034195557959
4,200,50,20,NA,0.001,NA,0,10.541470066734895,48.99520074800682,2.1038139459311407,5.1336157164897145,0.9239793077141905,0.6530828778677515
1,5,25,100,NA,0.001,NA,0,59.69806493401161,86.747206524455,5.6093549589495035,6.718146734955365,0.5848443960047006,0.4004972987616173
2,5,25,100,NA,0.001,NA,0,538.4630046262172,85.44031541727317,20.17370646763729,6.745368173323148,0.05601278477770403,0.40440548396807563
3,5,25,100,NA,0.001,NA,0,52.905767115047745,74.42124230598755,5.161445571084402,6.285236384492703,0.6334457965847469,0.4697158198466448
4,5,25,100,NA,0.001,NA,0,71.00218815106545,367.2127546055238,6.028583815632776,14.808911669998018,0.5281813201391907,0.03617011095707659
1,10,25,100,NA,0.001,NA,0,64.03966547360714,74.04800689302047,5.689548153334175,6.326513564054679,0.5663460387853507,0.49460400853468717
2,10,25,100,NA,0.001,NA,0,61.72203019096944,71.79867741146388,5.71928847152539,6.127178927559515,0.5630910473163564,0.49309344696367463
3,10,25,100,NA,0.001,NA,0,49.63239807569127,74.1754418111487,5.037416004279453,6.224772493862893,0.6831102596117798,0.4854960954969607
4,10,25,100,NA,0.001,NA,0,47.677145191654056,68.1376654448844,5.003712741137474,6.031671780597198,0.6568493826559986,0.5130481045912998
1,50,25,100,NA,0.001,NA,0,43.28558760196047,57.24726702456888,4.642057392120037,5.5693660366839755,0.6913280432600267,0.5879456572709478
2,50,25,100,NA,0.001,NA,0,33.08533156635679,53.2452129009045,3.968048216236507,5.4506242630782165,0.8121210454716895,0.6105071260700561
3,50,25,100,NA,0.001,NA,0,29.39611362569938,55.63104657627984,3.6580107049148385,5.435624388249178,0.7984240193709768,0.6099213737069816
4,50,25,100,NA,0.001,NA,0,24.82764966135635,57.40937734032755,3.273228370874956,5.4928008172418945,0.8415275653687422,0.5998880209379118
1,100,25,100,NA,0.001,NA,0,37.0579220608559,51.76653471997443,4.202761892038798,5.409129741884087,0.7524851179272071,0.6237683847930452
2,100,25,100,NA,0.001,NA,0,22.18920362984229,53.537069922093814,3.11507703443227,5.347978843146317,0.8555019316870769,0.6208095843891288
3,100,25,100,NA,0.001,NA,0,22.235028341317435,58.90797068498561,3.0736446561890878,5.68570074402537,0.8388559174128758,0.5919186769974145
4,100,25,100,NA,0.001,NA,0,20.748778897311905,59.92465274602844,2.988174776715594,5.7274128793555645,0.8724238835951051,0.57386337909641
1,200,25,100,NA,0.001,NA,0,26.343110231025857,50.41158291415178,3.4923730389201055,5.268543139159398,0.8072799528293895,0.6337519179141254
2,200,25,100,NA,0.001,NA,0,16.541282865256832,55.66085072786639,2.6319124708351453,5.484077157405343,0.8938728281591836,0.606545777504646
3,200,25,100,NA,0.001,NA,0,17.974549938013915,55.7134654756664,2.8069397228839486,5.407065260210356,0.9041325829396394,0.6000352860718954
4,200,25,100,NA,0.001,NA,0,17.450741068299106,54.13783911882411,2.6962762398801674,5.44713125601381,0.900609739666435,0.617180053365695
1,5,50,100,NA,0.001,NA,0,60.13409837957683,169.20758687069198,5.518937251734948,9.124844778209324,0.5856274466835333,0.19865841084341684
2,5,50,100,NA,0.001,NA,0,66.49350260291844,66.35242488127815,5.742518839751068,6.006111435965674,0.5674076709252298,0.5226093384827436
3,5,50,100,NA,0.001,NA,0,57.00055954581159,149.6304567938055,5.444357453704097,8.58302025100309,0.5981583537108799,0.2432305996153146
4,5,50,100,NA,0.001,NA,0,53.910630045714534,140.16541389111777,5.2296064588923254,8.33682169133386,0.612152067855758,0.2443561092866449
1,10,50,100,NA,0.001,NA,0,38.09877022419948,62.74336309821901,4.37313129511955,5.854130442002129,0.7260133187923423,0.5585137225698855
2,10,50,100,NA,0.001,NA,0,31.089367683956272,56.21642988143956,3.8711380129163646,5.551166879132258,0.7663744069610468,0.6005656380613046
3,10,50,100,NA,0.001,NA,0,38.68532211442361,53.010847267892814,4.3656171914524675,5.31250358770979,0.7186266995723517,0.6254256176705271
4,10,50,100,NA,0.001,NA,0,28.912556793083855,55.66439249715618,3.5899011894451176,5.516191891271352,0.7837852888249424,0.6024582297759736
1,50,50,100,NA,0.001,NA,0,27.474659191399816,50.42716276849109,3.5858992624269677,5.252507752364156,0.791846976821138,0.6485340074435627
2,50,50,100,NA,0.001,NA,0,18.941747533430227,54.06282542371633,2.7493261816063153,5.36217505904835,0.8572411262131204,0.6239690276196196
3,50,50,100,NA,0.001,NA,0,15.720609713886166,53.11593597820812,2.598977929760502,5.335383989175809,0.8826481899902321,0.6203591388481667
4,50,50,100,NA,0.001,NA,0,17.236322562714374,59.204672072149314,2.7618985747595817,5.710689142158209,0.8989017902443096,0.5848358914791816
1,100,50,100,NA,0.001,NA,0,21.60784110192393,53.347434075208405,3.0235476388701894,5.432007180395486,0.8429316361715856,0.6253964814179531
2,100,50,100,NA,0.001,NA,0,12.437948369627495,54.37420291963658,2.2366250382982265,5.515647633411871,0.9074219629541619,0.6140467609833582
