"","OOB_R2","OOB_MAPE","OOB_slope","OOB_intercept","CV_R2","CV_MAPE","CV_slope","CV_intercept"
"1","0.898","0.446","1.030 (1.028~1.031)","-6.72e+13 (-7.20e+13~-6.23e+13)","0.744 (0.612~0.857)","0.608 (0.444~1.071)","0.955 (0.952~0.957)","2.42e+13 (1.63e+13~3.20e+13)"
