eta,max_depth,min_child_weight,subsample,colsample_bytree,optimal_trees,min_RMSE,CV_R2
0.1,1,5,0.8,0.9,73,6.4987708,0.6790488797734138
0.3,1,5,0.8,0.9,24,6.5435462,0.670576505750626
0.01,3,5,0.8,0.9,464,6.1265906,0.7119881470897579
0.05,3,5,0.8,0.9,86,6.1777488,0.7078317062198703
0.1,3,5,0.8,0.9,42,6.1874123999999995,0.707031357391326
0.3,3,5,0.8,0.9,28,6.3115716,0.7002321426422129
0.01,5,5,0.8,0.9,484,6.1446334,0.7106059143716891
0.05,5,5,0.8,0.9,113,6.0666754,0.7185290398265256
0.1,5,5,0.8,0.9,47,6.101721,0.7147458892294107
0.3,5,5,0.8,0.9,11,6.4992366,0.6825988441019202
0.01,10,5,0.8,0.9,521,6.1315572,0.7148616258431602
0.05,10,5,0.8,0.9,120,6.1800004,0.7093808383516018
0.1,10,5,0.8,0.9,51,6.332625,0.6963995394044236
0.3,10,5,0.8,0.9,14,6.4597952,0.6888185401480572
0.01,1,7,0.8,0.9,877,6.4310568,0.6830332094550596
0.05,1,7,0.8,0.9,194,6.3864028,0.6867444336887242
0.1,1,7,0.8,0.9,73,6.4987708,0.6790488797734138
0.3,1,7,0.8,0.9,24,6.5435462,0.670576505750626
0.01,3,7,0.8,0.9,498,6.1061798,0.7135529616386004
0.05,3,7,0.8,0.9,85,6.1777418,0.7079544319008343
0.1,3,7,0.8,0.9,47,6.2107706,0.7034331961639705
0.3,3,7,0.8,0.9,25,6.3631552,0.6963096466056811
0.01,5,7,0.8,0.9,474,6.1321778,0.7119283019436102
0.05,5,7,0.8,0.9,103,6.0766976,0.7176257664912863
0.1,5,7,0.8,0.9,43,6.0168766,0.7216946152475426
0.3,5,7,0.8,0.9,30,6.3005758,0.701175440158404
0.01,10,7,0.8,0.9,606,6.06646,0.720343836117853
0.05,10,7,0.8,0.9,94,6.1532178,0.7138849526624947
0.1,10,7,0.8,0.9,49,6.3247878,0.6984887803687543
0.3,10,7,0.8,0.9,14,6.51339,0.6858962047832065
0.01,1,1,1,0.9,987,6.4278272,0.6830881205429111
0.05,1,1,1,0.9,201,6.4024146,0.6851945251713284
0.1,1,1,1,0.9,104,6.4012704,0.6848292843678746
0.3,1,1,1,0.9,35,6.4625844,0.6809213801656928
0.01,3,1,1,0.9,420,6.2485232,0.7006268561331257
0.05,3,1,1,0.9,103,6.2393312,0.7011324353933235
0.1,3,1,1,0.9,37,6.193448399999999,0.7088498221036055
0.3,3,1,1,0.9,18,6.4394474,0.6840128631805521
0.01,5,1,1,0.9,527,6.2677252,0.6999359479356193
0.05,5,1,1,0.9,113,6.2371328,0.7027074889873702
0.1,5,1,1,0.9,43,6.2775533999999995,0.6990544457003373
0.3,5,1,1,0.9,16,6.5189126,0.6784386022021595
0.01,10,1,1,0.9,913,6.457764,0.6869526280730404
0.05,10,1,1,0.9,152,6.3827522000000005,0.6943042043733245
0.1,10,1,1,0.9,119,6.5528306,0.67884508094485
0.3,10,1,1,0.9,38,6.6430712000000005,0.6714070049816032
0.01,1,3,1,0.9,987,6.4278272,0.6830881205429111
0.05,1,3,1,0.9,201,6.4024146,0.6851945251713284
0.1,1,3,1,0.9,104,6.4012704,0.6848292843678746
0.3,1,3,1,0.9,35,6.4625844,0.6809213801656928
0.01,3,3,1,0.9,443,6.2282038,0.7022934359100406
0.05,3,3,1,0.9,85,6.2065384,0.7057010795403155
0.1,3,3,1,0.9,51,6.1660114,0.7081114556437343
0.3,3,3,1,0.9,18,6.3375058,0.6916493479748211
0.01,5,3,1,0.9,457,6.256808400000001,0.7007597562020318
0.05,5,3,1,0.9,91,6.226117,0.7042216421880949
0.1,5,3,1,0.9,47,6.225084,0.7034864757928716
0.3,5,3,1,0.9,19,6.5196236,0.6788157675862845
0.01,10,3,1,0.9,604,6.3659848,0.6944778238383851
0.05,10,3,1,0.9,158,6.3336464,0.6975408881775492
0.1,10,3,1,0.9,75,6.4354586,0.6878228704827122
0.3,10,3,1,0.9,26,6.5867818,0.6759558556744529
0.01,1,5,1,0.9,987,6.4278272,0.6830881205429111
0.05,1,5,1,0.9,201,6.4024146,0.6851945251713284
0.1,1,5,1,0.9,104,6.4012704,0.6848292843678746
0.3,1,5,1,0.9,35,6.4625844,0.6809213801656928
0.01,3,5,1,0.9,390,6.2338514,0.7031239161568841
0.05,3,5,1,0.9,97,6.2226448,0.7030758679655223
0.1,3,5,1,0.9,44,6.1257254,0.7122069663730317
0.3,3,5,1,0.9,29,6.4368808,0.6843514141176414
0.01,5,5,1,0.9,438,6.2656532,0.6996751254164193
0.05,5,5,1,0.9,94,6.3722532,0.6908399484410582
0.1,5,5,1,0.9,52,6.2260286,0.7041140973563306
0.3,5,5,1,0.9,16,6.4648834,0.6832779709435988
0.01,10,5,1,0.9,855,6.2503214,0.7047740437444042
0.05,10,5,1,0.9,190,6.2182984,0.7072967844232806
0.1,10,5,1,0.9,48,6.2798742,0.7029218236765282
0.3,10,5,1,0.9,23,6.4051894,0.6910121722847167
0.01,1,7,1,0.9,987,6.4278272,0.6830881205429111
0.05,1,7,1,0.9,201,6.4024146,0.6851945251713284
0.1,1,7,1,0.9,104,6.4019775999999995,0.6847398677388262
0.3,1,7,1,0.9,35,6.4625846000000005,0.6809213801656928
0.01,3,7,1,0.9,450,6.2263404,0.7024014269783637
0.05,3,7,1,0.9,97,6.139352,0.7114657561235564
0.1,3,7,1,0.9,48,6.1855928,0.7064406086566553
0.3,3,7,1,0.9,12,6.3852854,0.6877134336997378
0.01,5,7,1,0.9,457,6.2273306,0.703433007242212
0.05,5,7,1,0.9,109,6.2729302,0.6996496706273229
0.1,5,7,1,0.9,73,6.3254876,0.6960800629715231
0.3,5,7,1,0.9,17,6.4277288,0.6883042274919019
0.01,10,7,1,0.9,637,6.278521,0.7024308489122739
0.05,10,7,1,0.9,131,6.2636742,0.7042754674859246
0.1,10,7,1,0.9,98,6.179133,0.7113841022351591
0.3,10,7,1,0.9,15,6.420935399999999,0.6861482792933198
0.01,1,1,0.65,1,772,6.466187000000001,0.6811181039852379
0.05,1,1,0.65,1,173,6.4784642,0.67754388229346
0.1,1,1,0.65,1,80,6.4947230000000005,0.67683839207758
0.3,1,1,0.65,1,22,6.4344306,0.6832411243106697
0.01,3,1,0.65,1,431,6.143976,0.7105203835131826
0.05,3,1,0.65,1,124,6.1836194,0.7052417514603928
0.1,3,1,0.65,1,56,6.2849652,0.6942335564058595
0.3,3,1,0.65,1,11,6.6043818000000005,0.6681905257591487
0.01,5,1,0.65,1,493,6.1390132,0.7117038566927087
0.05,5,1,0.65,1,114,6.1340812,0.7125715248653575
0.1,5,1,0.65,1,68,6.1978096,0.705682329392419
0.3,5,1,0.65,1,16,6.5926632,0.672268433303651
0.01,10,1,0.65,1,786,6.2305958,0.7062159687996575
0.05,10,1,0.65,1,148,6.344953,0.6966088999409442
0.1,10,1,0.65,1,61,6.2995662,0.7000991462316282
0.3,10,1,0.65,1,16,6.815406,0.6549758775356127
0.01,1,3,0.65,1,772,6.466187000000001,0.6811181039852379
0.05,1,3,0.65,1,173,6.4784642,0.67754388229346
0.1,1,3,0.65,1,80,6.4947230000000005,0.67683839207758
0.3,1,3,0.65,1,22,6.4344306,0.6832411243106697
0.01,3,3,0.65,1,458,6.1132696,0.7128175508516869
0.05,3,3,0.65,1,91,6.2085232,0.704716681346055
0.1,3,3,0.65,1,55,6.2879662000000005,0.6944402032219573
0.3,3,3,0.65,1,16,6.4684962,0.6792441942537528
0.01,5,3,0.65,1,477,6.0982908,0.7153742629738251
0.05,5,3,0.65,1,91,6.1840114,0.7075844845833686
0.1,5,3,0.65,1,61,6.2134018,0.7031641593231467
0.3,5,3,0.65,1,12,6.4718836,0.681537440240651
0.01,10,3,0.65,1,559,6.1395476,0.713437216534702
0.05,10,3,0.65,1,109,6.330457,0.6964148319746664
0.1,10,3,0.65,1,54,6.220454,0.7042382782289268
0.3,10,3,0.65,1,26,6.6054788,0.6753039836163768
0.01,1,5,0.65,1,772,6.4662042,0.6811164170868075
0.05,1,5,0.65,1,173,6.4785722,0.6775343291315474
0.1,1,5,0.65,1,80,6.4947230000000005,0.67683839207758
0.3,1,5,0.65,1,22,6.4344306,0.6832411243106697
0.01,3,5,0.65,1,437,6.1059218,0.7141246341079354
0.05,3,5,0.65,1,82,6.2420352,0.7009839016626913
0.1,3,5,0.65,1,54,6.175405,0.7060787619562489
0.3,3,5,0.65,1,19,6.5773134,0.6654446395977898
0.01,5,5,0.65,1,462,6.0691432,0.7184968496951223
0.05,5,5,0.65,1,102,6.2155808,0.7039235122807863
0.1,5,5,0.65,1,54,6.1903136,0.7062792746191362
0.3,5,5,0.65,1,35,6.348289,0.6963319178569137
0.01,10,5,0.65,1,539,6.0991554,0.7172728655634507
0.05,10,5,0.65,1,94,6.2249358,0.7066825434952935
